"author","gender"
"Katheryn N Russ","Female"
"Kathleen McGarry","Female"
"Kathleen Montgomery","Female"
"Kathleen W. Johnson","Female"
"Kathleen Segerson","Female"
"Kathryn Vasilaky","Female"
"Kathryn Dominguez","Female"
"Katie Whitefoot","Female"
"Katie Sobczyk Player","Female"
"Katrin Boeckh Boeckh","Female"
"Katsiaryna Svirydzenka","Female"
"Katya Malinova","Female"
"Ke Yang","?"
"Keith A. Bender","Male"
"Keith M. Marzilli Ericson","Male"
"Keith Sill","Male"
"Kelly Huang","?"
"Kelly M. Cobourn","?"
"Kelsey D. Wei","?"
"Kemal Sarica","?"
"Ken Kollman","Male"
"Ken Yamazaki","Male"
"Kenan Lopcu","Male"
"Kenichi Kashiwagi","Male"
"Kenneth Judd","Male"
"Kenneth Ahern","Male"
"Kenta Nakamura","?"
"Kerry D. Vandell","?"
"Kevin E. Cahill","Male"
"Kevin Volpp","Male"
"Kevin Pflum","Male"
"Kevin J. Mumford","Male"
"Kevin E. Rogers","Male"
"Kim P. Huynh","?"
"Kim Christensen","?"
"Kim Peijnenburg","?"
"Kimberly Zieschang","Female"
"Kiyoshi Mino","?"
"Kjell Gunnar Salvanes","Male"
"Knut Are Aastveit","Male"
"Koen Inghelbrecht","Male"
"Koen Schoors","Male"
"Konrad Smolinski","Male"
"Konrad Raff","Male"
"Kris Boudt","?"
"Krishna P. Paudel","?"
"Kristiana Hansen","Female"
"Kristopher S. Gerardi","Male"
"Ksenia Yudaeva","Female"
"Kumar Aniket","Male"
"Kurt V. Krueger","Male"
"Kusum Mundra","?"
"Kwabena Gyimah-Brempong","Male"
"Kwan Ok Lee","?"
"Kwok Ping Tsang","Male"
"Kyoung Won Park","Male"
"Lale Tuzuner","Female"
"Lamont Black","Male"
"Lan Cheng","?"
"Larry Ausubel","Male"
"Lars Gårn Hansen","Male"
"Lars Norden","Male"
"Lars J. Kirkebøen","Male"
"Laryssa Mykyta","Female"
"Lasse Brune","Male"
"Lasse H. Pedersen","Male"
"Laura Tiehen","Female"
"Laura M. Kawano","Female"
"Laura Taylor","Female"
"Laura Coroneo","Female"
"Lauren Lambie-Hanson","Female"
"Lauren Schmitz","Female"
"Laurens Cherchye","?"
"Laurie Pounder","Female"
"Lawrence Summers","Male"
"Lea Kosnik","Female"
"Lee Foster Pinkowitz","?"
"Lei (Jane) Ji","?"
"Leif Anders Thorsrud","Male"
"Leila Davis","Female"
"Lena Gonas","Female"
"Leo Kemp","Male"
"Leonardo Lucchetti","Male"
"Leslie S. Stratton","?"
"Leslie Marx","?"
"Leslie John","?"
"Li Liu","?"
"Li Hao","?"
"Liang Ding","?"
"Liang Peng","?"
"Lieven Baele","Male"
"Liling Feng","Female"
"Lin Ma","?"
"Linda Houser","Female"
"Linda DeRiviere","Female"
"Linda Ghent","Female"
"Linda Loubert","Female"
"Linda Nostbakken","Female"
"Lindsay Relihan","Female"
"Lisa A. Kramer","Female"
"Lisa Mohanty","Female"
"Lisa D. Cook","Female"
"Lisa Chen","Female"
"Liu A. Yang","?"
"Liyan Yang","Female"
"Lonnie Golden","?"
"Lori Beaman","Female"
"Louis Boakye-Yiadom","Male"
"Lu Yin","?"
"Lucia Dunn","Female"
"Luciano Irineu de Castro","Male"
"Luigi Bonatti","Male"
"Luiz Carlos Bresser Perreira","Male"
"Lukas Roth","Male"
"Lukasz Pomorski","Male"
"Lynda Pickbourn","Female"
"Lynette Hoelter","Female"
"Maarten Bosker","Male"
"Madhu Khanna","?"
"Maher Said","Male"
"Mahmoud AbdelBaky","Male"
"Maike Neumann","Female"
"Maite Tapia","Female"
"Malcolm S. Cohen","Male"
"Malcolm Sawyer","Male"
"Manmohan Agarwal","Male"
"Manuel Illueca","Male"
"Marc Fleurbaey","Male"
"Marc Hofstetter","Male"
"Marc Santugini","Male"
"Marc Gabarro","Male"
"Marc Martos-Vila","Male"
"Marcel Marekwica","Male"
"Marcella Corsi","Female"
"Marcello M. Estevao","Male"
"Marcellus Andrews","Male"
"Marcelo J. Moreira","Male"
"Marcin T. Kacperczyk","Male"
"Marco van der Voort","Male"
"Marco Cozzi","Male"
"Marcos A. Rangel","Male"
"Marcos Fabricio Perez","Male"
"Marcus Jacob","Male"
"Marcus V. Braga-Alves","Male"
"Mardi Dungey","Female"
"Margaret Simms","Female"
"Margaret Schabas","Female"
"Margaret R. Zhu","Female"
"Maria Semenova","Female"
"Maria Floro","Female"
"Maria Figueroa","Female"
"Maria Goltsman","Female"
"Maria Koumenta","Female"
"Maria Ponomareva","Female"
"Maria Rodrigo","Female"
"Maria M Ferreyra","Female"
"Maria Jahromi","Female"
"Marianna Khachaturyan","Female"
"Mariano Bosch","Male"
"Marie T. Mora","Female"
"Marie Mora","Female"
"Marija Vukotic","Female"
"Marilyn Cottrell","Female"
"Marilyn Power","Female"
"Marina Della Giusta","Female"
"Marina V. Rosser","Female"
"Mario Pagliero","Male"
"Marjorie McElroy","Female"
"Mark E. Wohar","Male"
"Mark M. Pitt","Male"
"Mark Fendrick","Male"
"Mark A. Lane","Male"
"Mark Gersovitz","Male"
"Mark Skidmore","Male"
"Mark Isaac","Male"
"Mark Lautzenheiser","Male"
"Mark Rosegrant","Male"
"Mark Kutzbach","Male"
"Mark Maier","Male"
"Mark D. White","Male"
"Mark J. Kamstra","Male"
"Mark R. Lindblad","Male"
"Mark Lijesen","Male"
"Mark Friedberg","Male"
"Mark Pitt","Male"
"Mark Stuart","Male"
"Mark Anner","Male"
"Mark Rush","Male"
"Mark Vitner","Male"
"Markus Fischer","Male"
"Markus Eller","Male"
"Markus J. Fischer","Male"
"Marsha Katz","Female"
"Marsha J. Courchane","Female"
"Marta Szymanowska","Female"
"Martha Meaney","Female"
"Martha A. Starr","Female"
"Martha Starr","Female"
"Martijn Boons","Male"
"Martin Kocher","Male"
"Martin Kliem","Male"
"Martin Goetz","Male"
"Martin Carree","Male"
"Martin Weber","Male"
"Martin Jacob","Male"
"Martin Wersing","Male"
"Martin Heintzelman","Male"
"Martin Kaae Jensen","Male"
"Marty Martin","?"
"Marvin T. Brown","Male"
"Mary V. Wrenn","Female"
"Mary Gatta","Female"
"Mary Hallward-Driemeier","Female"
"Mary C. Weselcouch","Female"
"Mary J. Lopez","Female"
"Mary Graham","Female"
"Mason Gaffney","?"
"Massimiliano Croce","Male"
"Massimo Scotti","Male"
"Massimo Giuliodori","Male"
"Massimo Marinacci","Male"
"Massimo Rostagno","Male"
"Mateusz Filipski","Male"
"Matthew P. Day","Male"
"Matthew Wiswall","Male"
"Matthew O. Jackson","Male"
"Matthew Pritsker","Male"
"Matthew J Notowidigdo","Male"
"Matthew Ellman","Male"
"Matthew Dey","Male"
"Matthew D. Cain","Male"
"Matthew Capece","Male"
"Matthew T. Billett","Male"
"Matthias Sutter","Male"
"Matthias Paustian","Male"
"Matthieu Bussière","Male"
"Matti J. Suominen","?"
"Matti Keloharju","?"
"Maureen Dunne","Female"
"Maurice D. Levi","Male"
"Maurice Levy","Male"
"Maurice Levi","Male"
"Mauro Rota","Male"
"Maximilian D Schmeiser","Male"
"Meenakshi Rishi","Female"
"Megan Dorman","Female"
"Mehdi Majbouri","Male"
"Melanie Schienle","Female"
"Melinda Morrill","Female"
"Melissa McInerney","Female"
"Melissa B. Jacoby","Female"
"Meng Gao","?"
"Meredith Rosenthal","Female"
"Merle Hazard","Female"
"Michael Watts","Male"
"Michael Carr","Male"
"Michael Moore","Male"
"Michael Murray","Male"
"Michael J. Seiler","Male"
"Michael Kotter","Male"
"Michael LaCour-Little","Male"
"Michael J. Roberts","Male"
"Michael Kvasnicka","Male"
"Michael Callen","Male"
"Michael Gofman","Male"
"Michael Ash","Male"
"Michael Kitson","Male"
"Michael G. Giandrea","Male"
"Michael R. King","Male"
"Michael Birnbaum","Male"
"Michael D. Grubb","Male"
"Michael Snipes","Male"
"Michael E. Chernew","Male"
"Michael Vandenbergh","Male"
"Michael Mussa","Male"
"Michael Seeborg","Male"
"Michael G. Plummer","Male"
"Michael J. Mazzeo","Male"
"Michael Halling","Male"
"Michael Quinlan","Male"
"Michael J. Fleming","Male"
"Michael Mandler","Male"
"Michael Powell","Male"
"Michael J. Lea","Male"
"Michael Lens","Male"
"Michael Hanemann","Male"
"Michael W. Brandt","Male"
"Michael E Waugh","Male"
"Michael Walker","Male"
"Michal Bauer","?"
"Michal Franta","?"
"Michel Baroni","?"
"Michel Moreaux","?"
"Michel van der Wel","?"
"Michele Piccione","Female"
"Michele Tiraboschi","Female"
"Michelle M Chen","Female"
"Michiko Ueda","Female"
"Michio Naoi","Male"
"Mike Boehlje","Male"
"Miki Seko","?"
"Mikko Myrskyla","?"
"Milford Bateman","Male"
"Min Hwang","?"
"Min Jiang","?"
"Mina Baliamoune-Lutz","?"
"Mine Ertugrul","?"
"Mine Zeynep Senses","?"
"Ming Gu","?"
"Ming Yang","?"
"Miriam Gensowski","Female"
"Miriam Schuette","Female"
"Mitch Warachka","Male"
"Mohamad Al-Ississ","Male"
"Mohamed benbouziane","Male"
"Mohammad A. Ali","Male"
"Mohan Menon","Male"
"Molly Dahl","Female"
"Morris A. Davis","Male"
"Mostafa Beshkar","Male"
"Moussa Diop","Male"
"Moussa Fall","Male"
"Muhammad Faress Bhuiyan","Male"
"Mukund Sundararajan","Male"
"Murat Cahit Meguturk","Male"
"Mustafa Caglayan","Male"
"Mustafa O. Caglayan","Male"
"Mutlu Yukse","Male"
"Nadia Greenhalgh-Stanley","Female"
"Nai Jia Lee","?"
"Nancy Folbre","Female"
"Naoki Yoshihara","Male"
"Natalia V. Czap","Female"
"Natalie Tiernan","Female"
"Nathalie Hilmi","Female"
"Nathan Mauck","Male"
"Nathan Fiala","Male"
"Nathan S. Balke","Male"
"Nathan Balke","Male"
"Nathan Braun","Male"
"Nathaniel Wilcox","Male"
"Nazmul Hassan","Male"
"Neha Khanna","Female"
"Nicholas F. Carline","Male"
"Nichole Maestas","Female"
"Nichole Elizabeth Szembrot","Female"
"Nick Netzer","Male"
"Nico Voigtlander","?"
"Nicola Matthews","?"
"Nicola Cetorelli","?"
"Nicole M. Boyson","Female"
"Nigel Driffield","Male"
"Nihat Aktas","Male"
"Niko Matouschek","?"
"Nina Shapiro","Female"
"Ning Tang","?"
"Nisan Langberg","?"
"Nitish Ranjan Sinha","Male"
"Nolan Miller","Male"
"Olaf J. de Groot","Male"
"Olaf Posch","Male"
"Oleg Badunenko","Male"
"Olesya Tkacheva","Female"
"Olga Shemyakina","Female"
"Oliver E. Williamson","Male"
"Oliver Masakure","Male"
"Oliver Faltin-Traeger","Male"
"Oliver Pucker","Male"
"Olivier De Jonghe","Male"
"Omar S Dahi","Male"
"Omar Al-Ubaydli","Male"
"Omari Swinton","Male"
"Onur Kesten","Male"
"Oren Rigbi","Male"
"Osborne A. Jackson","Male"
"Oskar Kowalewski","Male"
"Ozer Karagedikli","Male"
"Pablo Podadera Rivera","Male"
"Pablo Guerron","Male"
"Paige Marta Skiba","Female"
"Paolo Colla","Male"
"Paolo Ramazzotti","Male"
"Paolo F. Volpin","Male"
"Paolo Mauro","Male"
"Pascal Petit","?"
"Pat McCarthy","?"
"Patrick Augustin","Male"
"Patrick Kanda","Male"
"Patrick L. Mason","Male"
"Patrik Larsson","Male"
"Pau Rabanal","?"
"Paul W. Grimes","Male"
"Paul Jain","Male"
"Paul Osterman","Male"
"Paul V. Preckel","Male"
"Paul W. Rhode","Male"
"Paul Ong","Male"
"Paul F. Clark","Male"
"Paul Leiby","Male"
"Paul Calem","Male"
"Paul L. Joskow","Male"
"Paul Whelan","Male"
"Paul H. Malatesta","Male"
"Paul Stewart","Male"
"Paulo Guimarães","Male"
"Paulo Santos Monteiro","Male"
"Pavel G. Savor","Male"
"Pavel Vacek","Male"
"Pedro Matos","Male"
"Pedro Gete","Male"
"Pedro P. Matos","Male"
"Pedro Portugal","Male"
"Pei Kuang","?"
"Peng Zhou","?"
"Peng (Peter) Liu","?"
"Per Johan Strömberg","Male"
"Per Aslak Mykland","Male"
"Perry Mehrling","?"
"Peter D. Loeb","Male"
"Peter Berck","Male"
"Peter Dorman","Male"
"Peter J. Wierts","Male"
"Peter M. Zorn","Male"
"Peter K. Pham","Male"
"Peter Berg","Male"
"Peter Arcidiacono","Male"
"Peter Iliev","Male"
"Peter A. Petri","Male"
"Peter Lazes","Male"
"Peter Grajzl","Male"
"Peter L. Swan","Male"
"Peter Skott","Male"
"Petr Stehlik","Male"
"Petr Stehlík","Male"
"Petra Gerlach-Kristen","Female"
"Philip O'Hara","Male"
"Philip A. LaPorte","Male"
"Philip U. Saure","Male"
"Philip R. Lane","Male"
"Philipp Krueger","Male"
"Phillip O'Hara","Male"
"Pia Rattenhuber","Female"
"Pia Dovern-Pinger","Female"
"Pietro Francesco Peretto","Male"
"Pietro Ortoleva","Male"
"Pilar Useche","Female"
"Pinar Karaca Mandic","Female"
"Ping Wang","?"
"Pradeep Haldar","Male"
"Pradeep K. Yadav","Male"
"Praveen Kumar","Male"
"Qian Jiao","?"
"Qiang Fu","?"
"Qing Bai","?"
"Rachel Cleetus","Female"
"Rachel Meltzer","Female"
"Rachel Heath","Female"
"Rafael Lopes de Melo","Male"
"Rafael Romeu","Male"
"Rahel Schomaker","Female"
"Rahul Lahoti","Male"
"Rainer Schwabe","Male"
"Rainer Schulz","Male"
"Raja Shankar","Male"
"Rajdeep Sengupta","Male"
"Rajeev K. Goel","Male"
"Rajesh K. Aggarwal","Male"
"Rakesh Vohra","Male"
"Ralf R Meisenzahl","Male"
"Ralph Winkler","Male"
"Ralph S. J. Koijen","Male"
"Ralph De Haas","Male"
"Ralph Tryon","Male"
"Ramya Ghosh","Female"
"Ran Wei","?"
"Randall S. Thomas","Male"
"Randall Wray","Male"
"Randy Albelda","?"
"Randy Anderson","?"
"Raphael Boleslavsky","Male"
"Raphael A. Auer","Male"
"Rasmus Fatum","Male"
"Ravi Kanbur","Male"
"Ray C. Fair","Male"
"Raymond Brastow","Male"
"Raymond Riezman","Male"
"Razvan Vlaicu","Male"
"Rebecca Givan","Female"
"Rebecca Cleary","Female"
"Rebecca Stone","Female"
"Recep Bildik","Male"
"Redouane Elkamhi","Male"
"Reginald Covington","Male"
"Reid W. Click","?"
"Remi Piatek","?"
"Ren Mu","?"
"Renato Dias Gomes","Male"
"Resul Cesur","Male"
"Rey Hernandez-Julian","Male"
"Reynold F. Nesiba","Male"
"Reza S. Mahani","Male"
"Rhonda Sharpe","Female"
"Ricardo Colacito","Male"
"Ricardo Alonso","Male"
"Richard W. Roll","Male"
"Richard Van Weelden","Male"
"Richard Howitt","Male"
"Richard Rosen","Male"
"Richard P.F. Holt","Male"
"Richard Levich","Male"
"Richard W. Evans","Male"
"Richard V. Burkhauser","Male"
"Richard W. Martin","Male"
"Richard C. Marston","Male"
"Richard Robertson","Male"
"Richard H. Courtney","Male"
"Richard Brealey","Male"
"Richard Fowles","Male"
"Richard E. Just","Male"
"Richard K. Green","Male"
"Richard Kingsley Crump","Male"
"Richard McGregory","Male"
"Richmond D. Mathews","Male"
"Rob Van Horn","Male"
"Robert Powell","Male"
"Robert Van Order","Male"
"Robert M. Townsend","Male"
"Robert F. Owen","Male"
"Robert Kosowski","Male"
"Robert B. Thompson","Male"
"Robert J. Town","Male"
"Robert E. Prasch","Male"
"Robert Slonim","Male"
"Robert K. Fleck","Male"
"Robert M Shavelle","Male"
"Robert Koopman","Male"
"Robert Kirk","Male"
"Robert C Feenstra","Male"
"Robert W. Dimand","Male"
"Robert Rowthorn","Male"
"Robert W Vishny","Male"
"Robert Helsley","Male"
"Robert F. Dittmar","Male"
"Robert DeYoung","Male"
"Robert Mundell","Male"
"Robert F. Stambaugh","Male"
"Robert E. Mechanic","Male"
"Robert Garnett","Male"
"Robert Sugden","Male"
"Robert McMaster","Male"
"Robert M. Mooradian","Male"
"Robert Zoellick","Male"
"Robert Krueger","Male"
"Robert Wade","Male"
"Robert Prasch","Male"
"Robert Schmidt","Male"
"Robert Engle","Male"
"Robert Owen","Male"
"Robert Leekley","Male"
"Robert Kollmann","Male"
"Robert Brent","Male"
"Roberto Weber","Male"
"Roberto G. Quercia","Male"
"Roberto Pancrazi","Male"
"Roberto Piazza","Male"
"Roberto Motto","Male"
"Roberto Veneziani","Male"
"Roberto Quercia","Male"
"Robin McKnight","?"
"Rochelle M. Edge","Female"
"Rod Raehsler","Male"
"Rody Manuelli","Male"
"Roel M.W.J. Beetsma","Male"
"Roger A. McCain","Male"
"Roger B. Butters","Male"
"Rohan G. Williamson","Male"
"Roman Inderst","Male"
"Roman A. Zarate","Male"
"Romeo Tedongap","Male"
"Ron Cheung","Male"
"Ronald L. Oaxaca","Male"
"Ronald McKinnon","Male"
"Ronald W. Masulis","Male"
"Rong Qian","?"
"Ronnie Sadka","?"
"Rosa Liliana Matzkin","Female"
"Rosanne Altshuler","Female"
"Rose N. Lai","Female"
"Rosemary Batt","Female"
"Ross Emmett","Male"
"Roy Zuckerman","Male"
"Rui Esteves","?"
"Rui L. Castro","?"
"Rui A. Albuquerque","?"
"Russell Golman","Male"
"Russell Hillberry","Male"
"Ruth Uwaifo Oyelere","Female"
"Ruud de Mooij","?"
"Ryan Oprea","Male"
"Ryan K. Vaughn","Male"
"Ryo Okui","Male"
"Sabrina Buti","Female"
"Sambit Bhattacharyya","Male"
"Samuel Muehlemann","Male"
"Samuel Gregory Hanson","Male"
"Samuel Myers, Jr","Male"
"Samuel S Kortum","Male"
"Samuel Amponsah","Male"
"Samuel G. Hanson","Male"
"Sanae Tashiro","Female"
"Sandra Phillips","Female"
"Sandra Sequeira","Female"
"Sandro Brusco","Male"
"Sang Yoon (Tim) Lee","?"
"Sangeeta Pratap","Female"
"Sara Singer","Female"
"Sara Bernardo","Female"
"Sara Hsu","Female"
"Sara Cools","Female"
"Sara Helms","Female"
"Sara B. Moeller","Female"
"Sarah Jewell","Female"
"Sarah Bohn","Female"
"Sarah Ghosh","Female"
"Sarah Watt","Female"
"Sarah F. Riley","Female"
"Sascha O. Becker","?"
"Satoru Takahashi","Male"
"Satya Gabriel","?"
"Saul Rubinstein","Male"
"Scott Borger","Male"
"Scott Rozelle","Male"
"Scott L. Fulford","Male"
"Scott C. Linn","Male"
"Scott E. Lowe","Male"
"Scott E. Masten","Male"
"Scott Gilbert","Male"
"Scott Sumner","Male"
"Se Yan","?"
"Se Kyu Choi","?"
"Sean Crockett","Male"
"Sebastian Rausch","Male"
"Sebastian Buhai","Male"
"Sebastian Braun","Male"
"Sebastien Massoni","Male"
"Seong Moon","?"
"Sergei A. Davydenko","Male"
"Seth H. Giertz","Male"
"Seth Giertz","Male"
"Shailendra Gajanan","Male"
"Shama Gamkhar","?"
"Shan He","?"
"Shannon Mok","?"
"Shanthi Nataraj","Female"
"Shaun W. Davies","Male"
"Shawn Humphrey","?"
"Shawn Mankad","?"
"Shawn Rohlin","?"
"Shekhar Aiyar","Male"
"Shoshana A. Grossbard","Female"
"Shu Tian","?"
"Shu Feng","?"
"Sibylle Lehmann","Female"
"Sidney Winter","?"
"Silke Forbes","Female"
"Silvia Berger","Female"
"Simone Schaner","?"
"Smita Ramnarain","Female"
"Sofia Johan","Female"
"Solomon Hsiang","Male"
"Sonal Vats","Female"
"Sonali Hazarika","Female"
"Sondra Collins","Female"
"Sonia Jaffe","Female"
"Sonia Oreffice","Female"
"Soon Ryoo","?"
"Sophie Shive","Female"
"Soyoung Kim","Female"
"Stacey Jones","Female"
"Stefan Trautmann","Male"
"Stefania Villa","Female"
"Stefano DellaVigna","Male"
"Stephanie R. Green","Female"
"Stephanie Schmitt-Grohé","Female"
"Stephanie Collet","Female"
"Stephanie Reigg Cellini","Female"
"Stephanie M Moulton M. Moulton","Female"
"Stephanie Davis-Kahl","Female"
"Stephanie E. Curcuru","Female"
"Stephen J. Brown","Male"
"Stephen Wu","Male"
"Stephen W. Salant","Male"
"Stephen Terry","Male"
"Stephen Marglin","Male"
"Stephen A. Buser","Male"
"Stephen Trejo","Male"
"Steve Levitt","Male"
"Steve Sexton","Male"
"Steve Kamin","Male"
"Steve Matusz","Male"
"Steve Thomas","Male"
"Steven Matusz","Male"
"Steven N. Durlauf","Male"
"Steven Paul Raphael","Male"
"Steven R. G. Ongena","Male"
"Steven Skerlos","Male"
"Steven M. Davidoff","Male"
"Steven Allen","Male"
"Steven Stern","Male"
"Steven Balassi","Male"
"Stuart S. Rosenthal","Male"
"Su Wang","?"
"Sue K. Stockly","Female"
"Suleyman Basak","Male"
"Sumon Bhaumik","?"
"Sung Jae Jun","?"
"Sunil Wahal","Male"
"Supriya Sarnikar","Female"
"Suresh de Mel","Male"
"Susan N. Houseman","Female"
"Susan Bisom-Rapp","Female"
"Susan Zhu","Female"
"Susan Offutt","Female"
"Susan Wolcott","Female"
"Susan Fleck","Female"
"Susan Lambert","Female"
"Susan Averett","Female"
"Susan Wachter","Female"
"Susanne Prantl","Female"
"Suzanne Gleason","Female"
"Suzanne Hodge","Female"
"Suzanne Macartney","Female"
"Svetlana Pashchenko","Female"
"Sweta Sexena","Female"
"Sylvia A. Allegretto","Female"
"Sylvia Micheli","Female"
"Tae Oum","?"
"Tamara Stenn","Female"
"Tami Ohler","Female"
"Tao L. Wu","?"
"Tao Zhang","?"
"Tara Rice","Female"
"Tarek A. Hassan","Male"
"Tetsuya Matsubayashi","Male"
"Theo Nijman","Male"
"Theodore J. Kury","Male"
"Theresa Gibson","Female"
"Thijs van Rens","Male"
"Thomas Vallee","Male"
"Thomas DeLeire","Male"
"Thomas J. George","Male"
"Thomas Ruf","Male"
"Thomas W. Bates","Male"
"Thomas Jason Boulton","Male"
"Thomas Roney","Male"
"Thomas A. Kochan","Male"
"Thomas Lontzek","Male"
"Thomas Hertel","Male"
"Thomas Demuynck","Male"
"Thomas M. Mertens","Male"
"Thomas Hazlett","Male"
"Thomas J. Chemmanur","Male"
"Thomas M Mertens","Male"
"Thomas Stapleford","Male"
"Thomas Wu","Male"
"Thorsten Beck","Male"
"Tiago Couto Berriel","Male"
"Tibor Besedes","Male"
"Till von Wachter","Male"
"Tim O. Berg","Male"
"Tim D. Kautz","Male"
"Tim Cogley","Male"
"Tim Beatty","Male"
"Timo Ehrig","Male"
"Timothy A. Wunder","Male"
"Timothy Fitzgerald","Male"
"Timothy Thomas","Male"
"Timothy Classen","Male"
"Timothy S Fuerst","Male"
"Tisha L.N. Emerson","Female"
"To B Determined","?"
"Tobias Muhlhofer","Male"
"Todd B Walker","Male"
"Todd T. Milbourn","Male"
"Todd A. Gormley","Male"
"Todd Munson","Male"
"Todd Walker","Male"
"Todd R. Kaplan","Male"
"Tomasz Michalski","Male"
"Tomasz Mickiewicz","Male"
"Tommaso Gabrieli","Male"
"Tomomi Tanaka","Female"
"Tonia Warnecke","Female"
"Tony Smith","Male"
"Tori Byington","?"
"Tracy Turner","Female"
"Tracy Xu","Female"
"Travis Lybbert","Male"
"Turan G. Bali","Male"
"Tyler Yang","?"
"Tyler Hull","?"
"Ugo Albertazzi","?"
"Ulrich Schuewer","Male"
"Ulrich K. Mueller","Male"
"Umberto Garfagnini","Male"
"Umit G. Gurun","Male"
"Umut Unal","Male"
"Una Okonkwo Osili","Female"
"Valentina Salotti","Female"
"Valentina Dimitrova-Grajzl","Female"
"Valentina Corradi","Female"
"Valerie Cerra","Female"
"Vanesa Estrada","Female"
"Velma Zahirovic-Herbert","Female"
"Veronika Belousova","Female"
"Veronique Thelen","Female"
"Vicki Been","Female"
"Vijay Yerramilli","Male"
"Vikas Agarwal","Male"
"Viktor Steiner","Male"
"Vincent Anesi","Male"
"Vivian Wu","Female"
"Wallace Tyner","Male"
"Walter Enders","Male"
"Ward ANSEEUW","?"
"Warren B. Hrung","Male"
"Wayne R. Archer","Male"
"Wei Yu","?"
"Wen Yu","?"
"Werner Roeger","Male"
"Wesley C. Marshall","Male"
"Wesley W. Wilson","Male"
"Will Doobie","Male"
"William H. Rogers","Male"
"William Black","Male"
"William Milberg","Male"
"William T. Ganley","Male"
"William P. Nowak","Male"
"William D. Bosshardt","Male"
"William A. Darity, Jr","Male"
"William C. Strange","Male"
"William Taylor","Male"
"William R. Sodjahin","Male"
"William Veloce","Male"
"William Peterman","Male"
"William Keeton","Male"
"William Lee","Male"
"William Powers","Male"
"William Frey","Male"
"William Dickens","Male"
"William E. Becker","Male"
"William Bosshardt","Male"
"William Baah-Boateng","Male"
"William Fox","Male"
"William Redmond","Male"
"Willie Belton","Male"
"Wing Wah Tham","?"
"Wojciech Olszewski","Male"
"Wolf Wagner","?"
"Wolfgang H. Schulz","Male"
"Woong Yong Park","Male"
"Wouter Dessein","Male"
"Xavier Giné","Male"
"Xi Weng","?"
"Xi Dong","?"
"Xiao Yuan Dong","?"
"Xiaohong Wang","Female"
"Xiaoying Xie","Female"
"Xin Li","?"
"Xin Wang","?"
"Xuan Tian","?"
"Xun Bian","?"
"Yael V. Hochberg","Female"
"Yael V Hochberg","Female"
"Yakov Amihud","Male"
"Yama Temouri","?"
"Yan Chang","?"
"Yan Liang","?"
"Yan Jenny Zhang","?"
"Yan Chen","?"
"Yang Zhang","?"
"Yang Wang","?"
"Yannis M Ioannides","Male"
"Yasushi Asako","Male"
"Yavuz Yasar","Male"
"Yeliz Yalcin","?"
"Yen Teik Lee","?"
"Yen H. Tong","?"
"Yi Zhou","?"
"Yi Jin","?"
"Yi Wen","?"
"Yi Zhang","?"
"Yogesh Uppal","Male"
"Yoichi Arai","Male"
"Yonatan Ben-Shalom","Male"
"Yong Yang","Male"
"Yong Chen","Male"
"Yoram Bauman","Male"
"Yosef Bonaparte","Male"
"Yu Wang","?"
"Yu Yuan","?"
"Yuan Li","?"
"Yuanyuan Chen","Female"
"Yue Ma","?"
"Yuichi Kitamura","Male"
"Yuichiro Kawaguchi","Male"
"Yuichiro Kamada","Male"
"Yuji Honjo","Male"
"Yuming Fu","Male"
"Yuri Ostrovsky","?"
"Yuval Salant","Male"
"Yuval Arbel","Male"
"Zachary Liscow","Male"
"Zahara Siddique","Female"
"Zaki Wahhaj","Male"
"Zheng Zeng","?"
"Zhong Zhao","?"
"Zhou Yu","?"
"Zhou Yang","?"
"Zoe Tsesmelidakis","Female"
"Zsolt Sandor","Male"
"Zuzana Fungáčová","Female"
"Zuzana Brixiová","Female"
"Zuzana Brixiova","Female"
"A. J. Malliaris","Male"
"Aaditya Mattoo","Male"
"Aaron Sojourner","Male"
"Abebe Shimeles","Male"
"Abhijit Banerjee","Male"
"Adair Morse","Female"
"Adam Ashcraft","Male"
"Adam Copeland","Male"
"Adam Szeidl","Male"
"Adi Sunderam","Male"
"Adrian Buss","Male"
"Adriana Kugler","Female"
"Adriano Rampini","Male"
"African Development Bank","??"
"Ahmend Rahman","Male"
"Aico van Vuuren","Male"
"Ainhoa Urtasum","Female"
"Ake Blomqvist","Male"
"Akpan H. Ekpo","Male"
"Alan B. Krueger","Male"
"Alan Gustman","Male"
"Alan Krueger","Male"
"Albert Marcet","Male"
"Alberto Alesina","Male"
"Alberto Martin","Male"
"Aldo Rustichini","Male"
"Alejandro Izquierdo","Male"
"Alessandra Voena","Female"
"Alessandro Pavan","Male"
"Alessandro Riboni","Male"
"Alex Bryson","Male"
"Alex P. Taylor","Unknown"
"Alexander Dyck","Male"
"Alexander Strand","Male"
"Alexey Levkov","Male"
"Alfonso Irarrazabal","Male"
"Ali Shourideh","Male"
"Ali Yurukoglu","Male"
"Alireza Tahbaz-Salehi","Male"
"Allaudeen Hameed","Male"
"Almila Burgac","Female"
"Alminas Zaldokas","Male"
"Alp Simsek","Male"
"Alvin Murphy","Male"
"Amalia Miller","Female"
"Amanda Kowalski","Female"
"Amanda Starc","Female"
"Amee Kamdar","Female"
"Amil Petrin","Male"
"Amir Kermani","Male"
"Amir Sufi","Male"
