firstname,total_male,total_female,prob_male,prob_female,total_names,male_75,female_75,male_95,female_95
"YEDIDA",0,2,0,1,2,0,1,0,1
"YELISA",0,2,0,1,2,0,1,0,1
"YELIZAVETA",0,2,0,1,2,0,1,0,1
"YEMMY",0,2,0,1,2,0,1,0,1
"YEONG",1,1,.5,.5,2,0,0,0,0
"YERALDINE",0,2,0,1,2,0,1,0,1
"YERITZA",0,3,0,1,3,0,1,0,1
"YEURI",3,0,1,0,3,1,0,1,0
"YI-CHUN",1,2,.3333333,.6666667,3,0,0,0,0
"YIFEI",3,0,1,0,3,1,0,1,0
"YIFENG",1,1,.5,.5,2,0,0,0,0
"YIK",1,1,.5,.5,2,0,0,0,0
"YILDIZ",0,2,0,1,2,0,1,0,1
"YILIN",0,2,0,1,2,0,1,0,1
"YILING",1,2,.3333333,.6666667,3,0,0,0,0
"YIORGOS",2,0,1,0,2,1,0,1,0
"YISU",3,0,1,0,3,1,0,1,0
"YIXI",1,2,.3333333,.6666667,3,0,0,0,0
"YOGENDRA",2,0,1,0,2,1,0,1,0
"YOHANCE",2,0,1,0,2,1,0,1,0
"YOHANES",2,0,1,0,2,1,0,1,0
"YOHANI",0,2,0,1,2,0,1,0,1
"YOICHIRO",2,0,1,0,2,1,0,1,0
"YOKE",0,2,0,1,2,0,1,0,1
"YOLENNY",0,3,0,1,3,0,1,0,1
"YOLIMA",0,2,0,1,2,0,1,0,1
"YOLLIE",0,2,0,1,2,0,1,0,1
"YOLLY",0,3,0,1,3,0,1,0,1
"YONGJI",3,0,1,0,3,1,0,1,0
"YOONJI",0,2,0,1,2,0,1,0,1
"YOONJU",0,2,0,1,2,0,1,0,1
"YOONKYUNG",0,2,0,1,2,0,1,0,1
"YOORI",0,2,0,1,2,0,1,0,1
"YORDAN",2,0,1,0,2,1,0,1,0
"YORDANKA",0,2,0,1,2,0,1,0,1
"YORMAN",2,0,1,0,2,1,0,1,0
"YOSHIHIRO",3,0,1,0,3,1,0,1,0
"YOSHITAKA",3,0,1,0,3,1,0,1,0
"YOSMAR",2,1,.6666667,.3333333,3,0,0,0,0
"YOSSEF",2,0,1,0,2,1,0,1,0
"YOUNGSUN",1,1,.5,.5,2,0,0,0,0
"YOUSIF",3,0,1,0,3,1,0,1,0
"YOVANA",0,3,0,1,3,0,1,0,1
"YUBELKIS",0,2,0,1,2,0,1,0,1
"YU-CHIA",0,2,0,1,2,0,1,0,1
"YUDIT",0,2,0,1,2,0,1,0,1
"YUGO",3,0,1,0,3,1,0,1,0
"YUHAO",2,0,1,0,2,1,0,1,0
"YUIKO",0,2,0,1,2,0,1,0,1
"YUJING",0,2,0,1,2,0,1,0,1
"YUKINO",0,2,0,1,2,0,1,0,1
"YUKIYO",0,2,0,1,2,0,1,0,1
"YULIETH",0,2,0,1,2,0,1,0,1
"YUM",0,2,0,1,2,0,1,0,1
"YUME",0,2,0,1,2,0,1,0,1
"YUNXIA",0,3,0,1,3,0,1,0,1
"YVENS",2,0,1,0,2,1,0,1,0
"YVET",0,2,0,1,2,0,1,0,1
"YVROSE",0,2,0,1,2,0,1,0,1
"ZACHARIA",2,0,1,0,2,1,0,1,0
"ZAHED",2,0,1,0,2,1,0,1,0
"ZALE",2,1,.6666667,.3333333,3,0,0,0,0
"ZAQUAN",3,0,1,0,3,1,0,1,0
"ZEA",0,2,0,1,2,0,1,0,1
"ZEBEDEE",2,0,1,0,2,1,0,1,0
"ZEIN",1,1,.5,.5,2,0,0,0,0
"ZEKI",2,0,1,0,2,1,0,1,0
"ZELENE",0,2,0,1,2,0,1,0,1
"ZELI",1,2,.3333333,.6666667,3,0,0,0,0
"ZENAE",0,2,0,1,2,0,1,0,1
"ZENITH",1,2,.3333333,.6666667,3,0,0,0,0
"ZETH",3,0,1,0,3,1,0,1,0
"ZHANA",0,2,0,1,2,0,1,0,1
"ZHANE",1,2,.3333333,.6666667,3,0,0,0,0
"ZHENIA",0,2,0,1,2,0,1,0,1
"ZHIYAN",1,1,.5,.5,2,0,0,0,0
"ZIKO",2,0,1,0,2,1,0,1,0
"ZIRA",0,2,0,1,2,0,1,0,1
"ZIWEI",0,2,0,1,2,0,1,0,1
"ZIYU",3,0,1,0,3,1,0,1,0
"ZOBIA",0,3,0,1,3,0,1,0,1
"ZORIK",2,0,1,0,2,1,0,1,0
"ZOU",1,1,.5,.5,2,0,0,0,0
"ZSOFIA",1,1,.5,.5,2,0,0,0,0
"ZUBAIDAH",0,2,0,1,2,0,1,0,1
"ZUHAIB",2,0,1,0,2,1,0,1,0
"ZUL",3,0,1,0,3,1,0,1,0
"ZULAI",0,2,0,1,2,0,1,0,1
"ZULFIKAR",2,0,1,0,2,1,0,1,0
"ZULIA",0,3,0,1,3,0,1,0,1
"ZURY",0,3,0,1,3,0,1,0,1
"ZVONIMIR",2,0,1,0,2,1,0,1,0
"AADI",2,0,1,0,2,1,0,1,0
"ABAD",2,0,1,0,2,1,0,1,0
"ABASS",2,0,1,0,2,1,0,1,0
"ABBII",0,2,0,1,2,0,1,0,1
"ABBIOLA",0,2,0,1,2,0,1,0,1
"ABDER",2,0,1,0,2,1,0,1,0
"ABDULLAI",2,0,1,0,2,1,0,1,0
"ABDUL-QADIR",2,0,1,0,2,1,0,1,0
"ABDUSSAMET",2,0,1,0,2,1,0,1,0
"ABISHEK",2,0,1,0,2,1,0,1,0
"ABOSEDE",0,2,0,1,2,0,1,0,1
"ACHVA",2,0,1,0,2,1,0,1,0
"ACKIM",2,0,1,0,2,1,0,1,0
"ADASA",0,2,0,1,2,0,1,0,1
"ADDAM",2,0,1,0,2,1,0,1,0
"ADEINA",0,2,0,1,2,0,1,0,1
"ADESINA",1,1,.5,.5,2,0,0,0,0
"ADIANEZ",0,2,0,1,2,0,1,0,1
"ADILSON",2,0,1,0,2,1,0,1,0
"ADINAH",0,2,0,1,2,0,1,0,1
"ADITTO",2,0,1,0,2,1,0,1,0
"ADJANAYE",0,2,0,1,2,0,1,0,1
"ADJUA",0,2,0,1,2,0,1,0,1
"ADORE",0,2,0,1,2,0,1,0,1
"ADREA",0,2,0,1,2,0,1,0,1
"ADRIANN",1,1,.5,.5,2,0,0,0,0
"ADRIATIK",2,0,1,0,2,1,0,1,0
"ADRIEAN",2,0,1,0,2,1,0,1,0
"ADRIENA",0,2,0,1,2,0,1,0,1
"ADRIS",1,1,.5,.5,2,0,0,0,0
"ADUNNI",0,2,0,1,2,0,1,0,1
"AERIEL",0,2,0,1,2,0,1,0,1
"AFA",2,0,1,0,2,1,0,1,0
"AFAQ",2,0,1,0,2,1,0,1,0
"AFESHIA",0,2,0,1,2,0,1,0,1
"AFRON",2,0,1,0,2,1,0,1,0
"AFROZA",0,2,0,1,2,0,1,0,1
"AFSER",1,1,.5,.5,2,0,0,0,0
"AGGREY",2,0,1,0,2,1,0,1,0
"AGOSTINHO",2,0,1,0,2,1,0,1,0
"AGUNG",2,0,1,0,2,1,0,1,0
"AGYEMANG",2,0,1,0,2,1,0,1,0
"AHMAAD",2,0,1,0,2,1,0,1,0
"AHMADU",2,0,1,0,2,1,0,1,0
"AHMER",2,0,1,0,2,1,0,1,0
"AHSEN",1,1,.5,.5,2,0,0,0,0
"AICH",1,1,.5,.5,2,0,0,0,0
"AIFUWA",2,0,1,0,2,1,0,1,0
"AILED",0,2,0,1,2,0,1,0,1
"AINURA",0,2,0,1,2,0,1,0,1
"AISLYN",0,2,0,1,2,0,1,0,1
"AJALA",1,1,.5,.5,2,0,0,0,0
"AJANTHA",1,1,.5,.5,2,0,0,0,0
"AJI",1,1,.5,.5,2,0,0,0,0
"AJIRI",0,2,0,1,2,0,1,0,1
"AJIWOKEWU",1,1,.5,.5,2,0,0,0,0
"AJU",2,0,1,0,2,1,0,1,0
"AKEDA",0,2,0,1,2,0,1,0,1
"AKEELAH",0,2,0,1,2,0,1,0,1
"AKEILA",0,2,0,1,2,0,1,0,1
"AKEIM",2,0,1,0,2,1,0,1,0
"AKELIA",0,2,0,1,2,0,1,0,1
"AKENO",1,1,.5,.5,2,0,0,0,0
"AKIB",2,0,1,0,2,1,0,1,0
"AKINDELE",2,0,1,0,2,1,0,1,0
"AKITO",2,0,1,0,2,1,0,1,0
"AKKO",0,2,0,1,2,0,1,0,1
"AKON",2,0,1,0,2,1,0,1,0
"AKSOY",2,0,1,0,2,1,0,1,0
"AKUMA",2,0,1,0,2,1,0,1,0
"AL-",2,0,1,0,2,1,0,1,0
"ALABA",1,1,.5,.5,2,0,0,0,0
"ALADINO",2,0,1,0,2,1,0,1,0
"ALAFIA",0,2,0,1,2,0,1,0,1
"ALANDA",0,2,0,1,2,0,1,0,1
"ALASHA",0,2,0,1,2,0,1,0,1
"ALASKAN",0,2,0,1,2,0,1,0,1
"ALB",1,1,.5,.5,2,0,0,0,0
"ALBERTE",0,2,0,1,2,0,1,0,1
"ALBITA",0,2,0,1,2,0,1,0,1
"ALCIAN",1,1,.5,.5,2,0,0,0,0
"ALCIBIADES",2,0,1,0,2,1,0,1,0
"ALDITH",0,2,0,1,2,0,1,0,1
"ALDRIC",2,0,1,0,2,1,0,1,0
"ALEANE",0,2,0,1,2,0,1,0,1
"ALEASE",0,2,0,1,2,0,1,0,1
"ALEIKA",0,2,0,1,2,0,1,0,1
"ALEISTER",2,0,1,0,2,1,0,1,0
"ALEJITA",0,2,0,1,2,0,1,0,1
"ALESI",2,0,1,0,2,1,0,1,0
"ALETH",0,2,0,1,2,0,1,0,1
"ALEXYZ",2,0,1,0,2,1,0,1,0
"ALEXZANDRA",0,2,0,1,2,0,1,0,1
"ALFAZ",2,0,1,0,2,1,0,1,0
"ALFINA",0,2,0,1,2,0,1,0,1
"ALGIS",2,0,1,0,2,1,0,1,0
"ALHAN",2,0,1,0,2,1,0,1,0
"ALHASSAN",2,0,1,0,2,1,0,1,0
"ALICEA",0,2,0,1,2,0,1,0,1
"ALIF",2,0,1,0,2,1,0,1,0
"ALISABETH",0,2,0,1,2,0,1,0,1
"ALISEN",0,2,0,1,2,0,1,0,1
"ALLADIN",2,0,1,0,2,1,0,1,0
"ALLEGRIA",0,2,0,1,2,0,1,0,1
"ALLONS",2,0,1,0,2,1,0,1,0
"ALMARIE",0,2,0,1,2,0,1,0,1
"ALMOND",1,1,.5,.5,2,0,0,0,0
"ALMOST",1,1,.5,.5,2,0,0,0,0
"ALMUDENA",0,2,0,1,2,0,1,0,1
"ALO",2,0,1,0,2,1,0,1,0
"ALPEREN",2,0,1,0,2,1,0,1,0
"ALPHONZO",2,0,1,0,2,1,0,1,0
"ALTER",2,0,1,0,2,1,0,1,0
"ALTIA",0,2,0,1,2,0,1,0,1
"ALVONYA",0,2,0,1,2,0,1,0,1
"ALYNNE",0,2,0,1,2,0,1,0,1
"ALYXANDRIA",0,2,0,1,2,0,1,0,1
"AMAAL",0,2,0,1,2,0,1,0,1
"AMAALA",0,2,0,1,2,0,1,0,1
"AMAIR",2,0,1,0,2,1,0,1,0
"AMANO",1,1,.5,.5,2,0,0,0,0
"AMBA",1,1,.5,.5,2,0,0,0,0
"AMBROSIA",0,2,0,1,2,0,1,0,1
"AMDY",2,0,1,0,2,1,0,1,0
"AMEENAH",0,2,0,1,2,0,1,0,1
"AMEERAH",0,2,0,1,2,0,1,0,1
"AMEIKA",0,2,0,1,2,0,1,0,1
"AMERA",0,2,0,1,2,0,1,0,1
"AMICA",0,2,0,1,2,0,1,0,1
"AMIRAN",1,1,.5,.5,2,0,0,0,0
"AMIRH",0,2,0,1,2,0,1,0,1
"AMIRI",2,0,1,0,2,1,0,1,0
"AMITAVA",2,0,1,0,2,1,0,1,0
"AMOGH",2,0,1,0,2,1,0,1,0
"AMPY",1,1,.5,.5,2,0,0,0,0
"AMUN",2,0,1,0,2,1,0,1,0
"ANAHIS",0,2,0,1,2,0,1,0,1
"ANAKAY",0,2,0,1,2,0,1,0,1
"ANALIZ",0,2,0,1,2,0,1,0,1
"ANAMUL",2,0,1,0,2,1,0,1,0
"ANANDI",0,2,0,1,2,0,1,0,1
"ANANSA",0,2,0,1,2,0,1,0,1
"ANASA",0,2,0,1,2,0,1,0,1
"ANASTATIA",0,2,0,1,2,0,1,0,1
"ANASTAZIA",0,2,0,1,2,0,1,0,1
"ANATALIA",0,2,0,1,2,0,1,0,1
"ANATILIA",0,2,0,1,2,0,1,0,1
"ANAYZA",0,2,0,1,2,0,1,0,1
"ANDDY",2,0,1,0,2,1,0,1,0
"ANDERSSON",2,0,1,0,2,1,0,1,0
"ANDHIKA",2,0,1,0,2,1,0,1,0
"ANDIKA",2,0,1,0,2,1,0,1,0
"ANDINO",2,0,1,0,2,1,0,1,0
"ANDRAYA",0,2,0,1,2,0,1,0,1
"ANDREIS",2,0,1,0,2,1,0,1,0
"ANDREZA",0,2,0,1,2,0,1,0,1
"ANDRIAN",2,0,1,0,2,1,0,1,0
"ANDRINA",0,2,0,1,2,0,1,0,1
"ANDROS",2,0,1,0,2,1,0,1,0
"ANDUIN",1,1,.5,.5,2,0,0,0,0
"ANDWELE",2,0,1,0,2,1,0,1,0
"ANEIKA",0,2,0,1,2,0,1,0,1
"ANESTA",0,2,0,1,2,0,1,0,1
"ANGALIC",0,2,0,1,2,0,1,0,1
"ANGELIK",0,2,0,1,2,0,1,0,1
"ANGELISA",0,2,0,1,2,0,1,0,1
"ANGJELINA",0,2,0,1,2,0,1,0,1
"ANGLE",0,2,0,1,2,0,1,0,1
"ANISHKA",0,2,0,1,2,0,1,0,1
"ANJAIL",0,2,0,1,2,0,1,0,1
"ANJANI",1,1,.5,.5,2,0,0,0,0
"ANJELINA",0,2,0,1,2,0,1,0,1
"ANNAH",0,2,0,1,2,0,1,0,1
"ANNA-KAYE",0,2,0,1,2,0,1,0,1
"ANNALY",0,2,0,1,2,0,1,0,1
"ANNAZETTE",0,2,0,1,2,0,1,0,1
"ANNDREW",2,0,1,0,2,1,0,1,0
"ANNECIA",0,2,0,1,2,0,1,0,1
"ANNELYN",0,2,0,1,2,0,1,0,1
"ANNE-MICHELLE",0,2,0,1,2,0,1,0,1
"ANNE-ROSE",0,2,0,1,2,0,1,0,1
"ANNISIA",0,2,0,1,2,0,1,0,1
"ANOOSH",2,0,1,0,2,1,0,1,0
"ANSELMA",0,2,0,1,2,0,1,0,1
"ANSIL",1,1,.5,.5,2,0,0,0,0
"ANTARES",1,1,.5,.5,2,0,0,0,0
"ANTAYA",0,2,0,1,2,0,1,0,1
"ANTEO",2,0,1,0,2,1,0,1,0
"ANTERO",2,0,1,0,2,1,0,1,0
"ANTIMO",2,0,1,0,2,1,0,1,0
"ANTONEIL",2,0,1,0,2,1,0,1,0
"ANTULIO",2,0,1,0,2,1,0,1,0
"ANTWAIN",2,0,1,0,2,1,0,1,0
"ANTZ",2,0,1,0,2,1,0,1,0
"ANUKI",0,2,0,1,2,0,1,0,1
"ANXHELA",0,2,0,1,2,0,1,0,1
"ANYAH",0,2,0,1,2,0,1,0,1
"ANYELI",0,2,0,1,2,0,1,0,1
"APATHY",1,1,.5,.5,2,0,0,0,0
"APOLLON",2,0,1,0,2,1,0,1,0
"APRILIA",1,1,.5,.5,2,0,0,0,0
"AQ",2,0,1,0,2,1,0,1,0
"AQUINO",2,0,1,0,2,1,0,1,0
"ARACELLI",0,2,0,1,2,0,1,0,1
"ARAINA",0,2,0,1,2,0,1,0,1
"ARAL",2,0,1,0,2,1,0,1,0
"ARASELIS",0,2,0,1,2,0,1,0,1
"ARBNOR",2,0,1,0,2,1,0,1,0
"ARCHIL",2,0,1,0,2,1,0,1,0
"ARCHITECT",2,0,1,0,2,1,0,1,0
"ARDIN",2,0,1,0,2,1,0,1,0
"ARDLEY",2,0,1,0,2,1,0,1,0
"ARENA",1,1,.5,.5,2,0,0,0,0
"ARF",2,0,1,0,2,1,0,1,0
"ARGENY",2,0,1,0,2,1,0,1,0
"ARGIRIOS",2,0,1,0,2,1,0,1,0
"ARIAL",0,2,0,1,2,0,1,0,1
"ARIANY",0,2,0,1,2,0,1,0,1
"ARINJIT",2,0,1,0,2,1,0,1,0
"ARITRA",2,0,1,0,2,1,0,1,0
"ARK",2,0,1,0,2,1,0,1,0
"ARLAND",1,1,.5,.5,2,0,0,0,0
"ARLETA",0,2,0,1,2,0,1,0,1
"ARLETTY",0,2,0,1,2,0,1,0,1
"ARLY",0,2,0,1,2,0,1,0,1
