"author","gender"
"Julien Daubanes","Male"
"Julien Prat","Male"
"Juliet Elu","Female"
"Julio Raffo","Male"
"Jun Ma","?"
"Jun Xiang","?"
"June Park John","?"
"Justin Ross","Male"
"Justin M. Rao","Male"
"Justin Yifu Lin","Male"
"Justin Bloesch","Male"
"Kai Hueschelrath","?"
"Kaitlyn Harger","Female"
"Kajal Lahiri","Female"
"Kalle Rinne","?"
"Kandice A. Kapinos","Female"
"Karen Maguire","Female"
"Karen Simonyan","Female"
"Karen Gibson","Female"
"Karin Hederos Eriksson","Female"
"Karin Thorburn","Female"
"Katharina Mersmann","Female"
"Katherine Coffman","Female"
"Katherine Moos","Female"
"Katherine Michelmore","Female"
"Kathryn Fritzdixon","Female"
"Katie Genadek","Female"
"Katja Neugebauer","Female"
"Kaushik Basu","Male"
"Ke Pang","?"
"Kei Kajisa","?"
"Keith Howe","Male"
"Keith Chen","Male"
"Kelly Noonan","?"
"Kelly R. Wilkin","?"
"Kelly Cobourn","?"
"Kelly C. Bishop","?"
"Ken Ueda","Male"
"Ken Jacobs","Male"
"Kenneth Elzinga","Male"
"Kenneth A. Couch","Male"
"Kenneth Lee","Male"
"Kenneth Rose","Male"
"Kenneth Dodge","Male"
"Kenneth Kasa","Male"
"Kent Wang","Male"
"Keren Horn","Female"
"Kevin Shih","Male"
"Kevin Stange","Male"
"Kevin W. Capehart","Male"
"Kevin Spiritus","Male"
"Kevin J. Lansing","Male"
"Kevin Perese","Male"
"Kevin E. Cahill","Male"
"Khalid Sekkat","Male"
"Killian J. McCarthy","?"
"Kim Ruhl","?"
"Kim Holder","?"
"Kimberley Scharf","Female"
"Kimberly Berg","Female"
"Kiril Tochkov","Male"
"Kirsten Cornelson","Female"
"Kirsten Madden","Female"
"Kjell G. Salvanes","Male"
"Klaas van't Veld","Male"
"Klaas Mulier","Male"
"Klaus Zimmermann","Male"
"Klaus Keller","Male"
"Knut Gerlach","Male"
"Koen Schoors","Male"
"Konrad Raff","Male"
"Konstantin Magin","Male"
"Konstantin Sokolov","Male"
"Konstantin Lucks","Male"
"Konstantin Kholodilin","Male"
"Konstantinos E. Zachariadis","Male"
"Kosta Josifidis","Male"
"Kris Jacobs","?"
"Krishna P. Paudel","?"
"Kristen E. Broady","Female"
"Kristin McCue","Female"
"Kristina McElheran","Female"
"Kunal Sen","Male"
"Kunihiro Hirao","Male"
"Kurt Huebner","Male"
"Kurt Krueger","Male"
"Kurt Schmidheiny","Male"
"Kwabena Gyimah-Brempong","Male"
"Kyle Hyndman","Male"
"Lai Wei","?"
"Lakshmi K. Raut","Female"
"Lam Nguyen","?"
"Lan Liang","?"
"Lance Young","Male"
"Lara Cockx","Female"
"Lara Shore-Sheppard","Female"
"Lars Norden","Male"
"Lars Stole","Male"
"Lars Boerner","Male"
"Laura Tyson","Female"
"Laura de Souza Pitta","Female"
"Laura Hospido","Female"
"Laura Solanko","Female"
"Laura Cardwell","Female"
"Laura Bottazzi","Female"
"Lauren Feiler","Female"
"Lauren Jones","Female"
"Laurent Weill","Male"
"Laurent Fresard","Male"
"Lauri Vaittinen","Female"
"Lawrence Glosten","Male"
"Lawrence Summers","Male"
"Lawrence Mishel","Male"
"Lea Kosnik","Female"
"Leah H. Palm-Forster","Female"
"Leandro DeMagalhaes","Male"
"Lei Kong","?"
"Lei Mao","?"
"Lei Jiang","?"
"Leila Davis","Female"
"Lena Tonzer","Female"
"Leo Sveikauskas","Male"
"Leonardo Baccini","Male"
"Leslie J. Verteramo Chiu","?"
"Leslie Jeng","?"
"Levan Elbakidze","Male"
"Li Liu","?"
"Liang Lu","?"
"Liang Shao","?"
"Liang Bai","?"
"Lilia Costabile","Female"
"Lin Chen","?"
"Linda Thunström","Female"
"Linda K. English","Female"
"Lindsey Rittmueller","Female"
"Lindsey Bullinger","Female"
"Linus Siming","Male"
"Lionel Fontagné","Male"
"Lisa Saunders","Female"
"Lisa Kramer","Female"
"Lisa Cycon","Female"
"Lise Vesterlund","Female"
"Liyan Yang","Female"
"Lori Beaman","Female"
"Louis Maccini","Male"
"Luc Renneboog","?"
"Lucas Coffman","Male"
"Lucia S. Foster","Female"
"Lucian Taylor","Male"
"Ludovic Phalippou","Male"
"Luigi Moretti","Male"
"Luisa R. Blanco","Female"
"Luiza Pogorelova","Female"
"Lukas Vogel","Male"
"Lukas Kvissberg","Male"
"Lukas Menkhoff","Male"
"Luke Keele","Male"
"Luo Zuo","?"
"Lydia Ashton","Female"
"Lynda Pickbourn","Female"
"Lynn Fisher","Female"
"Lynn Conell-Price","Female"
"Lynne Chester","Female"
"Lyudmyla Kompaniyets","Female"
"Maarten Goos","Male"
"Maciej Kotowski","Male"
"Magnus Lodefalk","?"
"Mahdi Nezafat","Male"
"Mahmut Tekce","Male"
"Mai Dao","?"
"Maia Güell","Female"
"Malcolm Sawyer","Male"
"Malcolm Wardlaw","Male"
"Manuel Garcia-Santana","Male"
"Manuel Alejandro Hernandez","Male"
"Manuel Pastor","Male"
"Manuel Alejandro Hidalgo","Male"
"Manuela Mosca","Female"
"Marc Lavoie","Male"
"Marc Jeuland","Male"
"Marc Umber","Male"
"Marc Francke","Male"
"Marc P. Giannoni","Male"
"Marcel Fischer","Male"
"Marcel Boumans","Male"
"Marcel van den Berg","Male"
"Marcella Corsi","Female"
"Marcella McClatchey","Female"
"Marcio Cruz","Male"
"Marco Cavalieri","Male"
"Marco Angrisani","Male"
"Marco Airaudo","Male"
"Marco Ratto","Male"
"Marco Castillo","Male"
"Marco Francesconi","Male"
"Marcus Roller","Male"
"Marcus Allen","Male"
"Marek Pycia","Male"
"Margaret Adesugba","Female"
"Margaret Schabas","Female"
"Margarita Rubio","Female"
"Maria Bas","Female"
"Maria Jose Prados","Female"
"Maria Koumenta","Female"
"Maria Penas","Female"
"Mariah Ehmke","Female"
"Marianne Weiss","Female"
"Marianne Johnson","Female"
"Marie T. Mora","Female"
"Marina Dodlova","Female"
"Mario Pagliero","Male"
"Mario Seccareccia","Male"
"Mario Cerrato","Male"
"Mariola Pytlikova","Female"
"Marion Gousse","?"
"Marius Rodriguez","Male"
"Mariya Letdin","Female"
"Mark D. White","Male"
"Mark Price","Male"
"Mark A. Klee","Male"
"Mark O. Wilhelm","Male"
"Mark Shackleton","Male"
"Mark Grinblatt","Male"
"Mark Setterfield","Male"
"Mark Van Achter","Male"
"Mark J. Gibson","Male"
"Mark Jamison","Male"
"Markus Leippold","Male"
"Markus Schmid","Male"
"Markus Pelger","Male"
"Marlene Kim","Female"
"Marlene Haas","Female"
"Marquise McGraw","Male"
"Marshall Steinbaum","Male"
"Marta Spreafico","Female"
"Martha J. Bailey","Female"
"Marti Mestieri","?"
"Martijn Boons","Male"
"Martin Schindler","Male"
"Martin Jacob","Male"
"Martin Simmler","Male"
"Martin Ruf","Male"
"Martin Georg Kocher","Male"
"Martin Smith","Male"
"Martina Baumann","Female"
"Mary V. Wrenn","Female"
"Mary J. Lopez","Female"
"Mary Ann Dzuback","Female"
"Mary Doidge","Female"
"Masako Mitsuyama","Female"
"Massimiliano Tani","Male"
"Mathew Forstater","Male"
"Mathew J. Notowidigdo","Male"
"Mathieu Fournier","Male"
"Matt Dey","Male"
"Matteo Galizzi","Male"
"Matthew Ringgenberg","Male"
"Matthew R. Levy","Male"
"Matthew Botsch","Male"
"Matthew Panhans","Male"
"Matthew Osborn","Male"
"Matthew Gustafson","Male"
"Matthew O. Jackson","Male"
"Matthew S. Rutledge","Male"
"Matthew W. Clance","Male"
"Matthew Wiswall","Male"
"Matthew Embrey","Male"
"Matthew Weinberg","Male"
"Matthew Grennan","Male"
"Matthew Baird","Male"
"Matthias Sutter","Male"
"Matthias Hoffmann","Male"
"Matthieu Bouvard","Male"
"Matti Suominen","?"
"Matti Keloharju","?"
"Maurice David Kugler","Male"
"Mauricio Larrain","Male"
"Maurizio Bussolo","Male"
"Mauro Testaverde","Male"
"Max Loeffler","Male"
"Maximilian Schmeiser","Male"
"Maya Shaton","Female"
"Meagan McCollum","Female"
"Meenakshi Rishi","Female"
"Mehmet Ekmekci","Male"
"Mehmet Canayaz","Male"
"Melanie Wasserman","Female"
"Melanie Laroche","Female"
"Melissa Tartari","Female"
"Melissa Sands","Female"
"Mercy Laita Palamuleni","?"
"Meredith Phillips","Female"
"Mete Kilic","Male"
"Michael Dworsky","Male"
"Michael Hübler","Male"
"Michael Isaacson","Male"
"Michael Lahr","Male"
"Michael Hartnett","Male"
"Michael Michael Klein","Male"
"Michael Pesko","Male"
"Michael Eriksen","Male"
"Michael T. French","Male"
"Michael D. Giandrea","Male"
"Michael Kvasnicka","Male"
"Michael D. Carr","Male"
"Michael Koetter","Male"
"Michael Rebello","Male"
"Michael Perelman","Male"
"Michael Boldin","Male"
"Michael Luthy","Male"
"Michael Palumbo","Male"
"Michael Sheldon","Male"
"Michael Peter Devereux","Male"
"Michael Aguilar","Male"
"Michael Choi","Male"
"Michael Reich","Male"
"Michael Leung","Male"
"Michael Johannes Boehm","Male"
"Michael Creel","Male"
"Michael Lettau","Male"
"Michael Kirchler","Male"
"Michael R. Thomsen","Male"
"Michael Powell","Male"
"Michael Callen","Male"
"Michael Brookshire","Male"
"Michael Joffe","Male"
"Michael Squires","Male"
"Michael J. Murray","Male"
"Michael Bauer","Male"
"Michal Kolesár","?"
"Michal Myck","?"
"Michel Guillard","?"
"Michele Baggio","Female"
"Michele Giuranno","Female"
"Michelle J. Stecker","Female"
"Michelle Phillips","Female"
"Michelle Holder","Female"
"Michio Suzuki","Male"
"Miesha Williams","Female"
"Mikhail Simutin","Male"
"Mila Köhler","Female"
"Mimoza Shibani","Female"
"Mina Baliamoune-Lutz","?"
"Mine Cinar","?"
"Ming He","?"
"Ming Pu","?"
"Miranda Dietz","Female"
"Miriam Beblo","Female"
"Mitchell R. Green","Male"
"Mohamed Benbouziane","Male"
"Mohamed Sami Ben Ali","Male"
"Mohammad R Jahan-Parvar","Male"
"Mohammad Elahee","Male"
"Mohammed Mardan","Male"
"Molly Espey","Female"
"Morris Altman","Male"
"Mort D. Webster","Male"
"Moses Shayo","Male"
"Moussa P. Blimpo","Male"
"Murray D. Carlson","Male"
"Myra Mohnen","Female"
"Nabila Assaf","Female"
"Nadia Karamcheva","Female"
"Nadia Greenhalgh-Stanley","Female"
"Nadine Riedel","Female"
"Naima Farah","Female"
"Nan Chen","?"
"Nan Gao","?"
"Nancy E. Reichman","Female"
"Naoki Yoshihara","Male"
"Naomi Feldman","Female"
"Narayan Y Naik","Male"
"Natalia Nollenberger","Female"
"Natalia Khorunzhina","Female"
"Natalya Martynova","Female"
"Nathalie Hilmi","Female"
"Nathalie Francken","Female"
"Nathan Goldschlag","Male"
"Nathaniel Graham","Male"
"Nathaniel Green Hilger","Male"
"Nathaniel A. Throckmorton","Male"
"Naveen Daniel","Male"
"Naveen Gondhi","Male"
"Neal Stoughton","Male"
"Nelson C. Mark","Male"
"Neri Salvadori","Female"
"Ngina Chiteji","Female"
"Nic Schaub","?"
"Nicholas Feltovich","Male"
"Nicholas Kozeniauskas","Male"
"Nicholas C. Barberis","Male"
"Nicholas Economides","Male"
"Nicholas J. Sanders","Male"
"Nicola Cetorelli","?"
"Niels Johannesen","Male"
"Nikita Melnikov","?"
"Niklas S. Durr","Male"
"Nikola Spatafora","?"
"Nikolay Gospodinov","Male"
"Nils aus dem Moore","Male"
"Nils Friewald","Male"
"Nina Kaltenbrunner","Female"
"Niranjan Chipalkatti","Male"
"Nisan Langberg","?"
"Nitish Kumar","Male"
"Nobuko Yokota","Female"
"Nobuko Nagase","Female"
"Norman Stein","Male"
"Nuno Palma","Male"
"Nuno Alves","Male"
"Nuno Limão","Male"
"Ohad Raveh","Male"
"Olga Alonso-Villar","Female"
"Olga Malkova","Female"
"Olga Shurchkov","Female"
"Olga Yakusheva","Female"
"Olga Ukhaneva","Female"
"Oliver Falck","Male"
"Oliver Holtemöller","Male"
"Oliver Schenker","Male"
"Oliver Denk","Male"
"Oliver Boguth","Male"
"Olivier Tercieux","Male"
"Olivier Dessaint","Male"
"Olivier Accominotti","Male"
"Omar Robles","Male"
"Omar Barbiero","Male"
"Omari H. Swinton","Male"
"Orange County Community College","?"
"Oren Ziv","Male"
"Orly Sade","?"
"Oskar R. Harmon","Male"
"Oswaldo Molina","Male"
"Otavio Bartalotti","Male"
"Owen Thompson","Male"
"Ozan Hatipoglu","?"
"Pablo Hernandez","Male"
"Pablo D'Erasmo","Male"
"Padmaja Ayyagari","Female"
"Paige Marta Skiba","Female"
"Paolo Cavallino","Male"
"Paolo Polinori","Male"
"Paolo Gelain","Male"
"Papa N'Diaye","?"
"Pascal Petit","?"
"Patrice Jalette","?"
"Patrick Mason","Male"
"Patrick Marsh","Male"
"Patrick Verwijmeren","Male"
"Patrick Button","Male"
"Patrick Anderson","Male"
"Patrik Karpaty","Male"
"Pau Rabanal","?"
"Paul Schure","Male"
"Paul Cooney","Male"
"Paul Ferraro","Male"
"Paul J. Zak","Male"
"Paul Schneider","Male"
"Paul Calem","Male"
"Paul Dolan","Male"
"Paul Glasserman","Male"
"Paul S. Segerstrom","Male"
"Paul C. Dower","Male"
"Paul Cheshire","Male"
"Paul David","Male"
"Paul Willman","Male"
"Paula Song","Female"
"Paula M. Cole","Female"
"Paulo Guimaraes","Male"
"Paulo Somaini","Male"
"Pavel Dramski","Male"
"Pavla Vozárová","Female"
"Pedro Pires","Male"
"Pedro Pablo Romero","Male"
"Pedro Matos","Male"
"Pedro Vicente","Male"
"Pedro Gete","Male"
"Pedro Saffi","Male"
"Pedro CL Souza","Male"
"Peter W. Schuhmann","Male"
"Peter Haslag","Male"
"Peter D. Hull","Male"
"Peter T. Gottschalk","Male"
"Peter Katuscak","Male"
"Peter Maniloff","Male"
"Peter G. Szilagyi","Male"
"Peter van Santen","Male"
"Peter Quatermaine Blair","Male"
"Peter Phelps","Male"
"Peter Sorensen","Male"
"Peter Kelly","Male"
"Peter Lorentzen","Male"
"Peter Cziraki","Male"
"Peter Iliev","Male"
"Peter Arcidiacono","Male"
"Peter Hoffmann","Male"
"Peyman Khezr","Male"
"Phil Dybvig","Male"
"Philip R. Lane","Male"
"Philip Vermeulen","Male"
"Philip B. Levine","Male"
"Philip Arestis","Male"
"Philipp Krueger","Male"
"Philipp Doerrenberg","Male"
"Philippe Jehiel","Male"
"Phyllis Moen","Female"
"Pier Luigi Porta","?"
"Pierre Picard","Male"
"Pierre Chauvin","Male"
"Pierre L. Siklos","Male"
"Pierre Chaigneau","Male"
"Piet Sercu","Male"
"Pieter Serneels","Male"
"Pietro F. Peretto","Male"
"Pinar Deniz","Female"
"Ping Cheng","?"
"Ping Liu","?"
"Ping Wang","?"
"Praveen Kumar","Male"
"Priya Mukherjee","Female"
"Przemyslaw Jeziorski","Male"
"Quentin Brummet","Male"
"Quentin Duroy","Male"
"Quentin Wodon","Male"
"Rachel Heath","Female"
"Rachel Baker","Female"
"Rachel Kranton","Female"
"Rafal Wojakowski","Male"
"Rafal Raciborski","Male"
"Rahel Schomaker","Female"
"Rajani Kanth","Female"
"Rajdeep Singh","Male"
"Ralph De Haas","Male"
"Ralph Rogalla","Male"
"Raluca Roman","Female"
"Ram Yamarthy","Male"
"Ram Upendra Das","Male"
"Ram Fishman","Male"
"Ramesh Raskar","?"
"Randall Akee","Male"
"Randy DeFrehn","?"
"Raouf Boucekkine","Male"
"Raphael Sebastian Schoenle","Male"
"Ravi Shroff","Male"
"Ravi Batra","Male"
"Raymond Fishe","Male"
"Razvan Vlaicu","Male"
"Rebecca L. Chenevert","Female"
"Rebecca Moryl","Female"
"Regina Martinez","Female"
"Rey Hernandez-Julian","Male"
"Rhonda Vonshay Sharpe","Female"
"Ricardo Emmel Böck","Male"
"Ricardo Correa","Male"
"Riccardo Realfonzo","Male"
"Richard Prisinzano","Male"
"Richard A. Easterlin","Male"
"Richard V. Adkisson","Male"
"Richard C. Green","Male"
"Richard P.F. Holt","Male"
"Richard Mansfield","Male"
"Richard B. Freeman","Male"
"Richard Ball","Male"
"Richard Upward","Male"
"Richard Thakor","Male"
"Richard E. Wagner","Male"
"Richard Johnson","Male"
"Richard Haynes","Male"
"Richard Santos","Male"
"Richard S.J. Tol","Male"
"Richard M. H. Suen","Male"
"Richmond Mathews","Male"
"Rick McGahey","Male"
"Rigoberto A. Lopez","Male"
"Robert H. Scott III","Male"
"Robert Akerlof","Male"
"Robert Jackson","Male"
"Robert Kollmann","Male"
"Robert Miller","Male"
"Robert Loube","Male"
"Robert McMaster","Male"
"Robert McKee","Male"
"Robert Connolly","Male"
"Robert Schonlau","Male"
"Robert Steiner","Male"
"Robert Sova","Male"
"Robert Ulbricht","Male"
"Robert McMillan","Male"
"Robert Cull","Male"
"Robert A. Pollak","Male"
"Robert Thornton","Male"
"Robert Tumarkin","Male"
"Robert On","Male"
"Robert Edelstein","Male"
"Robert J. Flanagan","Male"
"Robert Parham","Male"
"Robert Innes","Male"
"Robert Dittmar","Male"
"Robert Stoumbos","Male"
"Robert Dimand","Male"
"Robert K. Fleck","Male"
"Robert N. Gordon","Male"
"Robert J. Shiller","Male"
"Roberto A. De Santis","Male"
"Roberto Mura","Male"
"Robin Feldman","?"
"Robin Hahnel","?"
"Roderick White","Male"
"Rodolfo M. Nayga, Jr","Male"
"Rodrigo Sekkel","Male"
"Roger Fan","Male"
"Roger Ransom","Male"
"Roger White","Male"
"Roger Backhouse","Male"
"Rohan Ganduri","Male"
"Roman Kraussl","Male"
"Romie Tribble, Jr","?"
"Ron Baiman","Male"
"Ron Hira","Male"
"Ron Giammarino","Male"
"Ron Kaniel","Male"
"Ronald Rutherford","Male"
"Ronald MacDonald","Male"
"Ronald A. Ratti","Male"
"Ronald D. Lee","Male"
"Roni Golan","?"
"Roni Kisin","?"
"Rosanne Vanpée","Female"
"Rose Liao","Female"
"Roslyn Fuller","Female"
"Ross Hickey","Male"
"Rui C. Mano","?"
"Russ Wermers","Male"
"Ruth U. Oyelere","Female"
"Ryan Riordan","Male"
"Ryan Cooper","Male"
"Ryan Pratt","Male"
"Ryan Murphy","Male"
"Ryan Sandler","Male"
"Ryo Okui","Male"
"Ryo Kambayashi","Male"
"Ryoko Sato","Female"
"Saad Gulzar","Male"
"Sabrina Jeworrek","Female"
"Sachi Kotani","?"
"Salar Jahedi","Male"
"Salil Gadgil","Male"
"Salome Baslandze","Female"
"Salvador Contreras","Male"
"Salvatore Morelli","Male"
"Sam Ilmyoung Hwang","?"
"Samantha Padilla","Female"
"Sami Ben Naceur","?"
"Sammy Zahran","?"
"Samuel Amponsah","Male"
"Samuel Fraiberger","Male"
"Samuel Myers","Male"
"Sander Tordoir","Male"
"Sandra J. Peart","Female"
"Sandro Ambuehl","Male"
"Sang Yoon (Tim) Lee","?"
"Sanjay Deshmukh","Male"
"Sanjeev Goyal","Male"
"Sanket Korgaonkar","Male"
"Santiago Caicedo Soler","Male"
"Santosh Mathew","Male"
"Sanya Carley","?"
"Sarah Moshary","Female"
"Sarah Cordes","Female"
"Sarah Kroeger","Female"
"Sascha Füllbrunn","?"
"Satish Y. Deodhar","Male"
"Saurabh Bhargava","Male"
"Sawako Shirahase","Female"
"Scott Richardson","Male"
"Scott A. Wentland","Male"
"Scott Hiller","Male"
"Scott Gilbert","Male"
"Scott Abramson","Male"
"Scott L. Baier","Male"
"Scott Bauguess","Male"
"Scott Carter","Male"
"Scott L.B. McConnell","Male"
"Se Yan","?"
"Sean Huang","Male"
"Sean Crockett","Male"
"Sebastian Valdecantos","Male"
"Sebastian Ebert","Male"
"Sebastian Mazzuca","Male"
"Sebastian Panthöfer","Male"
"Sebastian Gallegos","Male"
"Sebastian Pacher","Male"
"Seda Ertac","Female"
"Selim Raihan","Male"
"Semih Tumen","Male"
"Semyon Malamud","Male"
"Senay Sokullu","?"
"Sera Linardi","?"
"Serge Shikher","Male"
"Sergey Rabotyagov","Male"
"Sergio Garate","Male"
"Serguei Chervachidze","Male"
"Seth Zimmerman","Male"
"Seung Jung Lee","?"
"Sevil Acar","Female"
"Shankar Kalyanaraman","Male"
"Shanthi Nataraj","Female"
"Sharad Goel","Male"
"Shareen Joshi","Female"
"Sharon Piza","Female"
"Sharon Hermes","Female"
"Shaun Bond","Male"
"Sheila Nezhad","Female"
"Shekhar Aiyar","Male"
"Shi Li","?"
"Shirin Mollah","Female"
"Shlomo Benartzi","Male"
"Shu Shen","?"
"Shu Xu","?"
"Shuang Zhu","Female"
"Si Li","?"
"Signe Krogstrup","Female"
"Silvia Micheli","Female"
"Simo Leppänen","Male"
"Simona Bigerna","Female"
"Simone Sepe","?"
"Sofia Franco","Female"
"Sonia Gilbukh","Female"
"Soojin Jo","Female"
"Sophie Ni","Female"
"Spencer H. Banzhaf","Male"
"Stanley Fischer","Male"
"Stefan Ruenzi","Male"
"Stefan Zeume","Male"
"Stefan Kolev","Male"
"Stefania D'Amico","Female"
"Stefano Corradin","Male"
"Stefano Banfi","Male"
"Stefano DellaVigna","Male"
"Stefanos Delikouras","Male"
"Steffen Huck","Male"
"Stephanie Botello","Female"
"Stephen C. Bannister","Male"
"Stephen Karolyi","Male"
"Stephen Buschbom","Male"
"Stephen Malpezzi","Male"
"Stephen Sun","Male"
"Stephen Devadoss","Male"
"Stephen Daniel O'Connell","Male"
"Stephen Deason","Male"
"Steve Colt","Male"
"Steve Steve Tadelis","Male"
"Steve Trejo","Male"
"Steven M Fazzari","Male"
"Steven Lugauer","Male"
"Steven Craig","Male"
"Steven Shapiro","Male"
"Steven Pressman","Male"
"Steven A. Sass","Male"
"Stuart Gilson","Male"
"Stuart Craig","Male"
"Subrata Dasgupta","?"
"Sudarshan Jayaraman","Male"
"Sue K. Stockly","Female"
"Suleyman Basak","Male"
"Sumeet Patil","Male"
"Sung Hee Kim","?"
"Susan Ozawa Perez","Female"
"Susan J. Lambert","Female"
"Susan Christoffersen","Female"
"Susan F. Martin","Female"
"Susan Godlonton","Female"
"Susan K. Schroeder","Female"
"Susan Wachter","Female"
"Susan Mayer","Female"
"Sven Steinkamp","Male"
"Sven Anders","Male"
"Sven Vlaeminck","Male"
"Sven Hein","Male"
"Sven Klingler","Male"
"Svenja Flechtner","Female"
"Sveta Milusheva","Female"
"Svetlana Bryzgalova","Female"
"Svetlana Kirdina","Female"
"Svetlana Makarova","Female"
"Sylvia Allegretto","Female"
"Takahiro Ito","Male"
"Takashi Yamashita","?"
"Tamas Vonyo","Male"
"Tamon Asonuma","?"
"Tanguy Bernard","Male"
"Tania Babina","Female"
"Tanweer Akram","Male"
"Tanya Byker","Female"
"Tao Shen","?"
"Tara Natarajan","Female"
"Teck Yong Tan","?"
"Teck Ho","?"
"Ted Joyce","Male"
"Ted P. Schmidt","Male"
"Teresa Ghilarducci","Female"
"Terry Hendershott","?"
"Theo Offerman","Male"
"Thibaut Moyaert","Male"
"Thierry Warin","Male"
"Thierry Magnac","Male"
"Thomas G. Rawski","Male"
"Thomas Blake","Male"
"Thomas K. Bauer","Male"
"Thomas Reardon","Male"
"Thomas Hertel","Male"
"Thomas A. Rietz","Male"
"Thomas Eisenbach","Male"
"Thomas Pfeiffer","Male"
"Thomas Gehrig","Male"
"Thomas Buser","Male"
"Thomas King","Male"
"Thomas P. Lyon","Male"
"Thomas Chemmanur","Male"
"Thomas Hyclak","Male"
"Thomas Krause","Male"
"Thomas Ahn","Male"
"Thomas Schmid","Male"
"Thorsten Beck","Male"
"Thuy Lan Nguyen","Female"
"Tiago Mata","Male"
"Tibor Besedes","Male"
"Tien Foo Sing","?"
"Till von Wachter","Male"
"Tim Bartik","Male"
"Timo Baas","Male"
"Timothy J. Schwuchdow","Male"
"Timothy Armstrong","Male"
"Timothy Fitzgerald","Male"
"Timothy Frye","Male"
"Timothy J. Hatton","Male"
"Ting Zeng","?"
"Tingting Zhang","Female"
"Tinna Laufey Ásgeirsdóttir","Female"
"Tisha L.N. Emerson","Female"
"Tito Boeri","Male"
"Titus J. Galama","Male"
"Toan Phan","Male"
"Tobias Schulze-Cleven","Male"
"Tobias Salz","Male"
"Tobias Boehm","Male"
"Todd Messer","Male"
"Tong Li","?"
"Tonia L. Warnecke","Female"
"Tony Addison","Male"
"Torsten Heinrich","Male"
"Troy Smith","Male"
"Tyler Ransom","?"
"Ulrich Glogowsky","Male"
"Ulrich Hege","Male"
"Ulrich Schüwer","Male"
"Vadim Marmer","Male"
"Valentina Corradi","Female"
"Valerio Sterzi","Male"
"Vanessa Mertins","Female"
"Vanessa Alviarez","Female"
"Vanya Horneff","?"
"Vasco Pesquita","Male"
"Vera Adamchik","Female"
"Veronika Pool","Female"
"Veronika Alexander","Female"
"Vicky Lantushenko","Female"
"Victoria E. Perez","Female"
"Vikas Agarwal","Male"
"Viktor Steiner","Male"
"Vincent Boucher","Male"
"Vincent Vicard","Male"
"Vincent Reinhart","Male"
"Vishal Singh","Male"
"Vishal Kumar","Male"
"Vitor Hadad","Male"
"Vladimir Vladimirov","Male"
"Vladimir Sokolov","Male"
"Volker Nitsch","Male"
"Vyacheslav Fos","Male"
"Walter Boudry","Male"
"Walter Torous","Male"
"Wang Jie","?"
"Wataru Miyamoto","Male"
"Wayne Edwards","Male"
"Wayne Archer","Male"
"Wayne K. Talley","Male"
"Wei Cui","?"
"Wei Cheng","?"
"Wei Dong","?"
"Weiwei Chen","Female"
"Wen You","?"
"Werner Roeger","Male"
"Wilfred Dolfsma","Male"
"William Comanor","Male"
"William O'Brien","Male"
"William T. Alpert","Male"
"William N. Goetzmann","Male"
"William D. Larson","Male"
"William H. Melody","Male"
"William Megginson","Male"
"William A. Darity, Jr","Male"
"William McKinley Rogers III","Male"
"William Gerken","Male"
"William Mitchell","Male"
"William E. Even","Male"
"William Waller","Male"
"William Bostic","Male"
"Winnie Fung","Female"
"Winston Dou","Male"
"Wojciech Charemza","Male"
"Wolf Wagner","?"
"Wren Montgomery","?"
"Wu Zhu","?"
"Xavier Sala-i-Martin","Male"
"Xavier D'Haultfoeuille","Male"
"Xavier Vives","Male"
"Xi Qu","?"
"Xiao Jiang","?"
"Xiaoling Lim Ang","Female"
"Xiaoxiao Wang","Female"
"Xiaoyan Zhang","Female"
"Xiaoying Deng","Female"
"Xiaoyun Yu","Female"
"Ximena Del Carpio","Female"
"Xin He","?"
"Xu Tan","?"
"Xuan Tian","?"
"Xun Tang","?"
"Yakup Arisoy","Male"
"Yan Sun","?"
"Yan Liang","?"
"Yana van der Muelen Rodgers","Female"
"Yang Chen","?"
"Yang Hao","?"
"Yang Song","?"
"Yang Xie","?"
"Yang Liu","?"
"Yaniv Reingewertz","Male"
"Yaron Levi","Male"
"Yasir Khan","Male"
"Yasuyuki Sawada","Male"
"Yelena Larkin","Female"
"Yi Fan","?"
"Yi Chen","?"
"Yi Zhang","?"
"Yi Jin","?"
"Yi Wen","?"
"Yi Xue","?"
"Yiling Chen","?"
"Yiling Deng","?"
"Ying Shen","?"
"Yingying Dong","Female"
"Ylva Moberg","Female"
"Yoichi Sugita","Male"
"Yoko Tanaka","Female"
"Yong suk Lee","Male"
"Yong Chen","Male"
"Yoram Bauman","Male"
"Yoshiaki Ogura","Male"
"Yukiko Umeno Saito","Female"
"Yuming Fu","Male"
"Yun Kim","?"
"Yusuf Emre Akgündüz","Male"
"Yuya Sasaki","Male"
"Zach Hawley","Male"
"Zachary Stangebye","Male"
"Zachary Bleemer","Male"
"Zahra Karimi","Female"
"Zelda Brutti","?"
"Zhichao Yin","Male"
"Zhou Yang","?"
"Zhuo Zhong","?"
"Zoe Kuehn","Female"
"Zoe Tsesmelidakis","Female"
"Zoe Cullen","Female"
"Zubin Jelveh","Male"
"Zuzana Fungáčová","Female"
"Zuzana Fungacova","Female"
"A Gallant","Male"
"A. Erinc Yeldan","Male"
"Aaron Chalfin","Male"
"Aaron Flaaen","Male"
