"author","gender"
"Andrew Udell","Male"
"Andrew Litten","Male"
"Andrew Karolyi","Male"
"Andrew Bird","Male"
"Andrew Dillon","Male"
"Andrew Mollerus","Male"
"Andrew Shaver","Male"
"Andrew Hanson","Male"
"Andrew Fieldhouse","Male"
"Andrew B. Whinston","Male"
"Andrew Friedson","Male"
"Andrew Haldane","Male"
"Andrew Kloosterman","Male"
"Andrey Golubov","Male"
"Andrey Ordin","Male"
"Andrzej Baranski","Male"
"Andy Naranjo","Male"
"Angela Hanks","Female"
"Angela Yan Du","Female"
"Angelica Meinhofer","Female"
"Angus Foulis","Male"
"Anh Tran","?"
"Anil Kumar","Male"
"Anita Alves Pena","Female"
"Anja Tolonen","Female"
"Anke Weber","Female"
"Ankit Kalda","Male"
"Ankur Pareek","Male"
"Ann E. Davis","Female"
"Anna Obizhaeva","Female"
"Anna Godøy","Female"
"Anna Klimina","Female"
"Anna Chorniy","Female"
"Anne Fitzpatrick","Female"
"Anne Brenøe","Female"
"Anne McCants","Female"
"Anne Royalty","Female"
"Annette Redmon","Female"
"Annie Liang","Female"
"Anthony B. Atkinson","Male"
"Anthony Paul","Male"
"Anthony DeFusco","Male"
"Anthony Glass","Male"
"Anthony Lepinteur","Male"
"Antoine Dechezleprêtre","Male"
"Anton Nakov","Male"
"Anton Badev","Male"
"Anton Shirikov","Male"
"Antonella Biscione","Female"
"Antonin Bergaud","Male"
"Anya Samek","Female"
"Arezou Zaresani","Female"
"Ariadna Martinez Gonzalez","Female"
"Ariane Hillig","Female"
"Ariel Rubinstein","?"
"Arielle Bernhardt","Female"
"Ark Fangzhou Zhang","Male"
"Armando Nicolas Meier","Male"
"Arno Van Der Vlist","Male"
"Arpita Chatterjee","Female"
"Arthur J. Robson","Male"
"Arthur Goldsmith","Male"
"Arthur van Benthem","Male"
"Arthur Lewbel","Male"
"Arthur Acolin","Male"
"Arun Misra","Male"
"Asaf Bernstein","Male"
"Ashley Edwards","Female"
"Ashley Wang","Female"
"Assaf Romm","Male"
"Attila Lindner","?"
"Austin Boyle","Male"
"Austin Wright","Male"
"Avraham Ebenstein","Male"
"Avraham Izhar Baranes","Male"
"Ayala Arad","?"
"Balazs Egert","Male"
"Barbara Butrica","Female"
"Barbara E. Hopkins","Female"
"Barbara Flores","Female"
"Barbara Downs","Female"
"Baris Yoruk","Male"
"Barnard College","?"
"Barry Scholnick","Male"
"Barton Hamilton","Male"
"Beatriz Maldonado","Female"
"Bei Qin","?"
"Belal Fallah","Male"
"Ben Lockwood","Male"
"Ben D'Exelle","Male"
"Ben Zissimos","Male"
"Ben McQuillin","Male"
"Ben Smith","Male"
"Ben Charoenwong","Male"
"Ben O. Smith","Male"
"Benjamin Junge","Male"
"Benjamin P. Leard","Male"
"Benjamin Wild Pugsley","Male"
"Benjamin Bennett","Male"
"Benjamin Wong","Male"
"Benjamin R. Handel","Male"
"Benjamin Roth","Male"
"Benjamin Castleman","Male"
"Benjamin Brooks","Male"
"Benjamin G. Ogden","Male"
"Benjamin Lupin","Male"
"Benjamin B. Lockwood","Male"
"Benjamin K. Johannsen","Male"
"Benjamin Scheick","Male"
"Benjamin M. Marx","Male"
"Bennie Waller","?"
"Berna Dogan","Female"
"Bernardo Silveira","Male"
"Bernhard Schütz","Male"
"Bertrand Badre","?"
"Bertrand Garbinti","?"
"Bilge Erten","?"
"Bill Francis","Male"
"Bing Zhu","?"
"Bjoern Rother","Male"
"Blaine McCants","?"
"Bo Gao","?"
"Bo Liu","?"
"Bobby Chung","Male"
"Bogdan Savych","Male"
"Boris Najman","Male"
"Boris Ginzburg","Male"
"Borja Petit","Male"
"Bradley L. Hardy","Male"
"Bradley Setzler","Male"
"Bradley D. Childs","Male"
"Brandon Julio","Male"
"Branko Boskovic","Male"
"Brent Richard Hickman","Male"
"Brett McCully","?"
"Brett Collins","?"
"Brian Prest","Male"
"Brian Roberson","Male"
"Brian W. Sloboda","Male"
"Brian Phelan","Male"
"Brian Dillon","Male"
"Brian Chi-ang Lin","Male"
"Brian Duncan","Male"
"Brian Chen","Male"
"Brian Asquith","Male"
"Brigitte Roth Tran","Female"
"Bruno Gasperini","Male"
"Bruno Ferman","Male"
"Bryan Weber","Male"
"Cai Liu","?"
"Cait Lamberton","Female"
"Caitlyn Carrico","Female"
"Cameron Ellis","?"
"Camilo Garcia-Jimeno","Male"
"Candace Jens","Female"
"Carina Cuculiza","Female"
"Carl Lin","Male"
"Carlo D'Ippoliti","Male"
"Carlos J. Asarta","Male"
"Carlos Scartascini","Male"
"Carlos Eduardo Hernandez","Male"
"Carmela D'Avino","Female"
"Carmen Wang","Female"
"Carole Comerton-Forde","Female"
"Carolina Villegas-Snachez","Female"
"Carolina Laureti","Female"
"Caroline Ratcliffe","Female"
"Caroline M. Hoxby","Female"
"Caroline Shenaz Hossein","Female"
"Carolyn Corea","Female"
"Cary Balser","?"
"Casper Worm Hansen","?"
"Catalina Herrera Almanza","Female"
"Catalina Granda Carvajal","Female"
"Catalina Amuedo-Dorantes","Female"
"Catherine Porter","Female"
"Catherine L. Mann","Female"
"Cathy Lemieux","Female"
"Ce Liu","?"
"Cem Oyvat","Male"
"Chae Hee Shin","?"
"Chaim Fersthman","Male"
"Chao Ma","?"
"Charan Singh","Male"
"Charles J. Whalen","Male"
"Charles O'Donnell","Male"
"Charles F. Mason","Male"
"Charles Abuka","Male"
"Charles Sabel","Male"
"Charles Moore","Male"
"Charles Ham","Male"
"Charles Becker","Male"
"Charles Trzcinka","Male"
"Charlie Holt","Male"
"Charlotte Taylor","Female"
"Charlotte Ringdal","Female"
"Chelsea Yao","Female"
"Chen Miller","?"
"Chen Meng","?"
"Cheng Keat Tang","?"
"Cheng Zhou","?"
"Cheng Wang","?"
"Chiara Rapallini","Female"
"Chihiro Shimizu","Female"
"Chloe Tergiman","Female"
"Chloe Gibbs","Female"
"Chong Shu","Male"
"Chong Huang","Male"
"Chris Bidner","Male"
"Chris Muris","Male"
"Chris Bollinger","Male"
"Chris Schwarz","Male"
"Christiaan Hogendorn","Male"
"Christian Nsiah","Male"
"Christian Neumeier","Male"
"Christian Friedrich","Male"
"Christian Wolf","Male"
"Christian Traeger","Male"
"Christian Moser","Male"
"Christian E. Weller","Male"
"Christian Wagner","Male"
"Christian Redfearn","Male"
"Christine Exley","Female"
"Christoph Weiss","Male"
"Christoph Gortz","Male"
"Christoph M. Schiller","Male"
"Christoph Koenig","Male"
"Christoph Scheuch","Male"
"Christoph Rothe","Male"
"Christophe Blot","Male"
"Christophe Schinckus","Male"
"Christopher Smith","Male"
"Christopher Harris","Male"
"Christopher (Kitt) Carpenter","Male"
"Christopher W. Young","Male"
"Christopher Martin","Male"
"Christopher Hrdlicka","Male"
"Chuan Yang Hwang","Male"
"Chuck Boyer","Male"
"Chun Chang","?"
"Claire Branstette","Female"
"Clara Martinez-Toledano","Female"
"Claude Diebolt","?"
"Claudia L. Persico","Female"
"Claudius Gräbner","Male"
"Clementine Van Effenterre","Female"
"Cletus C. Coughlin","Male"
"Cliff Robb","Male"
"Clio Bryant Flikkema","Female"
"Colin Xu","Male"
"Colin Hottman","Male"
"Collin O’Rourke","Male"
"Constance Andre Aigret","Female"
"Constantin Charles","Male"
"Constantine Yannelis","Male"
"Coral Del Rio","Female"
"Corina Mommaerts","Female"
"Cornelia Struewing","Female"
"Cosmin Liviu Ilut","Male"
"Craig Allen","Male"
"Cristina Victoria Radu","Female"
"Cristina MacGregor","Female"
"Da Ke","?"
"Daisuke Ikeda","Male"
"Dan Vu Cao","Male"
"Dan Kovenock","Male"
"Dan Gerlowski","Male"
"Dan Su","Male"
"Dan Prager","Male"
"Dana Rotz","?"
"Daniel Quigley","Male"
"Daniel Leigh","Male"
"Daniel Urban","Male"
"Daniel C.K. Chow","Male"
"Daniel Lewis Greenwald","Male"
"Daniel Friedmann","Male"
"Daniel Cavagnaro","Male"
"Daniel Hicks","Male"
"Daniel Muhammad","Male"
"Daniel Wiesen","Male"
"Daniel Reck","Male"
"Daniel Waldenström","Male"
"Daniel Fragiadakis","Male"
"Daniel McMillen","Male"
"Daniel Björkegren","Male"
"Daniel N. Hauser","Male"
"Daniel Tannenbaum","Male"
"Daniel Murphy","Male"
"Daniel Rock","Male"
"Daniel Garrett","Male"
"Daniel Hoang","Male"
"Daniel Fehder","Male"
"Daniel Ringo","Male"
"Danielle H. Sandler","Female"
"Danila Serra","Female"
"Dante DeAntonio","Male"
"Dany Bahar","?"
"Dario Sansone","Male"
"Dariusz Stanko","Male"
"Darrell Gaskin","Male"
"Darrell Grissen","Male"
"Darren Hayunga","Male"
"Darren Aiello","Male"
"Darrick Hamilton","Male"
"David Hirshleifer","Male"
"David William Berger","Male"
"David Madland","Male"
"David Danz","Male"
"David Reibstein","Male"
"David Yang","Male"
"David Brown","Male"
"David Seim","Male"
"David C. Colander","Male"
"David Lektzian","Male"
"David I. Rosenbaum","Male"
"David Low","Male"
"David Sovich","Male"
"David H. Solomon","Male"
"David Jacobs","Male"
"David R. McLean","Male"
"David Huffman","Male"
"David Rojo Arjona","Male"
"David Brennan","Male"
"David Chambers","Male"
"David G. Blanchflower","Male"
"David Martinez-Miera","Male"
"David J. Cooper","Male"
"David R. Ross","Male"
"David Price","Male"
"David Geltner","Male"
"David Szakonyi","Male"
"David van der Goes","Male"
"David Vitt","Male"
"David Laibman","Male"
"David Schwartz","Male"
"David Schindler","Male"
"David Schap","Male"
"David Strömberg","Male"
"David M. Kemme","Male"
"David K. Levine","Male"
"David McKenzie","Male"
"David L. Sienko","Male"
"David Yves Albouy","Male"
"David Stuckler","Male"
"David López-Salido","Male"
"David Aaron Miller","Male"
"David Rothschild","Male"
"David Olivier Lucca","Male"
"David Ling","Male"
"David A. Zalewski","Male"
"Davide Lombardo","Male"
"Davide Tomio","Male"
"Davide Furceri","Male"
"Davin Reed","Male"
"Dawn Holland","Female"
"Debora Revoltella","Female"
"Deirdre Nansen McCloskey","Female"
"Denis Schweizer","Male"
"Dennis Reinhardt","Male"
"Dennis J. Snower","Male"
"Derek Headey","Male"
"Derek Stacey","Male"
"Desmond Toohey","Male"
"Deven Azevedo","?"
"Devika Dutt","Female"
"Devin Reilly","?"
"Dhaval Dave","Male"
"Diane Coyle","Female"
"Diane Dupont","Female"
"Diane Pierret","Female"
"Didier Wayoro","Male"
"Diego Jiménez Hernández","Male"
"Diego Méndez-Carbajo","Male"
"Diego Garcia","Male"
"Diego Aycinena","Male"
"Dilip Abreu","Male"
"Ding Luo","?"
"Diogo Palhares","Male"
"Dirk Niepelt","Male"
"Dirk Engelmann","Male"
"Diva Dhar","Female"
"Dmitri Koustas","Male"
"Dmitriy Muravyev","Male"
"Dmitry Taubinsky","Male"
"Do Q. Lee","?"
"Domenico Menicucci","Male"
"Domenico Massaro","Male"
"Dominick Salvatore","Male"
"Don Carmichael","Male"
"Donald Haurin","Male"
"Donna B. Gilleskie","Female"
"Dorene Isenberg","Female"
"Doron Levit","Male"
"Douglas L. Campbell","Male"
"Douglas Hanley","Male"
"Douglas Webber","Male"
"Douglas Bernheim","Male"
"Douglas Kruse","Male"
"Dozie Okoye","Male"
"Dragana Cvijanovic","Female"
"Drew Fudenberg","Male"
"Drew Ives","Male"
"Edgar Castro","Male"
"Edison Yu","Male"
"Edith X. Liu","Female"
"Edmund Phelps","Male"
"Eduardo Nakasone","Male"
"Eduardo Azevedo","Male"
"Edward E. Leamer","Male"
"Edward Nathan Wolff","Male"
"Edward Coulson","Male"
"Edward W. Felten","Male"
"Edward Van Wesep","Male"
"Edward Kosack","Male"
"Edward Buffie","Male"
"Edward Ghartey","Male"
"Egor Matveyev","Male"
"Eirini Petratou","Female"
"Ekaterina Jardim","Female"
"Ekaterina Volkova","Female"
"Elaina Rose","Female"
"Elaine Hill","Female"
"Eleanor Wilking","Female"
"Elena Loutskina","Female"
"Elena Prager","Female"
"Elena Simintzi","Female"
"Elias Einiö","Male"
"Elias Oikarinen","Male"
"Elias Rantapuska","Male"
"Eliezer Fich","Male"
"Elif Demiral","Female"
"Elissa Braunstein","Female"
"Elizabeth Lwanga Nanziri","Female"
"Elizabeth Asiedu","Female"
"Elizabeth Odders-White","Female"
"Ellen Mutari","Female"
"Elvira Sojli","Female"
"Emanuela Galasso","Female"
"Emerson Melo","Male"
"Emiliano Huet-Vaughn","Male"
"Emilie Jackson","Female"
"Emily Williams","Female"
"Emily Wiemers","Female"
"Emma Duchini","Female"
"Emma van Inwegen","Female"
"Enda Patrick Hargaden","Male"
"Enrico Bellino","Male"
"Enrique Martinez-Garcia","Male"
"Eoin McGuirk","Male"
"Erasmo Giambona","Male"
"Eric van Wincoop","Male"
"Eric Seiber","Male"
"Eric Yao","Male"
"Eric Mengus","Male"
"Eric Michel Renault","Male"
"Eric Rosenblatt","Male"
"Eric Scorsone","Male"
"Eric Brunner","Male"
"Eric van Damme","Male"
"Eric W. Bond","Male"
"Eric Fesselmeyer","Male"
"Eric Kyle Lewis","Male"
"Eric R. Hake","Male"
"Erica Aloé","Female"
"Erich Johann Muehlegger","Male"
"Erik Plug","Male"
"Erik P. Duhaime","Male"
"Erik Olsen","Male"
"Erik Gilje","Male"
"Erik O. Kimbrough","Male"
"Erika McEntarfer","Female"
"Erin George","Female"
"Erkan Yonder","Male"
"Ernest Miguelez","Male"
"Ernesto Pasten","Male"
"Ernesto Freitas","Male"
"Esther Arenas-Arroyo","Female"
"Etienne Lale","?"
"Etienne Ganong","?"
"Eugenia Correa","Female"
"Eugenia Nazrullaeva","Female"
"Eugenio Rojas","Male"
"Eva Steiner","Female"
"Eva Lyubich","Female"
"Evan Herrnstadt","Male"
"Evan Kresch","Male"
"Evan Starr","Male"
"Evelyn L. Forget","Female"
"Evgeny Kagan","Male"
"Evgeny Lyandres","Male"
"Evren Ors","Male"
"Fabien Labondance","Male"
"Fabio Trojani","Male"
"Fabio Moneta","Male"
"Facundo Alvaredo","Male"
"Fahad Fahimullah","Male"
"Fan Yu","?"
"Fanny Moffette","Female"
"Faraz Farhidi","Male"
"Faruk Ülgen","Male"
"Felipe Almeida","Male"
"Felipe Zanna","Male"
"Felipe Barrera-Osorio","Male"
"Felix Ward","Male"
"Felix von Meyerinck","Male"
"Felix Friedt","Male"
"Felix Fattinger","Male"
"Felix Eggers","Male"
"Fernanda Leite Lopez de Leon","Female"
"Fernando Rios-Avila","Male"
"Fikret Adaman","Male"
"Filip Zikes","Male"
"Filip Novokmet","Male"
"Filippo Mezzanotti","Male"
"Finn Kydland","?"
"Florence Jaumotte","Female"
"Florian Peters","Male"
"Florian Fuchs","Male"
"Francesco D'Acunto","Male"
"Francesco Mongelli","Male"
"Francesco Masala","Male"
"Francesco Furlanetto","Male"
"Francesco Zanetti","Male"
"Francesco Strobbe","Male"
"Francis DiTraglia","?"
"Francisco J. Nogales","Male"
"Franck Jovanovic","?"
"Franco Fiordelisi","Male"
"Francois Koulischer","Male"
"Francois Cohen","Male"
"Francois Gerard","Male"
"Frank Caliendo","Male"
"Frank Slesnick","Male"
"Franziska Ohnsorge","Female"
"Fred Campano","Male"
"Fred Moseley","Male"
"Frederic Zimmerman","Male"
"Frederic Malherbe","Male"
"Frederic Boissay","Male"
"Frederik Thenée","Male"
"Gabriel Natividad","Male"
"Gabriel Cadamuro","Male"
"Gabriel Smagghue","Male"
"Gabriel Mesevage","Male"
"Gabriel Lade","Male"
"Gabriel P. Mathy","Male"
"Gabriela Farfan","Female"
"Gabriela Rubio","Female"
"Gabriela Calderon","Female"
"Gaelle Pierre","Female"
"Gail Hoyt","Female"
"Galit Ben Naim","Female"
"Gary Dymski","Male"
"Gary Painter","Male"
"Gary Mongiovi","Male"
"Gaurav Kumar","Male"
"Gazi Kara","Male"
"Ge Bao","Male"
"Geena Kim","Female"
"Geert Ridder","Male"
"Geoffrey Poitras","Male"
"Geoffrey Turnbull","Male"
"Georg Graetz","Male"
"George Batta","Male"
"George Constantinides","Male"
"George Akerlof","Male"
"George Panayotov","Male"
"George Deltas","Male"
"George Jiang","Male"
"George Loewenstein","Male"
"Georgi Kyosev","?"
"Gerald Epstein","Male"
"Gerard Torrats-Espinosa","Male"
"Gerardo Manzo","Male"
"German Gutierrez","Male"
"Ghassan Dibeh","Male"
"Giacomo Ricotti","Male"
"Giancarlo Spagnolo","Male"
"Gianluca Marcato","Male"
"Gianna Claudia Giannelli","Female"
"Gideon Ozik","Male"
"Gilbert Skillman","Male"
"Gina Pieters","Female"
"Gina Turrini","Female"
"Giordano Palloni","Male"
"Giorgio E. Primiceri","Male"
"Giorgio Martini","Male"
"Giovanni Nicoló","Male"
"Giovanni Favara","Male"
"Giovanni Ricco","Male"
"Giovanni Cerulli","Male"
"Giovanni Reggiani","Male"
"Gisella Kagy","Female"
"Giulia Zacchia","Female"
"Giulia La Mattina","Female"
"Giuseppe Fontana","Male"
"Giuseppe Berlingieri","Male"
"Gizem Kosar","Female"
"Glen P. Jenkins","Male"
"Glenn Baresse","Male"
"Glenn Magerman","Male"
"Gloria Yu","Female"
"Gonzalo Morales","Male"
"Gordon C. McCord","Male"
"Grace McCormack","Female"
"Grant Farnsworth","?"
"Greg Leo","Male"
"Greg Hannsgen","Male"
"Greg Nini","Male"
"Greg Warren Kaplan","Male"
"Gregor Jarosh","Male"
"Gregory D. Graff","Male"
"Gregory B. Upton Jr","Male"
"Gregory N. Price","Male"
"Gregory DeAngelo","Male"
"Gregory S. Crawford","Male"
"Grigory Vilkov","Male"
"Guido Erreygers","Male"
"Guillaume Gaulier","Male"
"Guo Xu","?"
"Gur Huberman","Male"
"Gustavo Pereira","Male"
"Guy Numa","Male"
"Hal Martin","Male"
"Haluk Unal","Male"
"Hamid Beladi","Male"
"Hamilton Fout","?"
"Han Li","?"
"Han Yu","?"
"Hanna Szymborska","?"
"Hannes Wagner","Male"
"Hans Dewachter","Male"
"Hans Aasnes Holter","Male"
"Hans Degryse","Male"
"Hao Cheng","?"
"Hao Liang","?"
"Haris Murat Yildiz","Male"
"Harry Anthony Patrinos","Male"
"Haruko Noguchi","Female"
"Hasan Tekguc","Male"
"Heather Boushey","Female"
"Heather Stephens","Female"
"Heidi Garrett-Peltier","Female"
"Heike Hennig-Schmidt","Female"
"Heinz Kurz","?"
"Helen Neill","Female"
"Helena Schweiger","Female"
"Henry Munneke","Male"
"Henry Farber","Male"
"Henry Safer","Male"
"Herman Li","Male"
"Hikaru Kawarazaki","?"
"Hiroaki Kaido","Male"
"Hiroyuki Uni","Male"
"Hisham Foad","Male"
"Holly Gibbs","Female"
"Horacio Sapriza","Male"
"Hosein Maleki","Male"
"Howard H. Cochran, Jr","Male"
"Howard Stein","Male"
"Hua Sun","?"
"Hubert P. Janicki","Male"
"Huda Ahmed","Female"
"Hugo A. Hopenhayn","Male"
"Huseyin Akkoyun","Male"
"Hyojung Lee","Female"
"Hyoung Suk Shim","Female"
"Hyunjin Kim","Female"
"Hyunjoo Yang","Female"
"Ian Wright","Male"
"Ian Sheldon","Male"
"Ian Garrett","Male"
"Ian Marsh","Male"
"Ian Appel","Male"
"Ian McCarthy","Male"
"Ignacio Gimenez-Nadal","Male"
"Ignacio Gonzalez","Male"
"Ignacio Presno","Male"
"Ikechukwu D. Nwaka","Male"
"Ilene Grabel","Female"
"Ilya Voskoboynikov","Male"
"Iman YeckehZarre","?"
"Imelda Imelda","Female"
"Inas Kelly","Female"
"Indrajit Mitra","Male"
"Inga Heiland","Female"
"Ingrid Huitfeldt","Female"
"Ingrid Stein","Female"
"Inna Tsener","Female"
"Ioannis Oikonomou","Male"
"Ira Gang","?"
"Irem Demirci","Female"
"Irene Lo","Female"
"Irene Botosaru","Female"
"Irina Murtazashvili","Female"
"Isabel Schnabel","Female"
"Isabel Cairo","Female"
"Isabel Yanyan Wang","Female"
"Isaiah Hull","Male"
"Istvan Szekely","Male"
"Itai Sher","?"
"Itay Saporta","Male"
"Iva Bozovic","Female"
"Jack Fanning","Male"
"Jack Knetsch","Male"
"Jacob D. Leshno","Male"
"Jacob Cosman","Male"
"Jacqueline Barrett","Female"
"Jacquelyn Pless","Female"
"Jaewon Choi","Male"
"Jake Zhao","Male"
"Jakob Munch","Male"
"Jakob Kapeller","Male"
"Jakub Hajda","Male"
"James Conklin","Male"
"James Costain","Male"
"James Carson","Male"
"James Lake","Male"
"James Price","Male"
"James R. Spletzer","Male"
"James Archsmith","Male"
"James Shilling","Male"
"James K. Galbraith","Male"
"James Fenske","Male"
"James Andreoni","Male"
"James Janos","Male"
"James Townsend","Male"
"James Alm","Male"
"James Heintz","Male"
"James Morley","Male"
"James Brown","Male"
"James O'Donovan","Male"
"James Thomas","Male"
"James C. Cox","Male"
"James Kau","Male"
"James Williamson","Male"
"Jamie Wagner","?"
"Jan Svejnar","?"
"Jan Christoph Schlegel","?"
"Jan K. Brueckner","?"
"Jan Toporowski","?"
"Jan Stuckatz","?"
"Jan Stoop","?"
"Jana Fidrmuc","Female"
"Jane Ryngaert","Female"
"Janelle Jones","Female"
"Janet T. Knoedler","Female"
"Jared Williams","Male"
"Jaromir Bozydar Nosal","Male"
"Jaron Lanier","Male"
"Jason Winfree","Male"
"Jason R. Reed IV","Male"
"Jason Cen","Male"
"Jason Donaldson","Male"
"Jason Zein","Male"
"Jason H. Grant","Male"
"Jawad Addoum","Male"
"Jay Shimshack","Male"
"Jayson Beckman","Male"
"Jean-Claude Maswana","Male"
"Jean-Philippe Bouchaud","Male"
"Jeannette Wicks-Lim","Female"
"Jeannette Brosig-Koch","Female"
"Jed Friedman","Male"
"Jee Hun Choi","?"
"Jeffrey Cohen","Male"
"Jeffrey C. Ely","Male"
"Jeffrey Schiman","Male"
"Jeffrey Pontiff","Male"
"Jeffrey Paul Clemens","Male"
"Jeffrey Wilkins","Male"
"Jeffrey Sisco","Male"
"Jeffrey P. Cohen","Male"
"Jeffry A. Frieden","Male"
"Jennifer Orgill","Female"
"Jennifer Dlugosz","Female"
"Jennifer Conrad","Female"
"Jennifer Cohen","Female"
"Jennifer Craft Morgan","Female"
"Jennifer Burney","Female"
"Jennifer Huang","Female"
"Jennifer Kao","Female"
"Jennifer Erin Brown","Female"
"Jenny Schuetz","Female"
"Jens Jackwerth","Male"
"Jeremy Weber","Male"
"Jeremy T. Fox","Male"
"Jeremy G. Moulton","Male"
"Jerome Dugast","Male"
"Jesper Roine","Male"
"Jesse Gregory","?"
"Jesse D. Jenkins","?"
"Jesse Anttila-Hughes","?"
"Jessica Jeffers","Female"
"Jessica Leight","Female"
"Jessie Wang","?"
"Ji Zhang","?"
"Jia Yuan","?"
"Jiali Yan","Female"
"Jiaying Gu","Female"
"Jie Li","?"
"Jie Ying","?"
"Jihye Jeon","Female"
"Jill McCluskey","Female"
"Jillian Grennan","Female"
"Jin Peng","?"
"Jing Yang","?"
"Jing Tao","?"
"Jing Zeng","?"
"Jinwoo Kim","Male"
"Jiri Knesl","Male"
"Jo Danbolt","?"
"Joachim Zweynert","Male"
"Joan Hicks","Female"
"Joanna Tyrowicz","Female"
"Joe Ballegeer","Male"
"Joel M. David","Male"
"Joerg Baten","Male"
"Johannes Bersch","Male"
"John Marangos","Male"
"John Hoddinott","Male"
"John Jiang","Male"
"John Humphries","Male"
"John C. Anyanwu","Male"
"John van Reenen","Male"
"John Weeks","Male"
"John S. Earle","Male"
"John Cotter","Male"
"John Zhou","Male"
"John Watkins","Male"
"John W. Schindler","Male"
"John Tripp","Male"
"John Devereux","Male"
"John P. Rust","Male"
"John Voorheis","Male"
"John McDermott","Male"
"John Glascock","Male"
"John D. Singleton","Male"
"John Tsoukalas","Male"
"John B. Horowitz","Male"
"John Chi-Fong Kuong","Male"
"John Anderson","Male"
"John J. Horton","Male"
"John B. Davis","Male"
"John Deskins","Male"
"Jonas D.M. Fisher","Male"
"Jonas Cederlof","Male"
"Jonathan V. Hall","Male"
"Jonathan A. Lanning","Male"
"Jonathan N. Chapman","Male"
"Jonathan Witmer","Male"
"Jonathan Brogaard","Male"
"Jonathan Talmi","Male"
"Jonathan Cohn","Male"
"Jonathan Levav","Male"
"Jonathan Pogach","Male"
"Jonathan Fisher","Male"
"Joost de Laat","Male"
"Jorge Alvarez","Male"
"Jorge M. Aguero","Male"
"Joseph E. Harrington Jr","Male"
"Joseph Marchand","Male"
"Joseph Engelberg","Male"
"Joseph Benitez","Male"
