author,firstname,gender
"Leena Rudanko","LEENA","Female"
"Paris School of Economics","PARIS","Unknown"
"Sophie Osotimehin","SOPHIE","Female"
"Hernan J. Moscoso Boedo","HERNAN","Male"
"Nicolas Vincent","NICOLAS","Male"
"Matthias Kehrig","MATTHIAS","Male"
"Raffaella Sadun","RAFFAELLA","Female"
"Sylvain Leduc","SYLVAIN","Male"
"Zheng Liu","ZHENG","Male"
"Laurence Ball","LAURENCE","Male"
"Gregory Hess","GREGORY","Male"
"Cameron A. Shelton","CAMERON","Male"
"Michael D Bordo","MICHAEL","Male"
"David Lucca","DAVID","Male"
"Michael D Bauer","MICHAEL","Male"
"Glenn Rudebusch","GLENN","Male"
"Sand Hill Econometrics","SAND","Unknown"
"Margaret Levenstein","MARGARET","Female"
"Dolan Antenucci","DOLAN","Male"
"Mike Cafarella","MIKE","Male"
"Jason DeBacker","JASON","Male"
"Ron Jarmin","RON","Male"
"Akbar Sadeghi","AKBAR","Male"
"David Talan","DAVID","Male"
"Grahm Elliot","GRAHM","Male"
"Jeremy Nalewaik","JEREMY","Male"
"S. Boragan Aruoba","BORAGAN","Male"
"Dongho Song","DONGHO","Male"
"Francis Diebold","FRANCIS","Male"
"Erika McEntarfer","ERIKA","Female"
"Henry Hyatt","HENRY","Male"
"Theresa Kuchler","THERESA","Female"
"Jay Stewart","JAY","Male"
"Lucy Eldridge","LUCY","Female"
"Prasanna Tambe","PRASANNA","Male"
"Lorin Hitt","LORIN","Male"
"Robert Groves","ROBERT","Male"
"Steve Landefeld","STEVE","Male"
"Katharine Abraham","KATHARINE","Female"
"Heekung Kim","HEEKUNG","Female"
"Nina Singh","NINA","Female"
"Daniel Keniston","DANIEL","Male"
"Abhijit Banerjee","ABHIJIT","Male"
"Raghabendra Chattopadhyay","RAGHABENDRA","Male"
"James Liang","JAMES","Male"
"Brian Bell","BRIAN","Male"
"Ghazala Azmat","GHAZALA","Female"
"Rosa Ferrer","ROSA","Female"
"Takao Kato","TAKAO","Male"
"Erik Lindqvist","ERIK","Male"
"Mitchell Hoffman","MITCHELL","Male"
"Gharad T. Bryan","GHARAD","Male"
"Leonardo Bursztyn","LEONARDO","Male"
"Jon Eguia","JON","Male"
"George Washington University Rafael La Porta","GEORGE","Male"
"Florencio Lopez de Silanes","FLORENCIO","Male"
"Alberto Chong","ALBERTO","Male"
"Gerard Padro I Miguel","GERARD","Male"
"Monica Martinez Bravo","MONICA","Female"
"Alessandro Riboni","ALESSANDRO","Male"
"Sylvain Chassang","SYLVAIN","Male"
"Levon Barseghyan","LEVON","Male"
"Shouyong Shi","SHOUYONG","Male"
"Duncan Simester","DUNCAN","Male"
"Eric Anderson","ERIC","Male"
"Etienne Gagnon","ETIENNE","Male"
"Hakan Selin","HAKAN","Male"
"Spencer Bastani","SPENCER","Male"
"Johannes Spinnewijn","JOHANNES","Male"
"John Abowd","JOHN","Male"
"Matthew C. Weinzierl","MATTHEW","Male"
"Juan Pantano","JUAN","Male"
"Jeffrey Kling","JEFFREY","Male"
"William Fischel","WILLIAM","Male"
"Ebonya Washington","EBONYA","Female"
"Andrei Kirilenko","ANDREI","Male"
"Mitchell Petersen","MITCHELL","Male"
"Stephane Verani","STEPHANE","Male"
"Skander Van Den Heuvel","SKANDER","Male"
"Anna Kovner","ANNA","Female"
"Viral V. Acharya","VIRAL","Male"
"Gara Afonso","GARA","Female"
"Darrell Duffie","DARRELL","Male"
"Andrea L. Eisfeldt","ANDREA","Female"
"Andrew G. Atkeson","ANDREW","Male"
"Pierre-Olivier Weill","PIERR","Male"
"Jamie McAndrews","JAMIE","Male"
"David Thesmar","DAVID","Male"
"Scott Duke Kominers","SCOTT","Male"
"Denise DiPasquale","DENISE","Female"
"Stuart Rosenthal","STUART","Male"
"Diego Puga","DIEGO","Male"
"Qinghua Zhang","QINGHUA","Female"
"Loren Brandt","LOREN","Male"
"Victor Couture","VICTOR","Male"
"Diego A. Comin","DIEGO","Male"
"Mikhail Dmitriev","MIKHAIL","Male"
"Qiang Li","QIANG","Male"
"Sanghoon Lee","SANGHOON","Male"
"Peter N. Ganong","PETER","Male"
"Daniel Shoag","DANIEL","Male"
"Meta Brown","META","Female"
"Xuan Tam","XUAN","Male"
"Eric Young","ERIC","Male"
"Kartik Athreya","KARTIK","Male"
"Soojin Kim","SOOJIN","Female"
"Fedor Iskhakov","FEDOR","Male"
"Daniel Cooper","DANIEL","Male"
"Wenli Li","WENLI","Female"
"Florian Oswald","FLORIAN","Male"
"Richard Blundell","RICHARD","Male"
"Itay Saporta Eksten","ITAY","Male"
"Giacomo Rodano","GIACOMO","Male"
"Filippo Scoccianti","FILIPPO","Male"
"Ponpoje Porapakkarm","PONPOJE","Male"
"Johannes Stroebel","JOHANNES","Male"
"Ricardo Serrano-Padial","RICARDO","Male"
"Lukasz Drozd","LUKASZ","Male"
"Juan Sanchez","JUAN","Male"
"Juan C. Hatchondo","JUAN","Male"
"Julien Matheron","JULIEN","Male"
"Chao He","CHAO","Male"
"Yu Zhu","YU","Male"
"Michael Gelman","MICHAEL","Male"
"Shachar Kariv","SHACHAR","Male"
"Dan Silverman","DAN","Male"
"Steven Tadelis","STEVEN","Male"
"William B. Peterman","WILLIAM","Male"
"Susanne Forstner","SUSANNE","Female"
"Fernando Alvarez-Parra","FERNANDO","Male"
"Martin Hackmann","MARTIN","Male"
"Alex Rees-Jones","ALEX","Male"
"Janet Currie","JANET","Female"
"W. Bentley MacLeod","BENTLEY","Male"
"Jake Wetzel","JAKE","Male"
"Thomas Davidoff","THOMAS","Male"
"Joanne Song","JOANNE","Female"
"David Neumark","DAVID","Male"
"Kalman Rupp","KALMAN","Male"
"Ben Handel","BEN","Male"
"Michael D. Whinston","MICHAEL","Male"
"Igal Hendel","IGAL","Male"
"Robert Ostling","ROBERT","Male"
"Bjorn Wallace","BJORN","Male"
"David Cesarini","DAVID","Male"
"Mariana Carrera","MARIANA","Female"
"Sofia Villas-Boas","SOFIA","Female"
"Adam Sacarny","ADAM","Male"
"Amitabh Chandra","AMITABH","Male"
"Richard Frank","RICHARD","Male"
"Katherine Swartz","KATHERINE","Female"
"Joan Costa Font","JOAN","Female"
"Robin S. Lee","ROBIN","Male"
"Katherine Ho","KATHERINE","Female"
"Jonathan C. Cribb","JONATHAN","Male"
"James P. Smith","JAMES","Male"
"Weicheng Lian","WEICHENG","Male"
"Silvia H. Barcellos","SILVIA","Female"
"Felix Reichling","FELIX","Male"
"Kent Smetters","KENT","Male"
"David Chan","DAVID","Male"
"David Blau","DAVID","Male"
"Florian Heiss","FLORIAN","Male"
"Adam Leive","ADAM","Male"
"Joachim Winter","JOACHIM","Male"
"Daniel L. McFadden","DANIEL","Male"
"Ashley Teres Swanson","ASHLEY","Female"
"Jason Abaluck","JASON","Male"
"Alexander L. Brown","ALEXANDER","Male"
"Frank N. Caliendo","FRANK","Male"
"Roozbeh Hosseini","ROOZBEH","Male"
"Alice Chen","ALICE","Female"
"Laura X. Liu","LAURA","Female"
"Colin Ward","COLIN","Male"
"Robert Ready","ROBERT","Male"
"Juhani T. Linnainmaa","JUHANI","Male"
"Joseph Gerakos","JOSEPH","Male"
"Andrea Ajello","ANDREA","Male"
"Samuel P. Fraiberger","SAMUEL","Male"
"Richard K. Crump","RICHARD","Male"
"A.Craig Burnside","CRAIG","Male"
"Jeremy J. Graveline","JEREMY","Male"
"Adrian Buss","ADRIAN","Male"
"Bernard Dumas","BERNARD","Male"
"Bryan Kelly","BRYAN","Male"
"Jessica W. Wachter","JESSICA","Female"
"Sang Byung Seo","SANG","Male"
"Rui Albuguerque","RUI","Male"
"Pasquale Della Corte","PASQUALE","Male"
"Lucio Sarno","LUCIO","Male"
"Nicholas Barberis","NICHOLAS","Male"
"Lawrence Jin","LAWRENCE","Male"
"Wei Dou","WEI","Male"
"Emilio Osambela","EMILIO","Male"
"Steven D. Baker","STEVEN","Male"
"Arthur Korteweg","ARTHUR","Male"
"Huntley Schaller","HUNTLEY","Male"
"John Graham","JOHN","Male"
"Mark Leary","MARK","Male"
"Michael R. Roberts","MICHAEL","Male"
"Matthias Kehrig, University of Texas","MATTHIAS","Male"
"Antonio Falato","ANTONIO","Male"
"NBER Lukas Schmid","NBER","Male"
"Lars Peter Hansen","LARS","Male"
"Jian Luca Clementi","JIAN","Male"
"Timothy Cogley","TIMOTHY","Male"
"Viktor Tsyrennikov","VIKTOR","Male"
"David Easley","DAVID","Male"
"Thomas J. Sargent","THOMAS","Male"
"Lawrence Blume","LAWRENCE","Male"
"Thomas Drechsel","THOMAS","Male"
"Athanasios Orphanides","ATHANASIOS","Male"
"David Marqu. Ibanez","DAVID","Male"
"Sarah Cattan","SARAH","Female"
"Gabriella Conti","GABRIELLA","Female"
"Taryn Dinkelman","TARYN","Female"
"Reed Walker","REED","Male"
"Adam Isen","ADAM","Male"
"Maya Rossin-Slater","MAYA","Female"
"Manjula Ramachandra","MANJULA","Female"
"Maitreesh Ghatak","MAITREESH","Male"
"Erlend Berg","ERLEND","Male"
"Sanchari Roy","SANCHARI","Female"
"Rajasekhar Durgam","RAJASEKHAR","Male"
"Chinhui Juhn","CHINHUI","Female"
"Yona Rubinstein","YONA","Male"
"Andrew Zuppann","ANDREW","Male"
"Geoffrey Tate","GEOFFREY","Male"
"Stefan Petry","STEFAN","Male"
"Cesare Fracassi","CESARE","Male"
"Jennifer Brown","JENNIFER","Female"
"Joan Farre-Mensa","JOAN","Female"
"Amy Dittmar","AMY","Female"
"Andrew MacKinlay","ANDREW","Male"
"Indraneel Chakraborty","INDRANEEL","Male"
"Malcolm Baker","MALCOLM","Male"
"Jeffrey Wurgler","JEFFREY","Male"
"Randall Kroszner","RANDALL","Male"
"Rob Vishny","ROB","Male"
"Daniel Paravasini","DANIEL","Male"
"Filippo Ippolito","FILIPPO","Male"
"Ali Ozdagli","ALI","Male"
"Tracy Yue Wang","TRACY","Female"
"Yihui Pan","YIHUI","Female"
"Michael Weisbach","MICHAEL","Male"
"Ashwini Agrawal","ASHWINI","Male"
"Lily Fang","LILY","Female"
"Amil Dasgupta","AMIL","Male"
"Michael Brennan","MICHAEL","Male"
"Christian C. Opp","CHRISTIAN","Male"
"Dion Bongaerts","DION","Male"
"Barney Hartman-Glaser","BARNEY","Male"
"Jens Josephson","JENS","Male"
"Yihui Wang","YIHUI","Female"
"Kathleen Hanley","KATHLEEN","Female"
"Sergei Kovbasyuk","SERGEI","Male"
"Pete Kyle","PETE","Male"
"Bilge Yilmaz","BILGE","Male"
"Jordan Nickerson","JORDAN","Male"
"Dragon Tang","DRAGON","Male"
"Kimberly J. Cornaggia","KIMBERLY","Female"
"Han Xia","HAN","Male"
"Natalia Kovrijnykh","NATALIA","Female"
"Anjan V. Thakor","ANJAN","Male"
"Anand M. Goel","ANAND","Male"
"Michael Guttentag","MICHAEL","Male"
"Alexander Dyck","ALEXANDER","Male"
"Andrea Chandrasekher","ANDREA","Female"
"Aurelie Ouss","AURELIE","Female"
"Amanda Agan","AMANDA","Female"
"John Donohue","JOHN","Male"
"Bruno O. Vaz","BRUNO","Male"
"Keith Finlay","KEITH","Male"
"Benjamin Lessing","BENJAMIN","Male"
"Ethan Bueno de Mesquita","ETHAN","Male"
"Elizabeth Beasley","ELIZABETH","Female"
"Lawrence Katz","LAWRENCE","Male"
"Raymond Fisman","RAYMOND","Male"
"Yongxiang Wang","YONGXIANG","Male"
"Armin Rick","ARMIN","Male"
"Bruce Western","BRUCE","Male"
"Derek Neal","DEREK","Male"
"Thomas Miles","THOMAS","Male"
"Ben Grunwald","BEN","Male"
"Brian Greaney","BRIAN","Male"
"Eva Van Leemput","EVA","Female"
"James A. Robinson","JAMES","Male"
"Tristan Reed","TRISTAN","Male"
"Manjula Ramachandran","MANJULA","Female"
"Vivi Alatas","VIVI","Female"
"Arun G. Chandrasekhar","ARUN","Male"
"Elisabeth Sadoulet","ELISABETH","Female"
"Alain de Janvry","ALAIN","Male"
"Melanie Morten","MELANIE","Female"
"David H. Yanagizawa-Drott","DAVID","Male"
"Jacob Svensson","JACOB","Male"
"Martina Bjorkman-Nyqvist","MARTINA","Female"
"Alessandro Tarozzi","ALESSANDRO","Male"
"Dean Yang","DEAN","Male"
"Ganesh Seshan","GANESH","Male"
"Anton Cheremukhin","ANTON","Male"
"Sergei Guriev","SERGEI","Male"
"Tetsuji Okazaki","TETSUJI","Male"
"Serguey Braguinsky","SERGUEY","Male"
"Atsushi Ohyama","ATSUSHI","Male"
"Russell Toth","RUSSELL","Male"
"Zheng Michael Song","ZHENG","Male"
"Andrea Prat","ANDREA","Male"
"Oriana Bandiera","ORIANA","Female"
"Johan Hombert","JOHAN","Male"
"Shawn Cole","SHAWN","Male"
"Asanga Fernando","ASANGA","Male"
"Richard Steckel","RICHARD","Male"
"Werner Troesken","WERNER","Male"
"Daniel Jones","DANIEL","Male"
"Andra Ghent","ANDRA","Female"
"Peter Hinrichs","PETER","Male"
"Ron Harris","RON","Male"
"Timothy Guinnane","TIMOTHY","Male"
"Xing Li","XING","Male"
"Walker Hanlon","WALKER","Male"
"Òscar Jorda","SCAR","Male"
"Edson Severnini","EDSON","Male"
"Melissa Thomasson","MELISSA","Female"
"Jaret Treber","JARET","Male"
"Byron Lutz","BYRON","Male"
"Matteo Iacoviello","MATTEO","Male"
"Luca Guerrieri","LUCA","Male"
"Alejandro Justiniano","ALEJANDRO","Male"
"Andrea Tambalotti","ANDREA","Male"
"Jing Cynthia Wu","JING","Female"
"Kinda Hachem","KINDA","Female"
"Zhongjun Qu","ZHONGJUN","Male"
"Denis Tkachenko","DENIS","Male"
"Joonyoung Hur","JOONYOUNG","Male"
"Todd B. Walker","TODD","Male"
"Eric M. Leeper","ERIC","Male"
"ҳcar Jorda","CAR","Unknown"
"Guido Kuersteiner","GUIDO","Male"
"Hikaru Saijo","HIKARU","Male"
"Mark A. Aguiar","MARK","Male"
"Saki Bigio","SAKI","Male"
"Yong Wang","YONG","Male"
"Xuewen Liu","XUEWEN","Male"
"Xi Li","XI","Male"
"Murat Alp Celik","MURAT","Male"
"Seema Jayachandran","SEEMA","Female"
"Jie Bai","JIE","Female"
"Edmund Malesky","EDMUND","Male"
"Anthony Smith","ANTHONY","Male"
"Jacob N. Shapiro","JACOB","Male"
"Hani Mansour","HANI","Male"
"Daniel I. Rees","DANIEL","Male"
"David Lyle","DAVID","Male"
"Ethan B. Kapstein","ETHAN","Male"
"Esteban Klor","ESTEBAN","Male"
"Eric Gould","ERIC","Male"
"David J. Deming","DAVID","Male"
"Hugh Macartney","HUGH","Male"
"Gregorio S. Caetano","GREGORIO","Male"
"Kehinde Ajayi","KEHINDE","Female"
"Christopher R. Walters","CHRISTOPHER","Male"
"Susan Dynarski","SUSAN","Female"
"Sarah R. Cohodes","SARAH","Female"
"Stefan Hochguertel","STEFAN","Male"
"Mette Ejrnaes","METTE","Female"
"Jeffrey Furman","JEFFREY","Male"
"Michael Ewens","MICHAEL","Male"
"John C. Haltiwanger","JOHN","Male"
"Marcela Eslava","MARCELA","Female"
"Nancy Rose","NANCY","Female"
"Robert S. Pindyck","ROBERT","Male"
"M. Scott Taylor","SCOTT","Male"
"Juan Moreno Cruz","JUAN","Male"
"Eduardo A. Souza-Rodrigues","EDUARDO","Male"
"Chris Timmins","CHRIS","Male"
"Roberton C. Williams III","ROBERTON","Male"
"Lawrence H. Goulder","LAWRENCE","Male"
"Stephen Holland, University of North Carolina","STEPHEN","Male"
"Marc A. C. Hafstead","MARC","Male"
"Stephen Salant","STEPHEN","Male"
"Katharine R.E. Sims","KATHARINE","Female"
"Jennifer M. Alix-Garcia","JENNIFER","Female"
"Matthew Zaragoza-Watkins","MATTHEW","Male"
"Daniel Kaffine","DANIEL","Male"
"Roger von Haefen","ROGER","Male"
"Antonio Bento","ANTONIO","Male"
"Kevin Roth","KEVIN","Male"
"Takanori Ida","TAKANORI","Male"
"Ricardo Caballero","RICARDO","Male"
"Luc Laeven","LUC","Male"
"Gustavo Suarez","GUSTAVO","Male"
"Jianfeng Yu","JIANFENG","Male"
"Juan Pablo Nicolini","JUAN","Male"
"Francisco Buera","FRANCISCO","Male"
"Samuel Hanson","SAMUEL","Male"
"Andrew Atkeson","ANDREW","Male"
"Jia Li","JIA","Male"
"Jens Christensen","JENS","Male"
"Bruce Hansen","BRUCE","Male"
"Xu Cheng","XU","Female"
"Lutz Kilian","LUTZ","Male"
"Efstathios Avdis","EFSTATHIOS","Male"
"Jessica Wachter","JESSICA","Female"
"Serena Ng","SERENA","Female"
"Kyle Jurado","KYLE","Male"
"Sydney C. Ludvigson","SYDNEY","Female"
"Yacine Ait-Sahalia","YACINE","Male"
"Roger J.A.. Laeven","ROGER","Male"
"Loriana Pelizzon","LORIANA","Female"
"Gregor W. Smith","GREGOR","Male"
"James Nason","JAMES","Male"
"Stefano Giglio","STEFANO","Male"
"Juan Rubio-Ramírez","JUAN","Male"
"Benoit Perron","BENOIT","Male"
"Claudio Tebaldi","CLAUDIO","Male"
"Federico Bandi","FEDERICO","Male"
"Anna Orlik","ANNA","Female"
"Scott Cunningham","SCOTT","Male"
"Naci H. Mocan","NACI","Male"
"Colin Cannonier","COLIN","Male"
"Abby Friedman","ABBY","Female"
"Christopher J. Ruhm","CHRISTOPHER","Male"
"Kelly Ragan","KELLY","Female"
"Tore Olsen","TORE","Male"
"Bill Skimmyhorn","BILL","Male"
"Camelia M. Kuhnen","CAMELIA","Female"
"Cary Frydman","CARY","Male"
"Will Dobbie","WILL","Male"
"Brian T. Melzer","BRIAN","Male"
"Paul S. Willen","PAUL","Male"
"Peter Newberry","PETER","Male"
"Haizhen Lin","HAIZHEN","Female"
"Seth Freedman","SETH","Male"
"Michael Dinerstein","MICHAEL","Male"
"Jerome Hergueux","JEROME","Male"
"Yochai Benkler","YOCHAI","Male"
"Mayo Fuster Morell","MAYO","Female"
"Chris Dellarocas","CHRIS","Male"
"Abhishek Nagaraj","ABHISHEK","Male"
"Smaranda Pantea","SMARANDA","Female"
"Bertin Martens","BERTIN","Male"
"Brett Danaher","BRETT","Male"
"Peng Huang","PENG","Male"
"Marco Ceccagnoli","MARCO","Male"
"Chris Forman","CHRIS","Male"
"Heekyung Kim","HEEKYUNG","Female"
"Rodrigo Belo","RODRIGO","Male"
"Pedro Ferreira","PEDRO","Male"
"Brian McManus","BRIAN","Male"
"Daniel Elfenbein","DANIEL","Male"
"Chong Liu","CHONG","Male"
"Hongbin Cai","HONGBIN","Male"
"Ginger Jin","GINGER","Female"
"Florian Zettlemeyer","FLORIAN","Male"
"Kevin Zhu","KEVIN","Male"
"Xiahua Wei","XIAHUA","Female"
"Wei Chen","WEI","Male"
"Chingyung Lin","CHINGYUNG","Male"
"Lynn Wu","LYNN","Female"
"Marshall van Alstyne","MARSHALL","Male"
"Dan Breznitz","DAN","Male"
"Vincenzo Palermo","VINCENZO","Male"
"Jui Ramaprasad","JUI","Female"
"Galit Shmueli","GALIT","Female"
"Anita Rao","ANITA","Female"
"Liad Wagman","LIAD","Male"
"Jin-Hyuk Kim","JI","Male"
"Jason Jones","JASON","Male"
"Laura Gee","LAURA","Female"
"Timothy Bresnahan","TIMOTHY","Male"
"Bronwyn H. Hall","BRONWYN","Female"
"Georg von Graevenitz","GEORG","Male"
"Christian Helmers","CHRISTIAN","Male"
"Kristina McElheran","KRISTINA","Female"
"Miguel Godinho de Matos","MIGUEL","Male"
"Julia Adler-Milstein","JULIA","Female"
"Idris Adjerid","IDRIS","Male"
"Rema Padman","REMA","Female"
"Scott Savage","SCOTT","Male"
"John Turner","JOHN","Male"
"Jonathan Williams","JONATHAN","Male"
"Andrea Raffo","ANDREA","Male"
"Jiro Kondo","JIRO","Male"
"Eduardo Engel","EDUARDO","Male"
"Peter Karadi","PETER","Male"
"Jonathan Kreamer","JONATHAN","Male"
"Steffen Elstner","STEFFEN","Male"
"Benjamin Born","BENJAMIN","Male"
"Christian Grimme","CHRISTIAN","Male"
"Fatih Karahan","FATIH","Male"
"Thomas Piketty","THOMAS","Male"
"Gabriel Zucman","GABRIEL","Male"
"Australian National University Tommaso Porzio","AUSTRALIAN","Male"
"Yale University Nancy Qian","YALE","Male"
"Joyce C. Wong","JOYCE","Female"
"Raquel Fernández","RAQUEL","Female"
"Marti Mestieri Ferrer","MARTI","Male"
"Bryony Reich","BRYONY","Female"
"Konstantin Sonin","KONSTANTIN","Male"
"Paolo Buonanno","PAOLO","Male"
"Paolo Vanin","PAOLO","Male"
"Giovanni Prarolo","GIOVANNI","Male"
"Yikai Wang","YIKAI","Male"
"Simeon D. Alder","SIMEON","Male"
"Quamrul Ashraf","QUAMRUL","Male"
"Eren Arbatli","EREN","Male"
"Alisdair McKay","ALISDAIR","Male"
"Carl Shapiro","CARL","Male"
"Patrick Rey","PATRICK","Male"
"Alan Sorensen","ALAN","Male"
"Eric Budish","ERIC","Male"
"Benjamin Roin","BENJAMIN","Male"
"Lanier Benkard","LANIER","Male"
"Paul Scott","PAUL","Male"
"Ariel Pakes","ARIEL","Male"
"Michael Whinston","MICHAEL","Male"
"Mark Satterthwaite","MARK","Male"
"Ben Mermelstein","BEN","Male"
"Volker Nocke","VOLKER","Male"
"Myrto Kalouptsidi","MYRTO","Female"
"Anson Soderbery","ANSON","Male"
"Jillian Popadak","JILLIAN","Female"
"Ashley Langer","ASHLEY","Female"
"James Sallee","JAMES","Male"
"Soren Anderson","SOREN","Male"
"Michael Katz","MICHAEL","Male"
"Emek Basker","EMEK","Female"
"Judith Chevalier","JUDITH","Female"
"Michael Bikard","MICHAEL","Male"
"Tim Simcoe","TIM","Male"
"Henry Overman","HENRY","Male"
"Alberto Galasso","ALBERTO","Male"
"Dietmar Harhoff","DIETMAR","Male"
"David Molitor","DAVID","Male"
"Robert Huckman","ROBERT","Male"
"John McHale","JOHN","Male"
"Francine Lafontaine","FRANCINE","Female"
"Alexander Oettl","ALEXANDER","Male"
"National University of Ireland","NATIONAL","Unknown"
"Joel Mokyr","JOEL","Male"
"Linda S. Goldberg","LINDA","Female"
"Julian Caballero","JULIAN","Male"
"Christopher A. Candelaria","CHRISTOPHER","Male"
"Sascha Steffen","SASCHA","Male"
"Jay C. Shambaugh","JAY","Male"
"Menzie Chinn, University of Wisconsin","MENZIE","Male"
"Michael W. Klein","MICHAEL","Male"
"Julian Schumacher","JULIAN","Male"
"Henrik Enderlein","HENRIK","Male"
"Rudolfs Bems","RUDOLFS","Male"
"Julian di Giovanni","JULIAN","Male"
"Luisa Carpinelli","LUISA","Female"
"Enrico Sette","ENRICO","Male"
"Marcello Bofondi","MARCELLO","Male"
"Vivian Wong","VIVIAN","Female"
"Carol Bertaut","CAROL","Female"
"Alexandra M. Tabova","ALEXANDRA","Female"
"Matteo Maggiori","MATTEO","Male"
"Joseph Vavra","JOSEPH","Male"
"Katheryn N. Russ","KATHERYN","Female"
"Friederike Niepmann","FRIEDERIKE","Female"
"Matteo Cacciatore","MATTEO","Male"
"Paul R. Bergin","PAUL","Male"
"Maggie X. Chen","MAGGIE","Female"
"Gene M. Grossman","GENE","Male"
"Daniel Trefler","DANIEL","Male"
"John M. Morrow","JOHN","Male"
"Joaquin Blaum","JOAQUIN","Male"
"Claire LeLarge","CLAIRE","Female"
"Jon Vogel","JON","Male"
"Monika Mrazova","MONIKA","Female"
"Jonathan I. Dingel","JONATHAN","Male"
"Donald R. Davis","DONALD","Male"
"Daniel Sturm","DANIEL","Male"
"Andre Sapir","ANDRE","Male"
"Justin R. Pierce","JUSTIN","Male"
"Menzie D. Chinn","MENZIE","Male"
"International Monetary Fund Robert C. Johnson","INTERNATIONAL","Male"
"Hyejin Ku","HYEJIN","Female"
"Andreas Kostol","ANDREAS","Male"
"Emir Kamenica","EMIR","Male"
"John McCormack","JOHN","Male"
"Sarah Smith","SARAH","Female"
"Philip Oreopoulos","PHILIP","Male"
"Shelley Phipps","SHELLEY","Female"
"Mårten Palme","RTEN","Male"
"Anna Sjögren","ANNA","Female"
"Sofia Sandgren","SOFIA","Female"
"Mikael Lindahl","MIKAEL","Male"
"Paris School of Economics M. Gurgland","PARIS","Unknown"
"Luc. Behaghel","LU","Male"
"Bruno Crepon","BRUNO","Male"
"Nick Turner","NICK","Male"
"NBER Emmanuel Saez","NBER","Male"
"Harvard University","HARVARD","Male"
"Nathan Hendren","NATHAN","Male"
"NBER Patrick Kline","NBER","Male"
"Robert Östling","ROBER","Male"
"Emily Sands","EMILY","Female"
"Amanda Pallais","AMANDA","Female"
"Lisa Kahn","LISA","Female"
"Murat Alp. Celik","MURAT","Male"
"Benjamin Lester","BENJAMIN","Male"
"John Kennes","JOHN","Male"
"Daniel le Maire","DANIEL","Male"
"Philip Jung","PHILIP","Male"
"Moritz Kuhn","MORITZ","Male"
"Christina Patterson","CHRISTINA","Female"
"Toshihiko Mukoyama","TOSHIHIKO","Male"
"Prominent Job Advertisements","PROMINENT","Unknown"
"Gene Grossman","GENE","Male"
"Pieter Gautier","PIETER","Male"
"Christian Holzner","CHRISTIAN","Male"
"Jason Faberman","JASON","Male"
"Marianna Kudlyak","MARIANNA","Female"
"Jeremy Lise","JEREMY","Male"
"Jean-Marc Robin","JEA","Male"
"Peter Rupert","PETER","Male"
"Zachary Bethune","ZACHARY","Male"
"Guillaume Rocheteau","GUILLAUME","Male"
"Gustavo Ventura","GUSTAVO","Male"
"Corina Mommaert","CORINA","Female"
"Alexander Ludwig","ALEXANDER","Male"
"Andrew Shephard","ANDREW","Male"
"Laurence Ales","LAURENCE","Male"
"Ananth Ramanarayanan","ANANTH","Male"
"Javier Bianchi, University of Wisconsin","JAVIER","Male"
"Giuseppe Fiori","GIUSEPPE","Male"
"Fabio Ghironi","FABIO","Male"
"Xavier Mateos-Planas","XAVIER","Male"
"Satyajit Chatterlee","SATYAJIT","Male"
"Jose Rios-Rull","JOSE","Male"
"Jacopo Ponticelli","JACOPO","Male"
"Luis Garicano","LUIS","Male"
"Kevin Y. Shih","KEVIN","Male"
"Giovanni Peri","GIOVANNI","Male"
"Chad Sparber","CHAD","Male"
"Simeon Alder","SIMEON","Male"
"Lee G. Branstetter","LEE","Male"
"Andre Regateiro","ANDRE","Male"
"Jiyoon Oh","JIYOON","Female"
"Benoit Mojon","BENOIT","Male"
"Kevin Sheedy","KEVIN","Male"
"James Cloyne","JAMES","Male"
"Viktors Stebunovs","VIKTORS","Male"
"Elizabeth Klee","ELIZABETH","Female"
