"author"
"Luis Orea"
"Jevgenijs Steinbuks"
"Unni Pillai"
"Evsen Turkay"
"Climent Quintana-Domeque"
"Nidhiya Menon"
"Keshab Bhattarai"
"TaoXiong Liu"
"AngGang Hu"
"Bihua Zhou"
"Eizman Galit"
"Semoon Chang"
"Kerk L. Phillips"
"Toke Fosgaard"
"Firouz Gahvari"
"Huju Liu"
"Ake Blomqvist"
"Kosali Simon"
"Reinhard Neck"
"Seonghoon Cho"
"Wiola Dziuda"
"Pohan Fong"
"Jianpeng Deng"
"Hülya K. K. Eraslan"
"Stian Reimers"
"Batchimeg Sambalaibat"
"Chuan-Yang Hwang"
"Krishnamoorthy Narasimhan"
"Atay Kizilaslan"
"Allaudeen Hameed"
"Worrawat Sritrakul"
"Ruben Hernandez-Murillo"
"Libo Sun"
"Jarko Fidrmuc"
"Carsten Sprenger"
"Iikka Korhonen"
"Elisheba Spiller"
"Veronica Rappoport"
"Miguel Almeida Ferreira"
"Ruy Lama"
"Temel Taskin"
"Jinqiang Yang"
"I. J. Alexander Dyck"
"Giullaume Hollard"
"Tanjim Hossain"
"Elisabet Rutstrom"
"Renata Kosova"
"Morehouse College, Atlanta"
"Thouraya Triki"
"Abebe Shimeles"
"Douglason Godwin Omotor"
"Akpan H. Ekpo"
"Ithai Z. Lurie"
"Patricia K. Tong"
"Xiaowen Fu"
"Armagan Gezici"
"Marie-Helene Hubert"
"Xiaoguang Chen"
"Hayri Onal"
"Niven Winchester"
"Aaditya Mattoo"
"Yoonbai Kim"
"Amee Kamdar"
"Victor Iajya"
"Péter Kondor"
"Fali Huang"
"Lixin Colin Xu"
"Tilman Borgers"
"Kangoh Lee"
"Olivia Mitchell"
"Daiji Kawaguchi"
"Yian Liu"
"Kose John"
"Shumi M. Akhtar II"
"Gurdip S. Bakshi"
"Baozhong Yang"
"Sreedhar T. Bharath"
"Jiaping Qiu"
"Jose M. Marin"
"T. Mandy Tham"
"Seow Eng Ong"
"Qingqing Chang"
"Xiaoxin Zhang"
"C.F. Sirmans"
"M. Martin Boyer"
"J. David Cummins"
"Binkai Chen"
"Rudai Yang"
"Qingyuan Du"
"Jinzhao Chen"
"Carsten Burhop"
"Krishnamurthy Iyer"
"Kyoo il Kim"
"Hidehiko Ichimura"
"Zaifu Yang"
"Yu-Chin Hsu"
"Miguel A. Delgado"
"Yoonseok Lee"
"Youngki Shin"
"Sokbae (Simon) Lee"
"Yoon-Jae Whang"
"Theofanis Tsoulouhas"
"Tazewell V. Hurst III"
"Xuguang (Simon) Sheng"
"Baoline Chen"
"Juann Hung"
"Mogens Fosgerau"
"Gyun Cheol Gu"
"Hyun-Woong Park"
"Biswo Poudel"
"C.-Y. Cynthia Lin"
"Charles-Olivier Amedee--Manesme"
"Yanqun Zhang"
"Yin-Wong Cheung"
"Xingwang Qian"
"Xiaoyi Mu"
"Haichun Ye"
"Jose Berrospide"
"Byung-Cheol Kim"
"Rodney Green"
"Parke Wilde"
"Haibo Xu"
"Loriano Mancini"
"Ahmend Rahman"
"Jerry Hausman"
"Pierre-André Chiappori"
"Lorens Helmchen"
"Fuhito Kojima"
"Po-Hsuan Hsu"
"Dongmei Li"
"Hanno N. Lustig"
"Jose A. Lopez"
"Maxim Mironov"
"Tanakorn Makaew"
"Z. Nuray Guner"
"Xudong An"
"Coady Wing"
"Berhanu Nega"
"P. Sai-wing Ho"
"Ginka Borisova"
"Leng Lee"
"Lixiu Zhang"
"Le Wang"
"Krislert Samphantharak"
"Hongjun Yan"
"Jinfan Zhang"
"Heski Bar-Isaac"
"Joyee Deb"
"Jose Luis Moraga-Gonzalez"
"Matthijs R. Wildenbeest"
"Babur I. De los Santos"
"Swarna S. Vepa"
"Koshi Endo"
"Thouraya H. Amor"
"Zine Barka"
"Subei Li"
"Wenhua Di"
"Chengo Hu"
"Xiaokai Li"
"Zhun Xu"
"Minqi Li"
"Annemie Maertens"
"Fenaba Addo"
"Zhenxing Huang"
"Ingvild Almås"
"Garett Jones"
"Jaap Weel"
"Sanders Chang"
"Sónia Torres"
"Miguel Portela"
"Aico van Vuuren"
"Jan-Marc Berk"
"Joaquín Poblete"
"Wassim Daher"
"Leonard Mirman"
"Hedibert F. Lopez"
"Soku Byoun"
"Zhaoxia Xu"
"Dexin Zhou"
"Vasso Ioannidou"
"Hayong Yun"
"Vallapuzha Sandhya"
"Ozgur Ergungor"
"Yongheng Deng"
"Yildiray Yildirim"
"Lucjan T. Orlowski"
"Toralf Pusch"
"Evzen Kočenda"
"Erdogan Bakir"
"Marinko Skare"
"Lucija Muehlenbachs"
"Matias Damian Cattaneo"
"Enno Mammen"
"Daifeng He"
"R. Tamara Konetzka"
"Gunseli Tumer-Alkan"
"Rudiger Bachmann"
"Zhiwei Xu"
"Mingwei Liu"
"Leonce Ndikumana"
"Gassesse Siliadin"
"Ejikeme Okonkwo"
"Juan-Pablo Nicolini"
"African Development Bank"
"Maharouf Oyolola"
"Eeshani Kandpal"
"Gunseli Tumer Alkan"
"Chunyan Hao"
"Doyne Farmer"
"Jean-François Houde"
"Zahi Ben-David"
"J. Bradford DeLong"
"Hefei Wang"
"Takatoshi Ito"
"Tareque Nasser"
"Samuli Knüpfer"
"Merih Sevilir"
"Hong Yan"
"Youchang Wu"
"Swarn Chatterjee"
"Jose Martinez"
"Luosha Du"
"Iciar Dominguez Lacasa"
"Luis Locay"
"Nigar Hashimzade"
"Xinxin Chen"
"Yaohui Zhao"
"Amitrajeet Batabyal"
"Shayak Sarkar"
"Madanmohan Ghosh"
"Parantap Basu"
"Tzu-Ying Daphne Chen"
"Tommoaso Monacelli"
"Ilke Van Beveren"
"Hylke Vandenbussche"
"Zirui Song"
"Yulei He"
"Zhonghe Li"
"Austan D. Goolsbee"
"Vasym Volosovych"
"Sokbae Lee"
"Kyungchul Song"
