"author","gender"
"Lisa J. Dettling","Female"
"Lisa D. Cook","Female"
"Lisa B Kahn","Female"
"Lisa Cameron","Female"
"Lisa A. Kramer","Female"
"Lisa Pfeiffer","Female"
"Lise Vesterlund","Female"
"Liyan Yang","Female"
"Lonnie Golden","?"
"Lori Medders","Female"
"Lourdes Beneria","Female"
"Lu Ji","?"
"Luca Fornaro","Male"
"Lucas Barros","Male"
"Lucas Coffman","Male"
"Lucy J. Reuben","Female"
"Luke C.D. Stein","Male"
"Lynda Pickbourn","Female"
"Lynn Fisher","Female"
"Lynne Chester","Female"
"Mabel Lana Abraham","Female"
"Madhu Khanna","?"
"Madhu Sudhan","?"
"Madina Kukenova","?"
"Maggie Chen","Female"
"Mahdi Nezafat","Male"
"Maksym Ivanya","Male"
"Malcolm Sawyer","Male"
"Malcolm Wardlaw","Male"
"Malika Hamadi","Female"
"Mana Yamaya","?"
"Mandie R. Weinandt","Female"
"Manuel Foerster","Male"
"Manuela Hansen","Female"
"Marc Jeuland","Male"
"Marcel Tirpak","Male"
"Marcelo Rezende","Male"
"Marcin Zamojski","Male"
"Marco Della Seta","Male"
"Marco Casari","Male"
"Marek Weretka","Male"
"Margaret Stevens","Female"
"Margaret E. Blume-Kohout","Female"
"Margaret McConnell","Female"
"Margaret Jones","Female"
"Margarita Rubio","Female"
"Margherita Comola","?"
"Maria Alejandra Arias","Female"
"Maria Acevedo","Female"
"Maria Rosaria Marino","Female"
"Maria Porter","Female"
"Maria Apostolova","Female"
"Maria Bas","Female"
"Maria Marshall","Female"
"Maria Soledad Martinez Peria","Female"
"Maria Bigoni","Female"
"Maria F. Prada","Female"
"Maria S. Floro","Female"
"Marianne T. Hill","Female"
"Marianne Johnson","Female"
"Mariano Emilio Tappata","Male"
"Marie Hull","Female"
"Marie T. Mora","Female"
"Marie Duggan","Female"
"Marie Dlouha","Female"
"Marina Zhang","Female"
"Mario Larch","Male"
"Mario Seccareccia","Male"
"Marius Brülhart","Male"
"Mark Ottoni-Wilhelm","Male"
"Mark D. Reckase","Male"
"Mark Liu","Male"
"Mark Kutzbach","Male"
"Mark C. Freeman","Male"
"Mark Sunderman","Male"
"Mark Brennan-Ing","Male"
"Mark Dincecco","Male"
"Mark V. Pauly","Male"
"Mark J. Kamstra","Male"
"Mark J. McCabe","Male"
"Mark Jamison","Male"
"Mark Pitt","Male"
"Mark E. Burbach","Male"
"Mark Spiegel","Male"
"Marko Klasnja","Male"
"Marko Kosak","Male"
"Markus M. Mobius","Male"
"Markus Jäntti","Male"
"Marsha Courchane","Female"
"Marta Elvira","Female"
"Marta Maras","Female"
"Marta Serra-Garcia","Female"
"Marta Szymanowska","Female"
"Martha Nussbaum","Female"
"Martin Guzi","Male"
"Martin Bichler","Male"
"Martin S. Gaynor","Male"
"Martin Strieborny","Male"
"Martin Cihak","Male"
"Martin Glasser","Male"
"Martin Georg Kocher","Male"
"Martin Neil Baily","Male"
"Martin Jacob","Male"
"Martin F. Grace","Male"
"Martin Petrick","Male"
"Martina Vidovic","Female"
"Martino Tasso","?"
"Marwa Biltagy","Female"
"Mary Eschelbach Hansen","Female"
"Mary Wrenn","Female"
"Mary G. McGarvey","Female"
"Mary Rigdon","Female"
"Mary Tian","Female"
"Marzia Romanelli","Female"
"Masahiro Kawai","Male"
"Masaki Mori","Male"
"Masaki Nakabayashi","Male"
"Massimiliano Onorato","Male"
"Massimiliano Calì","Male"
"Massimo Marinacci","Male"
"Mathew Forstater","Male"
"Mathieu Dufour","Male"
"Matt Ruther","Male"
"Matt Weinberg","Male"
"Matteo Millone","Male"
"Matthew Bodah","Male"
"Matthew M. Wynter","Male"
"Matthew A. Shapiro","Male"
"Matthew Loveless","Male"
"Matthew Weinberg","Male"
"Matthew J. Lindquist","Male"
"Matthew Wiswall","Male"
"Matthew Chesnes","Male"
"Matthew Eisenberg","Male"
"Matthew Goldman","Male"
"Matthew D. Hoelle","Male"
"Matthew Serfling","Male"
"Matthew Pritsker","Male"
"Matthew Gustafson","Male"
"Matthias Messner","Male"
"Matthias Fleckenstein","Male"
"Matthias Klaes","Male"
"Matthias Krapf","Male"
"Matthieu Crozet","Male"
"Matti Sarvimäki","?"
"Matti Suominen","?"
"Maurice D. Levi","Male"
"Maurice M. Obstfeld","Male"
"Mauricio Soto","Male"
"Mauro Napoletano","Male"
"Max Croce","Male"
"Meagan McCollum","Female"
"Meenakshi Rishi","Female"
"Megan Lynn Fasules","Female"
"Mehmet Balcilar","Male"
"Melanie Allwine","Female"
"Melissa McInerney","Female"
"Melissa Prado","Female"
"Melody Chiang","Female"
"Meltem Ince Yenilmez","Female"
"Merlin Kuate Kamga","?"
"Micah Pollak","?"
"Michael W. L. Elsby","Male"
"Michael Langemeier","Male"
"Michael Neugart","Male"
"Michael Mattock","Male"
"Michael Brown","Male"
"Michael Lamla","Male"
"Michael Plante","Male"
"Michael K. Price","Male"
"Michael Hallsworth","Male"
"Michael Shelby","Male"
"Michael G. Plummer","Male"
"Michael Yankovich","Male"
"Michael Dannen Egesdal","Male"
"Michael F. Lovenheim","Male"
"Michael Bewley","Male"
"Michael Coelli","Male"
"Michael Boehlje","Male"
"Michael Spence","Male"
"Michael Kearns","Male"
"Michael Kisser","Male"
"Michael Seiler","Male"
"Michael E. Chernew","Male"
"Michael Nollert","Male"
"Michael Kötter","Male"
"Michael McDonald","Male"
"Michael Carr","Male"
"Michael Koetter","Male"
"Michael Reich","Male"
"Michael Gallagher","Male"
"Michael D. Giandrea","Male"
"Michael F. McMahon","Male"
"Michael J. Murray","Male"
"Michael McKee","Male"
"Michael Graber","Male"
"Michal Bauer","?"
"Michal Dzielinski","?"
"Michele Naples","Female"
"Michelle Stecker","Female"
"Michelle Stegman","Female"
"Mieke Meurs","Female"
"Mikhail Kouliavtsev","Male"
"Mikhail Drugov","Male"
"Mikhail Simutin","Male"
"Min Qiang Zhao","?"
"Mina Baliamoune-Lutz","?"
"Minh Cong Nguyen","?"
"Minhaj Mahmud","Male"
"Miriam Schwartz-Ziv","Female"
"Miriam Gensowski","Female"
"Misty L. Heggeness","Female"
"Mona Ali","Female"
"Moritz Ritter","Male"
"Morris Altman","Male"
"Moses O. Anuolam","Male"
"Moussa Fall","Male"
"Murat Yildizoğlu","Male"
"Mustafa Karaman","Male"
"Nada Mora","Female"
"Nahid Aslanbeigui","Female"
"Nancy Jurik","Female"
"Naoki Yoshihara","Male"
"Narayan Das","Male"
"Natalia V. Czap","Female"
"Natalia Kyui","Female"
"Natalia Tamirisa","Female"
"Natalija Novta","Female"
"Natascha Wagner","Female"
"Nathan Fiala","Male"
"Nayoung Lee","Female"
"Neha Khanna","Female"
"Neil Pearson","Male"
"Nelson Carrasquillo","Male"
"New York University","?"
"Nicholas Holtkamp","Male"
"Nicholas Brozovic","Male"
"Nicholas Sly","Male"
"Nicholas Menillo","Male"
"Nicholas C. Barberis","Male"
"Nick Paulson","Male"
"Nicole B. Simpson","Female"
"Nigel Key","Male"
"Nikita Roketskiy","?"
"Niklas Potrafke","Male"
"Nikolaos Papanikolaou","Male"
"Nikolas Mittag","Male"
"Nikolay Angelov","Male"
"Nils Friewald","Male"
"Nirav Mehta","Male"
"Nizar Jouini","Male"
"Noah Smith","Male"
"Nobuko Nagase","Female"
"Noel D. Johnson","?"
"Nora Lustig","Female"
"Oana Peia","Female"
"Oleg Gredil","Male"
"Oleg Chuprinin","Male"
"Oleg Baranov","Male"
"Olga Zlatkin-Troitschanskaia","Female"
"Olga Alonso-Villar","Female"
"Olga Yakusheva","Female"
"Olga Kuzmina","Female"
"Oliver Board","Male"
"Oliver Levine","Male"
"Olivier Darmouni","Male"
"Olivier Charlot","Male"
"Olivier Tercieux","Male"
"Olof Aslund","Male"
"Olympia Bover","Female"
"Onur Kesten","Male"
"Onur Bayar","Male"
"Orly Sade","?"
"Ozan Bakis","?"
"Pablo Guerron","Male"
"Pablo D. Azar","Male"
"Pablo Nicolas D'Erasmo","Male"
"Pablo Federico","Male"
"Pamela S. Tolbert","Female"
"Pascal Petit","?"
"Pasha Shabalin","?"
"Patrice Mareschal","?"
"Patrick Degraba","Male"
"Patrick Baude","Male"
"Patrick Sharkey","Male"
"Patrick Mason","Male"
"Patrick Pintus","Male"
"Paul Anglin","Male"
"Paul Ehling","Male"
"Paul H. Kupiec","Male"
"Paul Osterman","Male"
"Paul Rappaport","Male"
"Paul Calem","Male"
"Paul Glewwe","Male"
"Paul Milgrom","Male"
"Paul Cooney","Male"
"Paul Woolley","Male"
"Paul Brockman","Male"
"Paul Wolfson","Male"
"Paul Glasserman","Male"
"Paula Cole","Female"
"Pavel S. Kapinos","Male"
"Pavlina Tcherneva","Female"
"Pawan Jain","?"
"Pedro Saffi","Male"
"Peng Liu","?"
"Per Johansson","Male"
"Peter G. Klein","Male"
"Peter Norlander","Male"
"Peter Wakker","Male"
"Peter Nijkamp","Male"
"Peter Brummund","Male"
"Peter Boone","Male"
"Peter A. Petri","Male"
"Peter Martinsson","Male"
"Peter Kort","Male"
"Peter Arcidiacono","Male"
"Peter Phillips","Male"
"Peter H. Egger","Male"
"Peter McHenry","Male"
"Peter Skott","Male"
"Peter H. Huang","Male"
"Peter Berck","Male"
"Peter Groothuis","Male"
"Peter Berg","Male"
"Peter Cappelli","Male"
"Peter Hooper","Male"
"Peter R. Orszag","Male"
"Phil Saynisch","Male"
"Philip Ashton","Male"
"Philip Arestis","Male"
"Philip Garland Gayle","Male"
"Philipp Harting","Male"
"Pierre Boyer","Male"
"Pierre Siklos","Male"
"Pieter Serneels","Male"
"Pietro Calice","Male"
"Pinar Deniz","Female"
"Ping Wang","?"
"Plamen Nikolov","Male"
"Pradeep Agarwal","Male"
"Prathap Kasina","Male"
"Purvi Sevak","Female"
"Qi Li","?"
"Qing Li","?"
"Quang Vuong","Male"
"Quentin Duroy","Male"
"Quentin Wodon","Male"
"Rachel Cox","Female"
"Radford Schantz","Male"
"Radha Bhattacharya","?"
"Rafael Matta","Male"
"Rafael Schiozer","Male"
"Rahel Schomaker","Female"
"Rainer Jankowitsch","Male"
"Raj M. Desai","Male"
"Raja Kali","Male"
"Ralph Rogalla","Male"
"Ralph De Haas","Male"
"Ralph Stevens","Male"
"Ralph A. Walkling","Male"
"Raluca Roman","Female"
"Randy McFerrin","?"
"Randy Albelda","?"
"Raquel Oliveira","Female"
"Raymond Riezman","Male"
"Reagan Baughman","?"
"Rebecca Dizon-Ross","Female"
"Rebecca Chambers","Female"
"Remy Lecat","?"
"Rene Garcia","?"
"Rene Saran","?"
"Renne Adams","Female"
"Renu Kallianpur","Female"
"Rex Thompson","Male"
"Rey Hernández-Julián","Male"
"Rezwan Haque","Male"
"Rhonda Sharpe","Female"
"Ricardo Alonso","Male"
"Ricardo Correa","Male"
"Richard B. Freeman","Male"
"Richard W. Evans","Male"
"Richard Pomfret","Male"
"Richard M. H. Suen","Male"
"Richard Long","Male"
"Richard Hunt","Male"
"Richard U. Agesa","Male"
"Richard Anderson","Male"
"Richard Mansfield","Male"
"Richard W. Ryan","Male"
"Richard Sweeney","Male"
"Richard Klotz","Male"
"Richard V Adkisson","Male"
"Rick Aalbers","Male"
"Rick Gaskins","Male"
"Rima Turk Ariss","Female"
"Riza Demirer","?"
"Robert Baumann","Male"
"Robert Van Order","Male"
"Robert S. Huckman","Male"
"Robert Scott","Male"
"Robert Merton","Male"
"Robert Jarrow","Male"
"Robert Mooradian","Male"
"Robert Weathers","Male"
"Robert Innes","Male"
"Robert F. Schoeni","Male"
"Robert Gesumaria","Male"
"Robert Garlick","Male"
"Robert Östling","Male"
"Robert J. Town","Male"
"Robert Loube","Male"
"Robert S. Gibbons","Male"
"Robert M. LaJeunesse","Male"
"Robert Hiltonsmith","Male"
"Robert F. Owen","Male"
"Robert Reed","Male"
"Robert Cherry","Male"
"Robert E. Prasch","Male"
"Robert McMaster","Male"
"Roberto Samaniego","Male"
"Roberto Veneziani","Male"
"Roger Vickerman","Male"
"Roger Loh","Male"
"Roger Betancourt","Male"
"Roger Klein","Male"
"Roman Inderst","Male"
"Roman Sheremeta","Male"
"Ron H.S. Chan","Male"
"Ron Sands","Male"
"Ronald Blount","Male"
"Ronald Fischer","Male"
"Ronan C. Lyons","Male"
"Rong Hai","?"
"Rosa Matzkin","Female"
"Rosario Macario","?"
"Rose Lai","Female"
"Rosemarie Nagel","Female"
"Rosemary Avery","Female"
"Ross B. Emmett","Male"
"Rowan Leerentveld","?"
"Roy Mersland","Male"
"Roy Lowrance","Male"
"Roy Kouwenberg","Male"
"Rudi Rocha","?"
"Rune Midjord","Male"
"Rupa Duttagupta","Female"
"Russ Wermers","Male"
"Russell Jame","Male"
"Russell Ormiston","Male"
"Ruth Uwaifo Oyelere","Female"
"Ruth Milkman","Female"
"Ryan Petty","Male"
"Sadok El Ghoul","Male"
"Sally Klingel","Female"
"Salvador Contreras","Male"
"Sami Miaari","?"
"Samuel Reynard","Male"
"Samuel Paul Fraiberger","Male"
"Sandra Betton","Female"
"Sandra Orozco-Aleman","Female"
"Sandra Valentina Lizarazo","Female"
"Sandra Phillips","Female"
"Sandy Lai","?"
"Sanford E. DeVoe","Male"
"Sang Yoon (Tim) Lee","?"
"Sara Helms","Female"
"Sara Bernardo","Female"
"Sara Ray","Female"
"Sara Burrone","Female"
"Sara LaLumia","Female"
"Sara Ferreira Filipe","Female"
"Sarah Stein","Female"
"Sarah Neeley","Female"
"Sarah Mayhorter","Female"
"Sarah Kersten","Female"
"Sarah Pearlman","Female"
"Sarah Qian Wang","Female"
"Sarah Bohn","Female"
"Sarah Zimmerman","Female"
"Sarah L. Taubman","Female"
"Sarah Jane Glynn","Female"
"Sarah Cohodes","Female"
"Saul Meikes","Male"
"Scott Bauguess","Male"
"Scott Gilbert","Male"
"Scott Richardson","Male"
"Scott Littlehale","Male"
"Scott S. Rozelle","Male"
"Scott Wentland","Male"
"Scott McConnell","Male"
"Scott Andrew Imberman","Male"
"Scott E. Harrington","Male"
"Sean Lyons","Male"
"Sean Higgins","Male"
"Sebastian Gryglewicz","Male"
"Sebastian Brueckner","Male"
"Sebastian Kluth","Male"
"Sebastian Schief","Male"
"Sebastian Reinartz","Male"
"Serge Moresi","Male"
"Sergei Izmalkov","Male"
"Sergey Mityakov","Male"
"Sergio Gaspar","Male"
"Serguei Chervachidze","Male"
"Serguei Maliar","Male"
"Seth H. Giertz","Male"
"Seth Neumuller","Male"
"Seung Jung Lee","?"
"Sevcan Yesiltas","Female"
"Shachar Reichman","?"
"Shagun Pant","Female"
"Shah Manisha","?"
"Shalini Roy","Female"
"Shan Zhao","?"
"Shane Sherlund","Male"
"Shane S. Dikolli","Male"
"Shang Wu","Male"
"Shareen Joshi","Female"
"Shashwat Alok","Male"
"Shawn Rohlin","?"
"Shawn McCoy","?"
"Shawn A. Cole","?"
"Shelly Lundberg","Female"
"Sherry D. Kasper","Female"
"Shida Henneberry","Female"
"Shin Kanaya","?"
"Shoshana Amyra Grossbard","Female"
"Si Li","?"
"Siew Hong Teoh","?"
"Silvia Helena Barcellos","Female"
"Silvio Micali","Male"
"Simone Galperti","?"
"Simone Cerreia-Vioglio","?"
"Singleton John","?"
"Sirisha C. Naidu","Female"
"Sisi Zhang","Female"
"Sita Natraj Slavov","?"
"Siu Kei Wong","?"
"Skander Van den Heuvel","Male"
"Sofya Krutikova","Female"
"Sonal Vats","Female"
"Song Yueping","?"
"Sonya S. Lim","Female"
"Soohyun (Catherine) Oh","Female"
"Sophie Shive","Female"
"Sophie Ni","Female"
"Stanislav Rabinovich","?"
"Stefan Zeume","Male"
"Stefan Mayer","Male"
"Stefan Trautmann","Male"
"Stefan Gerlach","Male"
"Stefan Boes","Male"
"Stefano Solari","Male"
"Stefano DellaVigna","Male"
"Stefano Visintin","Male"
"Stephanie W. Wang","Female"
"Stephanie Cellini","Female"
"Stephanie Rennane","Female"
"Stephen Martin","Male"
"Stephen Whitefield","Male"
"Stephen J. Trejo","Male"
"Stephen Karpiak","Male"
"Stephen Burks","Male"
"Stephen Gibbons","Male"
"Stephen Billings","Male"
"Stephen Polasky","Male"
"Stephen Wu","Male"
"Stephen Paschall","Male"
"Stephen Terry","Male"
"Stephen M. Horner","Male"
"Stephen Locke","Male"
"Stephen G. Dimmock","Male"
"Steve Pressman","Male"
"Steve Pudney","Male"
"Steve Foerster","Male"
"Steve Rivkin","Male"
"Steve Rundle","Male"
"Steven Yamarik","Male"
"Steven McMullen","Male"
"Steven Sexton","Male"
"Steven J. Shapiro","Male"
"Steven Glazerman","Male"
"Steven Wu","Male"
"Steven Salop","Male"
"Sudhanshu Handa","Male"
"Sudip Gupta","Male"
"Sue K. Stockly","Female"
"Suhyun Jung","Female"
"Suleyman Basak","Male"
"Suman Gautam","?"
"Sungjin Cho","Male"
"Susan L. Averett","Female"
"Susan M. Dynarski","Female"
"Susan Wachter","Female"
"Susan Pozo","Female"
"Susan J. Lambert","Female"
"Susan Steiner","Female"
"Susan Bartlett","Female"
"Susan Schroeder","Female"
"Susanne Prantl","Female"
"Susmita Roy Das","Female"
"Svetlana Kirdina","Female"
"Svetlana Pashchenko","Female"
"Tabitha Knight","Female"
"Taiwo Olumide","?"
"Takako Nomi","Female"
"Tamara Nefedova","Female"
"Tamon Takamura","?"
"Tania Treibich","Female"
"Tanika Chakraborty","Female"
"Tanweer Akram","Male"
"Tanya S. Rosenblat","Female"
"Tao Ye","?"
"Tara Sinclair","Female"
"Taro Mieno","Male"
"Tatiana Alexandra Homonoff","Female"
"Ted Temzelides","Male"
"Teofilo Reyes","Male"
"Teresa Ghilarducci","Female"
"Terrance Odean","Male"
"Thao Le","Female"
"Theresa Gutberlet","Female"
"Thierry Kangoye","Male"
"Thierry Vanelslander","Male"
"Thierry Foucault","Male"
"Thomas D. Steffen","Male"
"Thomas M. Humphrey","Male"
"Thomas Blake","Male"
"Thomas Emmerling","Male"
"Thomas Roney","Male"
"Thomas Polley","Male"
"Thomas Dangl","Male"
"Thomas Chemmanur","Male"
"Thomas Kim","Male"
"Thomas Gilbert","Male"
"Thomas Schmid","Male"
"Thomas Lambert","Male"
"Thomas W. Spiller","Male"
"Thomas Ahn","Male"
"Thomas Lyon","Male"
"Thomas A Mroz","Male"
"Thomas Dohmen","Male"
"Thor Thoresen","Male"
"Thorsten Beck","Male"
"Tibor Zavadil","Male"
"Till von Wachter","Male"
"Tim Koechlin","Male"
"Tim Kautz","Male"
"Timothy Simin","Male"
"Timothy M. Diette","Male"
"Timothy Wunder","Male"
"Timothy Baker","Male"
"Timothy Kehoe","Male"
"Timothy Fitzgerald","Male"
"Tisha Emerson","Female"
"Tiziana Assenza","Female"
"Toan Phan","Male"
"Tobias Muhlhofer","Male"
"Toby Bolsen","?"
"Todd Elder","Male"
"Todd Sandler","Male"
"Todd Kuethe","Male"
"Tom Weisskopf","Male"
"Tom S. Vogl","Male"
"Tomasz Swiecki","Male"
"Tomislav Vukina","Male"
"Tong Yu","?"
"Tong Yao","?"
"Tonia Warnecke","Female"
"Tony Fang","Male"
"Torsten Santavirta","Male"
"Tracy Xu","Female"
"Trevon D. Logan","?"
"Trevor Young-Hyman","Male"
"Troy Martin","Male"
"Trudi Jane Renwick","Female"
"Tyler Ransom","?"
"Tyler Cowen","?"
"Ulrich Fritsche","Male"
"Una Okonkwo Osili","Female"
"Usha Nair-Reichert","?"
"Valentina Hartarska","Female"
"Valery Topinsky","?"
"Vanya Horneff","?"
"Vasiliki Skreta","Female"
"Vedran Capkun","Male"
"Veronika Pool","Female"
"Veronique Simonnet","Female"
"Victoria Vernon","Female"
"Victoria Prowse","Female"
"Ville Rantala","Male"
"Vincent Pohl","Male"
"Vladimir Vladimirov","Male"
"Wael Moussa","Male"
"Walid Marrouch","Male"
"Walker F. Todd","?"
"Walter Enders","Male"
"Walter Torous","Male"
"Walter Stromquist","Male"
"Walter Boudry","Male"
"Walter D'Lima","Male"
"Warren Anderson","Male"
"Wayne Passmore","Male"
"Wayne Edwards","Male"
"Wayne A. Grove","Male"
"Wei Cui","?"
"Wendy Stock","Female"
"Wesley W. Wilson","Male"
"Whitney Peake","?"
"Wilbert van der Klaauw","Male"
"Wilfred Dolfsma","Male"
"Will Wheeler","Male"
"William Mullins","Male"
"William Cooper","Male"
"William White","Male"
"William J. Mayew","Male"
"William A. Pizer","Male"
"William Gerken","Male"
"William McGuire","Male"
"William A. Darity, Jr","Male"
"William Walstad","Male"
"William Redmond","Male"
"William L. Goffe","Male"
"William Milberg","Male"
"William Waller","Male"
"William F. Bassett","Male"
"Wolf Heinrich Reuter","?"
"Xavier D'Haultfoeuille","Male"
"Xi Yang","?"
"Xi Dong","?"
"Xiao Jiang","?"
"Xiao Qiao","?"
"Xiaoying Deng","Female"
"Xin Wang","?"
"Xin Huang","?"
"Xin Xie","?"
"Xin Xu","?"
"Xing Zhou","?"
"Xuan Liu","?"
"Xuan Tian","?"
"Xun Bian","?"
"Yan Chen","?"
"Yan Chang","?"
"Yan Liang","?"
"Yang Du","?"
"Yang Wang","?"
"Yaniv Reingewertz","Male"
"Yasushi Hamao","Male"
"Yelena Kalyuzhnova","Female"
"Yi Wen","?"
"Yiannis Kitromilides","Male"
"Ying Zhen","?"
"Yingying Dong","Female"
"Yiqing Xing","Female"
"Yong Suk Lee","Male"
"Yoram Bauman","Male"
"Yuan Liao","?"
"Yuichiro Kamada","Male"
"Yulia Muzyrya","Female"
"Yuming Fu","Male"
"Yuri Tserlukevich","?"
"Yuriy Pylypchuk","Male"
"Yuya Sasaki","Male"
"Zachary Grossman","Male"
"Zachary Catanzarite","Male"
"Zahid Samancioglu","Male"
"Zahid Iqbal","Male"
"Zev J. Eigen","Male"
"Zhong Zhao","?"
"Zhuo (Adam) Chen","?"
"Zijun Luo","?"
"Zoe Tsesmelidakis","Female"
"Zuzana Brixiová","Female"
"Zuzana Fungacova","Female"
"Zuzana Brixiova","Female"
"A. Abigail Payne","Female"
"A. H. van der Weijde","Male"
"A. Joseph Warburton","Male"
"A.N. Orisakwe","Male"
"Aaron Chatterji","Male"
"Abebe Shimeles","Male"
"Abhijit Banerjee","Male"
"Abhiroop Mukherjee","Male"
"Adair Morse","Female"
"Adam Leive","Male"
"Adam Sacarny","Male"
"Adam Szeidl","Male"
"Adi Sunderam","Male"
"Adriaan Soetevent","Male"
"Adrian Babin","Male"
"Adrian Buss","Male"
"Adrian Lopes","Male"
"Adriana Lleras-Muney","Female"
"Adrien Verdelhan","Male"
"Agnes Quisumbing","Female"
"Agnes Tomini","Female"
"Ahmed Tahoun","Male"
"Aitor Erce","Male"
"Ajay Agrawal","Male"
"Ajay Subramanian","Male"
"Akpan Ekpo","Male"
"Akshaya Jha","Male"
"Alan Barreca","Male"
"Alan Moreira","Male"
"Alberto Abadie","Male"
"Alberto Cavallo","Male"
"Alberto Chong","Male"
"Alberto Galasso","Male"
"Alberto Martin","Male"
"Alberto Salvo","Male"
"Aldo Rustichini","Male"
"Alejandro Justiniano","Male"
"Alessandra Cassar","Female"
"Alessandra Voena","Female"
"Alessandro Dovis","Male"
"Alessandro Gavazza","Male"
"Alessandro Previtero","Male"
"Alessandro Rebucci","Male"
"Alessio Saretto","Male"
"Alex Solis","Male"
"Alexander Dyck","Male"
"Alexander Galetovic","Male"
"Alexander Ljungqvist","Male"
"Alexander Rothenberg","Male"
"Alexander Strand","Male"
"Alexandra Roulet","Female"
"Alexei Onatski","Male"
"Alice Chen","Female"
"Alireza Tahbaz-Salehi","Male"
"Allan Collard-Wexler","Male"
"Allan Timmermann","Male"
"Allison Shertzer","Female"
"Alp Simsek","Male"
"Alpay Filiztekin","Male"
"Amalia R. Miller","Female"
"Amanda E. Kowalski","Female"
"Amanda Starc","Female"
"Amartya Lahiri","Male"
"Amir Sufi","Male"
"Amir Yaron","Male"
"Amit Gandhi","Male"
"Amit Seru","Male"
"Amitabh Chandra","Male"
"Amitrajeet Batabyal","Male"
"Ananta Neelim","Male"
"Ananth Seshadri","Male"
"Ander Perez","Male"
"Andra Ghent","Female"
"André F. Veiga","Male"
"Andre Lucas","Male"
"Andrea Caggese","Male"
"Andrea Eisfeldt","Female"
"Andrea Prat","Male"
"Andrea Tambalotti","Male"
"Andreas Fuster","Male"
"Andreas Leibbrandt","Male"
"Andreas Moxnes","Male"
"Andreas Mueller","Male"
"Andrei Kirilenko","Male"
"Andrei Levchenko","Male"
"Andrei Shleifer","Male"
"Andrei Zlate","Male"
"Andres Erosa","Male"
"Andres Fernandez","Male"
"Andres Zambrano","Male"
"Andrew Ang","Male"
"Andrew Atkeson","Male"
"Andrew Beath","Male"
"Andrew Caplin","Male"
"Andrew Ellul","Male"
"Andrew Haughwout","Male"
"Andrew Paciorek","Male"
"Andrew Shephard","Male"
"Angela Vossmeyer","Female"
"Angelo Mele","Male"
"Angus Deaton","Male"
"Anh Le","Male"
"Anming Zhang","Male"
"Ann Bartel","Female"
"Ann Wolverton","Female"
"Anna Aizer","Female"
"Anna Mikusheva","Female"
"Anna Pavlova","Female"
"Anna Piil Damm","Female"
"Anna Simoni","Female"
"Anne Morrison Piehl","Female"
"Anqi Li","Female"
"Anthony Webb","Male"
"Antoinette Schoar","Female"
"Anton Korinek","Male"
"Antonio Falato","Male"
"Antonio Merlo","Male"
"Anup Malani","Male"
"Anusa Datta","Female"
"Anusha Chari","Female"
"Anzelika Zaiceva","Female"
"Aparajita Goyal","Female"
"Aprajit Mahajan","Male"
"Ariaster Chimeli","Male"
"Ariel Burstein","Male"
"Ariel Pakes","Male"
"Arindrajit Dube","Male"
"Arjen Siegmann","Male"
"Armagan Gezici","Female"
"Armagan Gezici","Male"
"Arnaud Costinot","Male"
"Arnaud Maurel","Male"
"Arthur Kennickell","Male"
"Arvind Krishnamurthy","Male"
"Asadul Islam","Male"
"Asaf Manela","Male"
"Ashley Swanson","Female"
"Ashwini Agrawal","Male"
"Aspen Gorry","Male"
"Asuman Ozdaglar","Female"
"Ata Can Bertay","Male"
"Athena Roumboutsos","Female"
"Attila Ambrus","Male"
"Augustin Landier","Male"
"Avanidhar Subrahmanyam","Male"
"Avi Goldfarb","Male"
"Ayca Kaya","Female"
"Ayse Ozgur Pehlivan","Female"
"Aysegul Sahin","Female"
"B. Can Karahasan","Male"
"B. Espen Eckbo","Male"
"B. Kelsey Jack","Female"
"Bakhrom Mirkasimov","Male"
"Balasz Egert","Male"
"Bansi Sawhney","Male"
"Baolian Wang","Male"
"Baozhong Yang","Male"
"Bart Hobijn","Male"
"Basab Dasgupta","Male"
"Basit Zafar","Male"
"Bastiaan Oud","Male"
"Ben Faber","Male"
"Benjamin Olken","Male"
"Benjamin Ranish","Male"
"Benjamin Roin","Male"
"Benoit Julien","Male"
"Bent Sorensen","Male"
"Beom Jun Kim","Male"
"Berardino Palazzo","Male"
"Berhanu Nega","Male"
"Bernardo Guimaraes","Male"
"Bernd Schwaab","Male"
"Bhashkar Mazumder","Male"
"Bhaven Sampat","Male"
"Bibek Adhikari","Male"
"Bige Kahraman","Female"
"Bilesha Weeraratne","Female"
"Bing-ru Teh","Male"
"Binglin Gong","Female"
"Biswo Poudel","Male"
"Bjorn Gustafsson","Male"
"Björn Tyrefors-Hinnerich","Male"
"Bo Cowgill","Male"
"Boris Nikolov","Male"
"Boromeus Wanengkirtyo","Male"
"Brad Barber","Male"
"Bradley Larsen","Male"
"Brandice Canes-Wrone","Female"
"Brandynn Holgate","Female"
"Brant Abbott","Male"
"Braz Camargo","Male"
"Brendan Livingston","Male"
"Brendan Price","Male"
"Brent Ambrose","Male"
"Brent Glover","Male"
"Brent Neiman","Male"
"Brett Green","Male"
"Brian Jacob","Male"
"Brian Melzer","Male"
"Brigitte Madrian","Female"
"Bruce D. Meyer","Male"
"Bruno Biais","Male"
"Bruno Caprettini","Male"
"Bruno Strulovici","Male"
