"author","gender"
"Leonardo Auernheimer","Male"
"Leonie Gerhards","?"
"Leopoldo Montaudo","Male"
"Lesley Turner","?"
"Levent Celik","Male"
"Li Liu","?"
"Li Lin","?"
"Liang Peng","?"
"Lily Zhou","Female"
"Lin Ma","?"
"Linda Rousova","Female"
"Linda Babcock","Female"
"Linda Loubert","Female"
"Lindsay Daugherty","Female"
"Ling Chen","?"
"Ling Feng","?"
"Ling Huang","?"
"Linlin Ma","Female"
"Linnea Polgreen","Female"
"Lisa Gennetian","Female"
"Lisa Szykman","Female"
"Lisa D. Cook","Female"
"Lise Vesterlund","Female"
"Livia Chitu","Female"
"Liyan Yang","Female"
"Logan T. Lewis","?"
"Lonnie Golden","?"
"Lorenzo E. Bernal-Verdugo","Male"
"Lori Bennear","Female"
"Lori Beaman","Female"
"Lowell J. Taylor","Male"
"Lowell Turner","Male"
"Lu Zheng","?"
"Luca Pieroni","Male"
"Lucie Gadenne","Female"
"Ludovic Phalippou","Male"
"Luigi Bonatti","Male"
"Luisa Blanco","Female"
"Lukas Menkhoff","Male"
"Luz Marina Arias","Female"
"Lynne Chester","Female"
"Maarten Voors","Male"
"Maciej H. Kotowski","Male"
"Madhu Khanna","?"
"Madhu Kalimipalli","?"
"Mahmoud AbdelBaky","Male"
"Maike Schmitt","Female"
"Maja Adena","Female"
"Maksym Invanyna","Male"
"Malcolm Sawyer","Male"
"Malcolm Wardlaw","Male"
"Mandie Weinandt","Female"
"Manuel Alejandro Hernandez","Male"
"Manuel Reyes-Loya","Male"
"Manuel Buitrago","Male"
"Manuel Martins","Male"
"Manuel Illueca Munoz","Male"
"Marc Gurgand","Male"
"Marc Vothknecht","Male"
"Marc Martos-Vila","Male"
"Marc Rockmore","Male"
"Marc Fleurbaey","Male"
"Marcella Corsi","Female"
"Marcello Estevao","Male"
"Marcelo Soto","Male"
"Marcelo J. Moreira","Male"
"Marcelo Rezende","Male"
"Marco Janssen","Male"
"Marco Casari","Male"
"Marcus Mobius","Male"
"Marcus Berliant","Male"
"Marcus M. Opp","Male"
"Margaret Yap","Female"
"Margaret Simms","Female"
"Margaret McConnell","Female"
"Maria Jiménez Buedo","Female"
"Maria Genoni","Female"
"Maria Bigoni","Female"
"Maria Koumenta","Female"
"Maria Soledad Martinez Peria","Female"
"Marian Vidal-Fernandez","Female"
"Marianna Belloc","Female"
"Marie Claire Villeval","Female"
"Marie Duggan","Female"
"Marie Petkus","Female"
"Marilyn Power","Female"
"Mario Seccareccia","Male"
"Marisa Gudrais","Female"
"Mark Ivaldi","Male"
"Mark Armstrong","Male"
"Mark D. White","Male"
"Mark Grinblatt","Male"
"Mark Thoma","Male"
"Mark Jamison","Male"
"Mark J Kutzbach","Male"
"Mark Kurt","Male"
"Mark Skidmore","Male"
"Mark Eiswerth","Male"
"Mark R. Rosenzweig","Male"
"Mark Skousen","Male"
"Markus Hahn","Male"
"Markus Leippold","Male"
"Marlene Kim","Female"
"Marshall Auerback","Male"
"Martha A. Starr","Female"
"Martin Kraal","Male"
"Martin Weidner","Male"
"Martina Bjorkman Nyqvist","Female"
"Mary Hirschfeld","Female"
"Mary E. Lovely","Female"
"Mary Hamman","Female"
"Mary McGarvey","Female"
"Mary V. Wrenn","Female"
"Maryam Naghsh Nejad","Female"
"Marzena Rostek","Female"
"Masaaki Mizuochi","Male"
"Masahiro Kawai","Male"
"Massimiliano Croce","Male"
"Massimo Marinacci","Male"
"Matthew O. Jackson","Male"
"Matthew Lowe","Male"
"Matthew Piszczek","Male"
"Matthew Bezreh","Male"
"Matthew Rabin","Male"
"Matthew Osborne","Male"
"Matthew Cushing","Male"
"Matthew Gustafson","Male"
"Matthias Krapf","Male"
"Matti Keloharju","?"
"Maureen O'Hara","Female"
"Mauricio J. Varela","Male"
"Max Bazerman","Male"
"Max Croce","Male"
"Meenakshi Beri","Female"
"Mehmet Balcilar","Male"
"Mehmet Yaya","Male"
"Meike Bartels","Female"
"Melanie Khamis","Female"
"Mi Zhou","?"
"Micah S. Officer","?"
"Michael Rebello","Male"
"Michael C. Burda","Male"
"Michael Eriksen","Male"
"Michael W. L. Elsby","Male"
"Michael Collins","Male"
"Michael McWilliams","Male"
"Michael Hillard","Male"
"Michael Wolf","Male"
"Michael Murray","Male"
"Michael Yankovich","Male"
"Michael Fichter","Male"
"Michael S. Dahl","Male"
"Michael Kuhn","Male"
"Michael Parkin","Male"
"Michael David Bordo","Male"
"Michael Palumbo","Male"
"Michael Wasser","Male"
"Michael K. Price","Male"
"Michael Mazzeo","Male"
"Michael Reich","Male"
"Michael Hanemann","Male"
"Michael Fleming","Male"
"Michael Watts","Male"
"Michael Szenberg","Male"
"Michael Podgursky","Male"
"Michael T. Owyang","Male"
"Michael Thomsen","Male"
"Michael Lemmon","Male"
"Michal Fabinger","?"
"Michele Naples","Female"
"Michelle Miller","Female"
"Milena Petrova","Female"
"Min Seong Kim","?"
"Min Dai","?"
"Mina Baliamoune-Lutz","?"
"Mine Z. Senses","?"
"Mine Yucel","?"
"Ming Pu","?"
"Minh Cong Nguyen","?"
"Miriam Jorgensen","Female"
"Miriam Schwartz-Ziv","Female"
"Mirza Trokic","?"
"Mohammad Hashem Pesaran","Male"
"Moira Daly","Female"
"Moritz Meyer-ter-Vehn","Male"
"Morris Altman","Male"
"Moussa P. Blimpo","Male"
"Mrinal Ghosh","?"
"Muhammad Umar Boodoo","Male"
"Murat Seker","Male"
"Mustafa Karaman","Male"
"Nachum Sicherman","Male"
"Nada Eissa","Female"
"Nadia Doytch","Female"
"Nadia Greenhalgh-Stanley","Female"
"Nadim Ahmad","Male"
"Nadine Riedel","Female"
"Nancy Cartwright","Female"
"Naoki Tsuchiya","Male"
"Narayan Bulusu","Male"
"Natalia Lazzati","Female"
"Natalia Bracarense","Female"
"Nathan W. Chan","Male"
"Nathan Balke","Male"
"Nathan Fiala","Male"
"Nathan Rollins","Male"
"Nathan Petek","Male"
"Nathaniel A. Throckmorton","Male"
"Nazmul Hassan","Male"
"Neal H. Olitsky","Male"
"Neil C. Thompson","Male"
"Nels P. Christiansen","Male"
"Nelson Villoria","Male"
"Ngina Chiteji","Female"
"Niall Keleher","Male"
"Nicholas L. Wilson","Male"
"Nicholas Jolly","Male"
"Nicholas E. Flores","Male"
"Nicholas A. Bloom","Male"
"Nick Mader","Male"
"Nicole Simpson","Female"
"Niels Rietveld","Male"
"Niki Dickerson von Lockette","?"
"Niklas Huether","Male"
"Nikolaos Theodoropoulos","Male"
"Nina Thelen","Female"
"Nina Shapiro","Female"
"Nobuko Nagase","Female"
"Norberto Pignatti","Male"
"Ohad Kadan","Male"
"Olaf Korn","Male"
"Olga Shurchkov","Female"
"Oliver Spalt","Male"
"Omar Licandro","Male"
"Oral Capps","Male"
"Orazio Pietro Attanasio","Male"
"Oren Levin-Waldman","Male"
"Oskar R. Harmon","Male"
"Ousman Gajigo","Male"
"Pablo Ibarraran","Male"
"Pablo David Fajgelbaum","Male"
"Pablo Hernandez","Male"
"Pablo D'Erasmo","Male"
"Paddy Quick","?"
"Paige Marta Skiba","Female"
"Paolo Colla","Male"
"Paolo Porchia","Male"
"Paolo Gelain","Male"
"Pascal Petit","?"
"Pascal Lavergne","?"
"Patrick Premand","Male"
"Patrick McGuire","Male"
"Patrick O. Aboagye","Male"
"Patrick Warren","Male"
"Patrick Hummel","Male"
"Patrick McCarthy","Male"
"Patrick Behr","Male"
"Paul Glewwe","Male"
"Paul Thistle","Male"
"Paul L. Joskow","Male"
"Paul Cooney","Male"
"Paul J. Zak","Male"
"Paul Davidson","Male"
"Paul Castaneda Dower","Male"
"Paul L. E. Grieco","Male"
"Paul Oslington","Male"
"Paul Moon Sub Choi","Male"
"Paul Heidhues","Male"
"Paul Whelan","Male"
"Paul Calem","Male"
"Paul Heisey","Male"
"Paulo dos Santos","Male"
"Pedro Conceicao","Male"
"Pedro Santa-Clara","Male"
"Pedro A. Alviola","Male"
"Pedro Matos","Male"
"Pedro Saffi","Male"
"Pedro C. Vicente","Male"
"Peter H. Nickerson","Male"
"Peter D. Loeb","Male"
"Peter Nijkamp","Male"
"Peter Cappelli","Male"
"Peter Berg","Male"
"Peter Skott","Male"
"Peter Coy","Male"
"Peter Arcidiacono","Male"
"Peter Dorman","Male"
"Peter Hordahl","Male"
"Peter Schuhmann","Male"
"Peter I. Buerhaus","Male"
"Phil Phillip Oreopoulos","Male"
"Philip Swagel","Male"
"Philip Howard","Male"
"Philip Arestis","Male"
"Philip Saure","Male"
"Pia Raffler","Female"
"Pierre L. Siklos","Male"
"Pieter Bottelier","Male"
"Pietro Garibaldi","Male"
"Pietro Ortolova","Male"
"Pradeep Agarwal","Male"
"Pritha Dev","Female"
"Priyanka Anand","Female"
"Przemyslaw Jeziorski","Male"
"Qian (Lydia) He","?"
"Qin Lian","?"
"Quang Vuong","Male"
"Quentin T. Wodon","Male"
"Rachel Connelly","Female"
"Rachel Garshick Kleit","Female"
"Rachid Lajaaj","Male"
"Radu ban","Male"
"Rafael Gomez","Male"
"Rahul Lahoti","Male"
"Rajeev Darolia","Male"
"Rajeev Sooreea","Male"
"Rajesh Aggarwal","Male"
"Rajiv Sethi","Male"
"Ralph de Haas","Male"
"Ralph Stinebrickner","Male"
"Rama Seth","?"
"Ramon Garcia Fernandez","Male"
"Ramya M. Vijaya","Female"
"Ran Lu","?"
"Randal R. Rucker","Male"
"Randall Blair","Male"
"Randall Akee","Male"
"Raphael Sebastian Schoenle","Male"
"Raphael Calel","Male"
"Raphael A. Auer","Male"
"Ray Boddy","Male"
"Ray Zimmerman","Male"
"Rayna A. Sage","Female"
"Razvan Vlaicu","Male"
"Rebeca Gomez Betancourt","Female"
"Reid W. Click","?"
"Ren Mu","?"
"Rene Garcia","?"
"Renee Adams","Female"
"Renuka Sane","Female"
"Reto Odermatt","Male"
"Reuben Ford","Male"
"Ricardo Correa","Male"
"Richard Frankel","Male"
"Richard Lowery","Male"
"Richard V. Adkisson","Male"
"Richard Peter","Male"
"Richard Roll","Male"
"Richard A. Price, III","Male"
"Richard Levich","Male"
"Richard Fowles","Male"
"Richard V. Burkhauser","Male"
"Richard P.F. Holt","Male"
"Richard Martin","Male"
"Richard McIntyre","Male"
"Richard U. Agesa","Male"
"Rik Frehen","Male"
"Rita Ray","Female"
"Ritesh Banerjee","Male"
"Riza Demirer","?"
"Robert Kollmann","Male"
"Robert Innes","Male"
"Robert McClelland","Male"
"Robert W. Dimand","Male"
"Robert Gutman","Male"
"Robert Fakudze","Male"
"Robert Valletta","Male"
"Robert Oandasan","Male"
"Robert G. Hammond","Male"
"Robert Santillano","Male"
"Robert Mundell","Male"
"Robert Schonlau","Male"
"Robert Murphy","Male"
"Robert Forrant","Male"
"Robert Cull","Male"
"Robert Garnett","Male"
"Robert Thornton","Male"
"Robert E. Lucas, Jr","Male"
"Robert McMaster","Male"
"Robert Scott","Male"
"Robert Korajczyk","Male"
"Robert Nash","Male"
"Robert J. Tetlow","Male"
"Robert J. Shiller","Male"
"Robert L. Pennington","Male"
"Robert A. Pollak","Male"
"Roberto M. Billi","Male"
"Roberto Serrano","Male"
"Roberto Samaniego","Male"
"Roberto Coronado","Male"
"Robin Hahnel","?"
"Rodolfo Nayga","Male"
"Rodolphe Desbordes","Male"
"Rodrigo Castelo","Male"
"Rodrigo Novinski","Male"
"Roger Myerson","Male"
"Roger Wilkins","Male"
"Roger McCain","Male"
"Roger Stein","Male"
"Roger Bate","Male"
"Roger Edelen","Male"
"Roger B. Butters","Male"
"Rogerio Mazali","Male"
"Rohan Chinchwadkar","Male"
"Roland G. Fryer, Jr","Male"
"Roland Füss","Male"
"Roland Pongou","Male"
"Roman Sysuyev","Male"
"Ron Mittelhammer","Male"
"Ronald J. Shadbegian","Male"
"Ronald Goettler","Male"
"Ronald C. Kessler","Male"
"Ronald U. Mendoza","Male"
"Ronald D. Sands","Male"
"Ronelle Burger","?"
"Rong Wang","?"
"Ronnie Sadka","?"
"Rosa Matzkin","Female"
"Rudi Bachmann","?"
"Rui Neiva","?"
"Rui Li","?"
"Rupa Banerjee","Female"
"Ruth Uwaifo","Female"
"Ruth Vargas Hill","Female"
"Ryan Williams","Male"
"Ryan C. McDevitt","Male"
"Ryan Riordan","Male"
"Ryoji Ito","Male"
"Ryon Cobb","Male"
"Sabina Ohri Gandhi","Female"
"Sabine Wende","Female"
"Sam Allgood","?"
"Sam Kleiner","?"
"Sambit Bhattacharyya","Male"
"Samuel Knupfer","Male"
"Samuel M. Marshall","Male"
"Samuel Myers","Male"
"Samuel Bowles","Male"
"Sandra Rigot","Female"
"Sandra L. Decker","Female"
"Sandra Lizarazo","Female"
"Sangeeta Pratap","Female"
"Santiago Carbo-Valverde","Male"
"Santiago Cueto","Male"
"Sapna Kaul","Female"
"Sara Hsu","Female"
"Sarah E. Turner","Female"
"Sarah B. Cosgrove","Female"
"Sarah Qian Wang","Female"
"Sarah Bohn","Female"
"Sarah Fulmer","Female"
"Sascha O. Becker","?"
"Scott Cederburg","Male"
"Scott Richardson","Male"
"Scott Fullwiler","Male"
"Scott J. Savage","Male"
"Scott Masten","Male"
"Scott M. Fuess, Jr","Male"
"Scott Imberman","Male"
"Scott Gehlbach","Male"
"Scott Van Buren","Male"
"Scott Gilbert","Male"
"Se Yan","?"
"Sean Orzol","Male"
"Sean P. Corcoran","Male"
"Sebastian Krautheim","Male"
"Sebastian Hauptmeier","Male"
"Sebastian Rausch","Male"
"Sebastian Levine","Male"
"Sebastian Martinez","Male"
"Sebastien Miroudot","Male"
"Selahattin Imrohoroglu","Male"
"Selva Demiralp","Male"
"Semyon Malamud","Male"
"Sergio Cámara Izquierdo","Male"
"Serhiy Stepanchuk","Male"
"Serkan Ozbeklik","Male"
"Seth Carpenter","Male"
"Seth Giertz","Male"
"Shahnaz Abdullah","Female"
"Sharon O'Donnell","Female"
"Shashi Kolavalli","?"
"Shawn Thomas","?"
"Shawn Ni","?"
"Sheikh Shahnawaz","Male"
"Sheldon Danziger","Male"
"Shelly Lundberg","Female"
"Sheng Huang","Male"
"Shereef Ellaboudy","Male"
"Sheri Tice","Female"
"Sherry Xin Li","Female"
"Shiran Rachmilevitch","?"
"Sidney Resnick","?"
"Siew Hoon Lim","?"
"Silvia Saccardo","Female"
"Simone Cerreia-Vioglio","?"
"Siobhan O'Keefe","Female"
"Solomon Polachek","Male"
"Song Lin","?"
"Sonia Jaffe","Female"
"Sonia Bhalotra","Female"
"Sophie Ni","Female"
"Sophie Moinas","Female"
"Sorin Sorescu","Male"
"Sotiris Georganas","Male"
"Soumya Balasubramanya","?"
"Sourav Batabyal","Male"
"Stacey McMorrow","Female"
"Stacy Dale","Female"
"Stan Veuger","Male"
"Stefania Bortolotti","Female"
"Stefano Scarpetta","Male"
"Stefano DellaVigna","Male"
"Stephanie Kelton","Female"
"Stephanie Seguino","Female"
"Stephen Utkus","Male"
"Stephen Meardon","Male"
"Stephen Sheppard","Male"
"Stephen L. Ross","Male"
"Stephen Boucher","Male"
"Stephen Kinsella","Male"
"Stephen DeLoach","Male"
"Stephen Wu","Male"
"Stephen Turnovsky","Male"
"Stephen Terry","Male"
"Stephen F. Hamilton","Male"
"Stephen Ross Yeaple","Male"
"Stephen Bryan","Male"
"Sterling Huang","?"
"Steve Scott","Male"
"Steve Crawford","Male"
"Steve Onyeiwu","Male"
"Steve Ho","Male"
"Steve Payson","Male"
"Steven Pressman","Male"
"Steven Grenadier","Male"
"Steven N. Durlauf","Male"
"Steven J. Tepper","Male"
"Steven J. Shapiro","Male"
"Stuart Glosser","Male"
"Subhankar Nayak","Male"
"Sulaiman Sulaiman","Male"
"Suresh de Mel","Male"
"Susan Wachter","Female"
"Susan McElroy","Female"
"Susan Walker","Female"
"Susan Lambert","Female"
"Susan Godlonton","Female"
"Susan K. Schroeder","Female"
"Susan N. Houseman","Female"
"Susan Payne Carter","Female"
"Susanne Neckermann","Female"
"Suzanne Macartney","Female"
"Sven Sassning","Male"
"Svetlana Kirdina","Female"
"Swati Ghosh","Female"
"Sweta Saxena","Female"
"Tae Hoon Oum","?"
"Takashi Yamagata","?"
"Takeshi Murooka","Male"
"Taya Dumrongrittikul","Female"
"Tayfun Sonmez","Male"
"Ted O'Donoghue","Male"
"Ted Temzelides","Male"
"Terrence Hendershott","Male"
"Theo Vermaelen","Male"
"Therese Lindahl","Female"
"Thierry Foucault","Male"
"Thierry Kangoye","Male"
"Thomas Hartmann-Wendels","Male"
"Thomas Reardon","Male"
"Thomas Thibodeau","Male"
"Thomas Walker","Male"
"Thomas Le Barbanchon","Male"
"Thomas Eisenbach","Male"
"Thomas McCurdy","Male"
"Thomas Hildebrand","Male"
"Thomas Dallery","Male"
"Thomas R. Ireland","Male"
"Thomas A. Kochan","Male"
"Thomas Kniesner","Male"
"Thomas Buchmueller","Male"
"Thomas F. Cargill","Male"
"Thomas R. Berry-Stolzle","Male"
"Thorsten Beck","Male"
"Thorsten Moenig","Male"
"Tiago Mata","Male"
"Tien Foo Sing","?"
"Tim Dowd","Male"
"Tim Mount","Male"
"Tim Diette","Male"
"Tim O. Berg","Male"
"Tim Kelley","Male"
"Timothy M. Riddiough","Male"
"Timothy M. Smeeding","Male"
"Timothy J. Bartik","Male"
"Timothy Richards","Male"
"Timothy Johnson","Male"
"Timothy J. Dowd","Male"
"Tisha L.N. Emerson","Female"
"Tito Boeri","Male"
"Tiziana Assenza","Female"
"Tobias Veith","Male"
"Tobias Cwik","Male"
"Todd Rogers","Male"
"Tomasz Sadzik","Male"
"Tomasz Strzalecki","Male"
"Tommy Cooper","Male"
"Topher McDougal","Male"
"Torsten Heinrich","Male"
"Traci L. Mach","Female"
"Tracy Wang","Female"
"Tracy Xiao Liu","Female"
"Trevon D. Logan","?"
"Tricia Olsen","Female"
"Trudi J. Renwick","Female"
"Tu Nguyen","?"
"Turan Bali","Male"
"Ty Turley","?"
"Tzachi Zach","Male"
"Ulrich K. Mueller","Male"
"Uma Kambhampati","Female"
"Una Okonkwo Osili","Female"
"Urs Peyer","Male"
"Valentine Gilbert","?"
"Valerie Cerra","Female"
"Valerie Rawlston Wilson","Female"
"Vanessa Berenguer-Rico","Female"
"Vania Sena","Female"
"Veronika Krepely Pool","Female"
"Vicki A. McCracken","Female"
"Vidhi Chhaochharia","Female"
"Vijaya Marisetty","Female"
"Vikas Agarwal","Male"
"Ville Rantala","Male"
"Vincent Vicard","Male"
"Vincent Fardeau","Male"
"Virginie Pérotin","Female"
"Vjollca Sadiraj","Female"
"Vladimir Hlasny","Male"
"Vladimir Sokolov","Male"
"Volker Radeloff","Male"
"Vyacheslav Fos","Male"
"Wael Moussa","Male"
"Wallace Huffman","Male"
"Walter Boudry","Male"
"Warren C. Whatley","Male"
"Wayne K. Talley","Male"
"Wayne B. Gray","Male"
"Wei Dong","?"
"Wendy Stock","Female"
"Wesley Gray","Male"
"Wilbert van der Klaauw","Male"
"Will Armstrong","Male"
"William N. Goetzmann","Male"
"William Dickens","Male"
"William Spriggs","Male"
"William Gentry","Male"
"William T. Alpert","Male"
"William A. Darity, Jr","Male"
"William Jackson","Male"
"William Becker","Male"
"William M. Dugger","Male"
"William Bosshardt","Male"
"William M. Rodgers III","Male"
"William Waller","Male"
"William L. Goffe","Male"
"William B. Walstad","Male"
"William Carrington","Male"
"William H. McGuire","Male"
"Willy Walter Cortez Yactayo","Male"
"Wioletta Dziuda","Female"
"Wolf Wagner","?"
"Wolfgang Haerdle","Male"
"Xavier Vives","Male"
"Xian Sun","?"
"Xiaoyan Lei","Female"
"Xin Chang","?"
"Xing Huang","?"
"Xu Lin","?"
"Xuan Tian","?"
"Xun Tang","?"
"Xun Bian","?"
"Yan Liang","?"
"Yan Chen","?"
"Yan Albert Wang","?"
"Yan Li","?"
"Yana van der Meulen Rodgers","Female"
"Yanis Varoufakis","?"
"Yaniv Reingewertz","Male"
"Yann Giraud","?"
"Yannick Kalantzis","?"
"Yanyan Liu","Female"
"Yao Luo","?"
"Yasser Boualam","Male"
"Yasushi Hamao","Male"
"Ye Cai","?"
"Yifan Zhang","?"
"Yifan Yu","?"
"Yifei Zhong","Male"
"Ying Zhen","?"
"Yiqing Xie","Female"
"Yoko Tanaka","Female"
"Yong Chen","Male"
"Yoram Bauman","Male"
"Yu Jin","?"
"Yue Ma","?"
"Yulia Davydova","Female"
"Yuming Fu","Male"
"Yuna Di","Female"
"Yuri Tserlukevich","?"
"Yves Zamboni","?"
"Zeina Alsalman","Female"
"Zhan Shi","?"
"Zhen Liu","?"
"Zheng (Michael) Song","?"
"Zhiyuan Li","?"
"Zhong Zhao","?"
"Zuzana Fungacova","Female"
"Zuzana Brixiova","Female"
"A. G. Malliaris","Male"
"A. Jesus Sanchez-Fuentes","Male"
"Aaron Sojourner","Male"
"Adair Morse","Female"
"Adam Isen","Male"
"Adam Reed","Male"
"Adam Sacarny","Male"
"Adam Storeygard","Male"
"Adrian Stoian","Male"
"Adriana Lleras-Muney","Female"
"Adriano Rampini","Male"
"Adrien Verdelhan","Male"
"Ahmed Mushfiq Mobarak","Male"
"Ainhoa Aparicio Fenoll","Female"
"Ainhoa Vega-Bayo","Female"
"Ajay Subramanian","Male"
"Akpan Ekpo","Male"
"Alan Barreca","Male"
"Alan Fuchs","Male"
"Alan J. Auerbach","Male"
"Alan Krueger","Male"
"Albert Saiz","Male"
"Alberto Manconi","Male"
"Alberto Salvo","Male"
"Aldo Rustichini","Male"
"Aleh Tsyvinski","Male"
"Alessandro Previtero","Male"
"Alessandro Tarozzi","Male"
"Alessio Saretto","Male"
"Alex Bryson","Male"
"Alex Edmans","Male"
"Alex Rees-Jones","Male"
"Alexander Bick","Male"
"Alexander Ljungqvist","Male"
"Alexander Ludwig","Male"
"Alexander Pfaff","Male"
"Alexander Rothenberg","Male"
"Alexander Whalley","Male"
"Alexandre Skiba","Male"
"Ali Shourideh","Male"
"Alireza Tahbaz-Salehi","Male"
"Allan Collard-Wexler","Male"
"Allan Timmermann","Male"
"Allen Ferrell","Male"
"Allison Shertzer","Female"
"Alois Stutzer","Male"
"Aloisio Pessoa Araujo","Male"
"Alon Eizenberg","Male"
"Alp Simsek","Male"
"Alpaslan Akay","Male"
"Alvin Murphy","Male"
"Amalia R. Miller","Female"
"Amanda Kowalski","Female"
"Amanda Starc","Female"
"Amedeo Piolatto","Male"
"Amil Dasgupta","Male"
"Amit Gandhi","Male"
"Amit Goyal","Male"
"Amit Seru","Male"
"Amitabh Chandra","Male"
"Amitrajeet Batabyal","Male"
"Amiyatosh Purnanandam","Male"
"Amy Finkelstein","Female"
"Andra Ghent","Female"
"Andrea Buraschi","Male"
"Andrea Eisfeldt","Female"
"Andrea Ferrero","Male"
"Andrea Pozzi","Male"
"Andrea Vedolin","Female"
"Andreas Fuster","Male"
"Andreas Moxnes","Male"
"Andrei Kirilenko","Male"
"Andrei Levchenko","Male"
"Andrei Shleifer","Male"
"Andrei Zlate","Male"
"Andres Almazan","Male"
"Andres Aradillas-Lopez","Male"
"Andres Rodriguez-Clare","Male"
"Andrés Romeu","Male"
"Andrew Ang","Male"
"Andrew Atkeson","Male"
"Andrew Foster","Male"
"Andrew Glover","Male"
"Andrew Goodman-Bacon","Male"
"Andrew Haughwout","Male"
"Andrew J. Oswald","Male"
"Andrew Jalil","Male"
"Andrew Metrick","Male"
"Andrew Newman","Male"
"Andrew Paciorek","Male"
"Andrew Patton","Male"
"Andrew Sweeting","Male"
"Andrew W. Lo","Male"
"Andrey Fradkin","Male"
"Andrey Malenko","Male"
"Anh Le","Male"
"Aniela Pietrasz Pietrasz","Female"
"Anjan Thakor","Male"
"Anna Kovner","Female"
"Anna Mikusheva","Female"
"Anna Orlik","Female"
"Annamaria Lusardi","Female"
"Annette Vissing-Jorgensen","Female"
"Ansgar Belke","Male"
"Anthony Saunders","Male"
"Antoine Dechezlepretre","Male"
"Antoinette Schoar","Female"
"Anton Cheremukhin","Male"
"Anton Korinek","Male"
"Antonio Bento","Male"
"Anupam Jena","Male"
"Anusua Datta","Female"
"Anzelika Zaiceva","Female"
"Apanard Prabha","Female"
"Aparajita Dasgupta","Female"
"Ariel Burstein","Male"
"Ariell Reshef","Male"
"Ariun Ishdorj","Female"
"Arnaud Costinot","Male"
"Arthur Korteweg","Male"
"Arvind Krishnamurthy","Male"
"Asani Sarkar","Male"
"Ashley Swanson","Female"
"Asuman Ozdaglar","Female"
"Atheendar S. Venkataramani","Male"
"Athiphat Muthitacharoen","Male"
"Atish R. Ghosh","Male"
"Atsushi Inoue","Male"
"Atsushi Ohyama","Male"
"Aubhik Khan","Male"
"Augustin Landier","Male"
"Aureo de Paula","Male"
"Avanidhar Subrahmanyam","Male"
"Avi Goldfarb","Male"
"Aviv Nevo","Male"
"Aviva Aron-Dine","Female"
"Ayse Imrohoroglu","Female"
"Ayse Tuna","Female"
"Aysegul Sahin","Female"
"Aysit Tansel","Female"
"Baixiao Liu","Male"
"Balázs Égert","Male"
"Barry Eichengreen","Male"
"Bart Hobijn","Male"
"Beia Spiller","Female"
"Belton M. Fleisher","Male"
"Ben Li","Male"
"Benjamin A. Olken","Male"
"Benjamin Chabot","Male"
"Benjamin Crost","Male"
"Benjamin Handel","Male"
"Benjamin Malin","Male"
"Benjamin Marx","Male"
"Benjamin Moll","Male"
"Benjamin R. Mandel","Male"
"Benoit Julien","Male"
"Benoit Perron","Male"
"Bernadette Minton","Female"
"Bernardino Adao","Male"
"Bertil Tungodden","Male"
"Bertille Antoine","Female"
"Betsey Stevenson","Female"
"Bhaskaran Swaminathan","Male"
"Bilgehan Karabay","Male"
"Bing Liang","Male"
"Binzhen Wu","Female"
"Biplab Ghosh","Male"
"Birte Snilstveit","Female"
"Bishnupriya Gupta","Female"
"Bjorn Eraker","Male"
"Bjorn Imbierowicz","Male"
"Bo Honore","Male"
"Borghan Najarabad","Male"
"Boris Nikolov","Male"
"Botond Koszegi","Male"
"Brent Ambrose","Male"
"Brett Gordon","Male"
"Brian Bell","Male"
"Brian Jacob","Male"
"Brian K. Kovak","Male"
"Brian Knight","Male"
"Brigham Russell Frandsen","Male"
"Brigitte C. Madrian","Female"
"Bronwyn Hall","Female"
"Bruce D. Meyer","Male"
"Bruce Fallick","Male"
"Bruce Sacerdote","Male"
"Bruno Biais","Male"
"Bruno Crepon","Male"
"Bruno Strulovici","Male"
"Bryan Kelly","Male"
"Bryan Stuart","Male"
"Buvaneshwaran Venugopal","Male"
"Byron Lutz","Male"
"Carl-Johan Dalgaard","Male"
"Carlena Cochi Ficano","Female"
"Carlos Carvalho","Male"
"Carlos Vegh","Male"
"Carmen Reinhart","Female"
"Carola Frydman","Female"
"Carolin E. Pflueger","Female"
"Carolina Villegas-Sanchez","Female"
"Caroline Weber","Female"
"Cars Hommes","Male"
"Catherine Thomas","Female"
"Catherine Tucker","Female"
"Cemal Eren Arbatli","Male"
"Cesar Martinelli","Male"
"Chad Syverson","Male"
"Chao Zhou","Male"
"Charalampos Makatsoris","Male"
"Charles Calomiris","Male"
"Charles Cao","Male"
"Charles Engel","Male"
"Charles Jones","Male"
"Charles Nathanson","Male"
"Charles Sprenger","Male"
"Chen Lin","Male"
"Chiaki Moriguchi","Female"
"Chicheng Ma","Male"
"Chinhui Juhn","Female"
"Chor-yiu Sin","Male"
"Chris Papageorgiou","Male"
"Chris Rohlfs","Male"
"Christian Hansen","Male"
"Christian Helmers","Male"
"Christian Lundblad","Male"
"Christiane Baumeister","Female"
"Christina Paxson","Female"
"Christine Parlour","Female"
"Christopher A. Sims","Male"
"Christopher Blattman","Male"
"Christopher Carroll","Male"
"Christopher J. Nekarda","Male"
"Christopher Kurz","Male"
"Christopher Polk","Male"
"Christopher R. Knittel","Male"
"Christopher Stanton","Male"
"Christopher Timmins","Male"
"Christopher Udry","Male"
