"author","gender"
"Daniel Münich","Male"
"Daniel J. Henderson","Male"
"Daniel Egel","Male"
"Daniel Smith","Male"
"Daniel Pedrotty","Male"
"Daniel H. Weinberg","Male"
"Daniel Bergstresser","Male"
"Daniel Schneider","Male"
"Daniel John Wilson","Male"
"Daniela Del Boca","Female"
"Daniele Tavani","?"
"Darin Lee","Male"
"Darrell J Glaser","Male"
"Darrell Gaskin","Male"
"Darrick Hamilton","Male"
"Dave Zalewski","Male"
"David Benjamin","Male"
"David Miller","Male"
"David DeJong","Male"
"David Weisbach","Male"
"David Colander","Male"
"David Zilberman","Male"
"David Geltner","Male"
"David C. May","Male"
"David McAdams","Male"
"David C. Smith","Male"
"David E. Mills","Male"
"David A. Hirshleifer","Male"
"David C Ling","Male"
"David P. Sims","Male"
"David Stapleton","Male"
"David Levkovits","Male"
"David Audretsch","Male"
"David Finnoff","Male"
"David R. Skeie","Male"
"David L. Ortega","Male"
"David L. Eckles","Male"
"David Kotz","Male"
"David Chambers","Male"
"David McKenzie","Male"
"David L. Sjoquist","Male"
"David Lipsky","Male"
"David Stromberg","Male"
"David Lewin","Male"
"David T. Jacho-Chavez","Male"
"David Cooper","Male"
"David Bieri","Male"
"David Skeie","Male"
"David H. Downs","Male"
"David Weinbaum","Male"
"David Poyer","Male"
"Dawn De Gere","Female"
"Dean Baker","Male"
"Debarshi Nandy","Male"
"Deborah Wilson","Female"
"Deborah A. Cobb-Clark","Female"
"Debra Casey","Female"
"Deirdre McCloskey","Female"
"Denis Nekipelov","Male"
"Denis Sosyura","Male"
"Denis Fischbacher-Smith","Male"
"Dennis W. Jansen","Male"
"Dennis Glennon","Male"
"Dennis T. Yang","Male"
"Derek Ganzhorn","Male"
"Desire Vencatachellum","?"
"Desmond Tsang","Male"
"Dhaval M. Dave","Male"
"Dietmar Fehr","Male"
"Dina Shatnawi","Female"
"Dirk Brounen","Male"
"Dirk W. Early","Male"
"Dmitry Taubinsky","Male"
"Domenico Marchetti","Male"
"Dominick Salvatore","Male"
"Dominique Plihon","?"
"Don Ross","Male"
"Don Clark","Male"
"Donald C Keenan","Male"
"Donatella Gatti","Female"
"Donato Scognaiglio","Male"
"Donna Friedsam","Female"
"Doug McKee","Male"
"Douglas Meador","Male"
"Douglas S. Noonan","Male"
"Douglas J. Krupka","Male"
"Douglas Kruse","Male"
"Douglas Noonan","Male"
"Douglas G. Steigerwald","Male"
"Douglas Laxton","Male"
"Drew Creal","Male"
"Dustin C Read","Male"
"Earl Grinols","Male"
"Ebru Kongar","Female"
"Ed Hopkins","Male"
"Edgar O. Olsen","Male"
"Eduardo Perez-Richet","Male"
"Edward Coulson","Male"
"Edward Nik-Khah","Male"
"Edward Carberry","Male"
"Edward Foster","Male"
"Edward S. Knotek II","Male"
"Edward Kutsoati","Male"
"Edward Kato","Male"
"Edward Ghartey","Male"
"Edward J. Kane","Male"
"Edward Huang","Male"
"Edward Chi Ho Tang","Male"
"Eileen Appelbaum","Female"
"Elena Krasnokutskaya","Female"
"Eleonora Sanfilippo","Female"
"Eleonora Fornari","Female"
"Eliezer M. Fich","Male"
"Elijah Brewer III","Male"
"Elisa Tosetti","Female"
"Elisabeth Newcomb Sinha","Female"
"Elissa Braunstein","Female"
"Elizabeth K. Kiser","Female"
"Elke J. Jahn","Female"
"Ellen Ernst Kossek","Female"
"Ellen Meade","Female"
"Ellen Bravo","Female"
"Emanuel Ornelas","Male"
"Emilia Perez","Female"
"Emily Ostern","Female"
"Emily Conover","Female"
"Emily Kerr","Female"
"Ephraim Nkonya","Male"
"Eran Shmaya","Male"
"Erasmo Giambona","Male"
"Eric van Wincoop","Male"
"Eric M Leeper","Male"
"Eric Renault","Male"
"Eric S. Rosengren","Male"
"Eric Tymoigne","Male"
"Eric C. Fesslemeyer","Male"
"Eric Rosenblatt","Male"
"Eric B, French","Male"
"Eric R. Young","Male"
"Eric Girardin","Male"
"Eric T. Stuen","Male"
"Erik Olsen","Male"
"Erik Grönqvist","Male"
"Erik Devos","Male"
"Erika Martinez","Female"
"Erin Krupka","Female"
"Erwin Bulte","Male"
"Esther Jeffers","Female"
"Etan Schwartz","Male"
"Ethan B Cohen-Cole","Male"
"Ethan Singer","Male"
"Eugen Kovac","Male"
"Eugene Beaulieu","Male"
"Eva Vivalt","Female"
"Evelyn Wamboye","Female"
"Evgeny Lyandres","Male"
"Fabio Trojani","Male"
"Fabio Braggion","Male"
"Fabio Castiglionesi","Male"
"Fabrizio Mattesini","Male"
"Facundo Albornoz","Male"
"Farida Khan","Female"
"Faruk Balli","Male"
"Fatma Gül Ünal","Female"
"Federico A. Bugni","Male"
"Federico Ravenna","Male"
"Federico M. Bandi","Male"
"Fei Qin","?"
"Fei Xie","?"
"Felice B. Klein","?"
"Felipe C. Rezende","Male"
"Felipe Serrano","Male"
"Felix Munoz-Garcia","Male"
"Feng Li","?"
"Ferdinand A. Gul","Male"
"Ferdinand Rauch","Male"
"Fernanda Leite Lopez de Leon","Female"
"Fernando Anjos","Male"
"Fernando Perez-Cervantes","Male"
"Fernando M. Aragon","Male"
"Fidan Ana Kurtulus","?"
"Fikret Adaman","Male"
"Fiona Fiona Scott Morton","Female"
"Firat Demir","Male"
"Flavio Toxvaerd","Male"
"Florian Jung","Male"
"Florian Plum","Male"
"Forrest Briscoe","Male"
"Frances Woolley","Female"
"Francesca Rondina","Female"
"Francesca Gino","Female"
"Francesca Mazzolari","Female"
"Francesca Molinari","Female"
"Francesco A. Franzoni","Male"
"Francesco Strobbe","Male"
"Francesco Parisi","Male"
"Francesco Bova","Male"
"Francine D. Blau","Female"
"Francisco Rodriguez-Fernandez","Male"
"Francisco J Nogales","Male"
"Frank Verboven","Male"
"Frank Song","Male"
"Frank Lewis","Male"
"Franz Feurst","Male"
"Frederic S. Lee","Male"
"Frederic Robert-Nicoud","Male"
"Frederic Wandey","Male"
"Friedrich Schneider","Male"
"Fulvio Pegoraro","Male"
"Gabor Antal","Male"
"Gabor Virag","Male"
"Gabriel M. Ahlfeldt","Male"
"Gabriel Mathy","Male"
"Gabriel Jiménez","Male"
"Gabriela Aparicio","Female"
"Gabriele Plickert","?"
"Galina An","Female"
"Gareth Campbell","Male"
"Gary M. Fournier","Male"
"Gary D. Painter","Male"
"Gary Milante","Male"
"Gary Gang Tian","Male"
"Gary Dymski","Male"
"Gary D. Lynne","Male"
"Gary R. Skoog","Male"
"Gary Walton","Male"
"Gary Charness","Male"
"Gary Rhoades","Male"
"Genevieve Kenney","Female"
"Gennaro Zezza","Male"
"Geoffrey Geoff Tate","Male"
"Geoffrey Schneider","Male"
"Geoffrey Joyce","Male"
"Geofrey Lubadde","Male"
"Georg Schaur","Male"
"George O. Aragon","Male"
"George Loewenstein","Male"
"George DeMartino","Male"
"George C. Kaufman","Male"
"George Chouliarakis","Male"
"George Ainslie","Male"
"George Andrew Karolyi","Male"
"Gerald Epstein","Male"
"Gerald F. Riley","Male"
"Gerald A. Carlino","Male"
"Gerald Cerqueiro","Male"
"Gerard Llobet","Male"
"Gerard J. van den Berg","Male"
"Gerard Farias","Male"
"Gerard J. McCullough","Male"
"Gianmarco Leon","Male"
"Gianmarco I.P. Ottaviano","Male"
"Giorgia Maffini","Female"
"Giorgio Barba Navaretti","Male"
"Giovanni Favara","Male"
"Giovanni Cespa","Male"
"Giovanni Callegari","Male"
"Giulia Sestieri","Female"
"Giuseppe Fontana","Male"
"Giuseppe Dari-Mattiacci","Male"
"Gjergji Cici","Male"
"Glen W. Atkinson","Male"
"Glenn Harrison","Male"
"Gonzalo Castex","Male"
"Greg Nini","Male"
"Greg C. Wright","Male"
"Greg Fischer","Male"
"Gregor Gall","Male"
"Gregory Price","Male"
"Gregory Elliehausen","Male"
"Gregory Udell","Male"
"Gregory Corcos","Male"
"Gregory Burge","Male"
"Guillermo Moloche","Male"
"Guiseppe Fontana","Male"
"Gustav Martinsson","Male"
"Gustavo J Bobonis","Male"
"Guy Laroque","Male"
"Guy David","Male"
"Gwen Eudey","Female"
"Habiba Djebbari","Female"
"Hakan Kara","Male"
"Hal White","Male"
"Haluk Ergin","Male"
"Hamid Mehran","Male"
"Han Hong","?"
"Hans Peter Gruner","Male"
"Hao Wang","?"
"Harel Gietheim","Male"
"Harley E. Ryan, Jr","?"
"Harold Houba","Male"
"Harold A. Vasquez Ruiz","Male"
"Harrison G. Hong","Male"
"Harry J. Paarsch","Male"
"Harry Tsang","Male"
"Hassan Naqvi","Male"
"Hassan Y. Aly","Male"
"Hatice Ozer-Balli","Female"
"Hazel Malapit","Female"
"Heather L. Schwartz","Female"
"Heidi Shierholz","Female"
"Helen Doerpinghaus","Female"
"Henning Schwardt","Male"
"Henry Richard Hyatt","Male"
"Henry O. Pollakowski","Male"
"Herman Li","Male"
"Herman Kamil","Male"
"Herman Vollebergh","Male"
"Hiroyuki Kasahara","Male"
"Hisaki Kono","Male"
"Hisako Hiratsuka","Female"
"Hitoshi Shimokihara","Male"
"Holger Görg","Male"
"Hope Corman","Female"
"Horacio Sapriza","Male"
"Horst Raff","Male"
"Howard J. Wall","Male"
"Howard Pack","Male"
"Howard F. Chang","Male"
"Howell Jackson","Male"
"Hui Shan","?"
"Ian McGregor","Male"
"Ian Fletcher","Male"
"Ilan Noy","Male"
"Ilene Grabel","Female"
"Ilona Babenko","Female"
"Ioana M. Petrescu","Female"
"Ira Gang","?"
"Irena Hutton","Female"
"Irene Van Staveren","Female"
"Irma Arteaga","Female"
"Isabelle Perrigne","Female"
"Isabelle J. Mejean","Female"
"Ittai Abraham","Male"
"Jack W. Hou","Male"
"Jack Fiorito","Male"
"Jacob S. Sagi","Male"
"Jacopo Cimadomo","Male"
"Jacquelyn Yates","Female"
"Jae G. Song","?"
"Jagdish Bhagwati","Male"
"Jakub Steiner","Male"
"Jamee Moudud","Female"
"James S. Ang","Male"
"James W. Boudreau","Male"
"James K. Hammitt","Male"
"James R Hines","Male"
"James E. Rauch","Male"
"James W. Hughes","Male"
"James Kai-sing Kung","Male"
"James Alm","Male"
"James B. Kau","Male"
"James Galbraith","Male"
"James Yetman","Male"
"James Devine","Male"
"James McAndrews","Male"
"James Costain","Male"
"James Ciecka","Male"
"James Rossiter","Male"
"James Stewart","Male"
"James W. Dean","Male"
"James W. Henderson","Male"
"James R Follain","Male"
"James Parrott","Male"
"James Sturgeon","Male"
"James I. Hilliard","Male"
"James A. Dearden","Male"
"James Heintz","Male"
"James D Shilling","Male"
"Jan Kubíček","?"
"Jan Ericsson","?"
"Jan K. Brueckner","?"
"Jan Kramer","?"
"Jan Svejnar","?"
"Jan E. Christopher","?"
"Jane Lopus","Female"
"Jane Holgate","Female"
"Jane S. Lopus","Female"
"Janet Yellen","Female"
"Janice Fine","Female"
"Jared Rubin","Male"
"Jaren Pople","?"
"Jarrad Harford","Male"
"Jason Bell","Male"
"Jean M Imbs","?"
"Jean M. Imbs","?"
"Jean-Michel Chevet","Male"
"Jeannette Wicks-Lim","Female"
"Jed Kolko","Male"
"Jeff Grabelsky","Male"
"Jeff Smith","Male"
"Jeff DeSimone","Male"
"Jeff Huang","Male"
"Jeffrey Carpenter","Male"
"Jeffrey Ely","Male"
"Jeffrey Thompson","Male"
"Jeffrey L. Jordan","Male"
"Jeffrey A Groen","Male"
"Jeffrey M. Weinstein","Male"
"Jeffrey Wenger","Male"
"Jeffrey P. Cohen","Male"
"Jen Baggs","Female"
"Jenni Pääkkönen","Female"
"Jennifer Heerwig","Female"
"Jennifer Graves","Female"
"Jennifer La","Female"
"Jennifer Foster","Female"
"Jennifer M. Mellor","Female"
"Jenny Schuetz","Female"
"Jenny C. Aker","Female"
"Jens Sondergaard","Male"
"Jens H.E. Christensen","Male"
"Jens Suedekum","Male"
"Jeremy Schwartz","Male"
"Jeremy Shapiro","Male"
"Jeremy Laurent-Lucchetti","Male"
"Jeremy K. Page","Male"
"Jeroen M. Swinkels","Male"
"Jeroen van de Ven","Male"
"Jerome de Boyer des Roches","Male"
"Jessica A. Wachter","Female"
"Jia Yan","?"
"Jian Yang","?"
"Jie He","?"
"Jie Cai","?"
"Jill McCluskey","Female"
"Jim Hsieh","Male"
"Jim Andreoni","Male"
"Jing Chen","?"
"Jing Yang","?"
"Jing Wu","?"
"Jingjing Zhang","?"
"Jiong Tu","Male"
"Joachim Zietz","Male"
"Jodi N. Beggs","Female"
"Jodie Levin-Epstein","Female"
"Jody Schimmel","?"
"Jody Hoff","?"
"Joe Nichols","Male"
"Joel Cutcher-Gershenfeld","Male"
"Joel D. Shapiro","Male"
"Joel Peress","Male"
"Joerg Stoye","Male"
"Johan Homber","Male"
"Johannes W Fedderke","Male"
"Johannes Münster","Male"
"Johannes M. Bauer","Male"
"Johansson Per","?"
"John R. Graham","Male"
"John Hamman","Male"
"John T. Harvey","Male"
"John Wooders","Male"
"John van Reenen","Male"
"John Devereux","Male"
"John Cotter","Male"
"John Eatwell","Male"
"John K.C. Wie","Male"
"John Pencavel","Male"
"John J. Siegfried","Male"
"John Smith","Male"
"John Anyanwu","Male"
"John Hall","Male"
"John Chalmers","Male"
"John Wainio","Male"
"John J. Perry","Male"
"John F. Tomer","Male"
"John M Griffin","Male"
"John Godard","Male"
"John Morrow","Male"
"John M. Quilgey","Male"
"John W Maxwell","Male"
"John A. Karikari","Male"
"John Nunley","Male"
"John C. Whitehead","Male"
"John Tsoukalas","Male"
"John Karikari","Male"
"John Marangos","Male"
"John S. Earle","Male"
"John Lynham","Male"
"John M. Quigley","Male"
"John M. Clapp","Male"
"John Handy","Male"
"John V.C. Nye","Male"
"John Bellows","Male"
"John R Bowblis","Male"
"John Knight","Male"
"John Hatfield","Male"
"John R. Lott","Male"
"John Anderson","Male"
"John William Hatfield","Male"
"John P. Watkins","Male"
"John B. Loomis","Male"
"Johnny Ducking","Male"
"Jon Kolstad","Male"
"Jon Anderson","Male"
"Jonas Vlachos","Male"
"Jonathan Moyer","Male"
"Jonathan Feinstein","Male"
"Jonathan A. Schwabish","Male"
"Jonathan B. Cohn","Male"
"Jonathan B. Pritchett","Male"
"Jonathan Woon","Male"
"Jonathan parker","Male"
"Jonathan T Kolstad","Male"
"Jonathan Clarke","Male"
"Jonathan B. Hill","Male"
"Jonathan Charles Weinhagen","Male"
"Jonathan P. Thomas","Male"
"Jonathan Goldstein","Male"
"Jonathon Yan","Male"
"Jong Hwa Lee","?"
"Joon Song","Male"
"Jordan Matsudaira","?"
"Jorge Gonzalez","Male"
"Joris Pinkse","Male"
"Josef Brada","Male"
"Joseph S. Chen","Male"
"Joseph P. Hughes","Male"
"Joseph Pelzman","Male"
"Joseph Guzman","Male"
"Joseph P. Ogden","Male"
"Joseph P Ferrie","Male"
"Joseph T. Mahoney","Male"
"Joseph F. Quinn","Male"
"Joseph Williams","Male"
"Joseph A. McCahery","Male"
"Joseph C. Chen","Male"
"Joseph T. L. Ooi","Male"
"Joseph Engelberg","Male"
"Josh B. McGee","Male"
"Joshua M. Frank","Male"
"Joshua Elliot","Male"
"Joshua C. Teitelbaum","Male"
"Jospeh Engelberg","Male"
"Joyce Chen","Female"
"Joydeep Roy","Male"
"Juan Camilo Cardenas","Male"
"Juan Rud","Male"
"Juan Robalino","Male"
"Juan Escanciano","Male"
"Juan Jose Miranda","Male"
"Juergen von Hagen","Male"
"Jules H. van Binsbergen","?"
"Julian di Giovanni","Male"
"Julian Jamison","Male"
"Julie Remache","Female"
"Julie Heath","Female"
"Julie Chytilova","Female"
"Juliet Elu","Female"
"Julio Cacho-Diaz","Male"
"Julius Agbor Agbor","Male"
"Jun Xiang","?"
"Jun Xue","?"
"Jun Qian","?"
"Jun Ma","?"
"June E. Brinkman","?"
"Junfei Bai","Male"
"Jungmin Lee","?"
"Junjie Zhang","Male"
"Justin Ho","Male"
"Justin Leroux","Male"
"Jutta Guenther","Female"
"Kai Sun","?"
"Kajal Lahiri","Female"
"Kamal Upadhaya","Male"
"Kan Wang","?"
"Karen Stockley","Female"
"Karen Eggleston","Female"
"Karen Selody","Female"
"Karen Klonsky","Female"
"Karim Chalak","Male"
"Karl Storchmann","Male"
"Karsten Neuhoff","Male"
"Kasper Meisner Nielsen","Male"
"Kate Kellogg","Female"
"Kate Watkins","Female"
"Katharina Wrohlich","Female"
"Kathleen Kahle","Female"
"Kathleen Short","Female"
"Kathryn H. Anderson","Female"
"Kathryn Graddy","Female"
"Kathy J. Hayes","Female"
"Katrine Løken","Female"
"Katsumi Shimotsu","?"
"Katy Rouse","Female"
"Ke Yang","?"
"Keisuke Hirano","Male"
"Keith E. Maskus","Male"
"Kelley Pace","?"
"Kelly Pinkham","?"
"Kelly Noonan","?"
"Kelly Pike","?"
"Ken A. Margolies","Male"
"Kengo Kato","Male"
"Kenichi Ueda","Male"
"Kenneth R. Ahern","Male"
"Kenneth N. Daniels","Male"
"Kenneth G. Elzinga","Male"
"Kenneth Train","Male"
"Kenneth Judd","Male"
"Kenneth L. Judd","Male"
"Kenneth Medlock III","Male"
"Kenneth Kovash","Male"
"Kensuke Konno","Male"
"Kent L. Womack","Male"
"Keren M. Horn","Female"
"Kerry L. Papps","?"
"Kevin Hassett","Male"
"Kevin J. Mumford","Male"
"Kevin Huang","Male"
"Kevin E. Cahill","Male"
"Kevin Koh","Male"
"Kevin T. Schnepel","Male"
"Kevin Kniffin","Male"
"Kevin J. Lansing","Male"
"Kevin D. Hoover","Male"
"Kien T. Le","Male"
"Kim Oosterlinck","?"
"Kjell G. Salvanes","Male"
"Kjell D. Salvanes","Male"
"Klara Sabirianova Peter","Female"
"Klaus F. Zimmermann","Male"
"Klaus Nielsen","Male"
"Knut Roed","Male"
"Koen Jochmans","Male"
"Konstantinos Serfes","Male"
"Kris Jacobs","?"
"Kristen Sheeran","Female"
"Kristen E. Broady","Female"
"Kristie M. Engemann","Female"
"Kristin J. Kleinjans","Female"
"Kunal Sen","Male"
"Kurt V. Krueger","Male"
"Kusum Mundra","?"
"Kwabena Gyimah Brempong","Male"
