,author,year,gender
806,FrÃ©dÃ©ric Lauzon Duguay,2016,M
807,Mengjie Lu,2016,F
808,Satyanarain Rengarajan,2016,M
809,Zhenyu Gao,2016,M
810,GÃ_lserim Ã–zcan,2016,F
811,Tanju Yorulmazer,2016,M
812,SÃ¶ren Radde,2016,M
813,Klavdia Zemlianova,2016,F
814,Binying Liu,2016,M
815,Taggert Brooks,2016,M
816,Mizuki Komura,2016,F
817,Simon CornÃ©e,2016,M
818,Jinlan Ni,2016,F
819,Nicolas Robert Ziebarth,2016,M
820,H. Edward Freck III,2016,M
821,Ivan Moscati,2016,M
822,Yeon-Koo Che,2016,M
823,Bedassa Tadasse,2016,M
824,Bichaka Fayissa,2016,M
825,Deepankar Basu,2016,M
826,Sucharita Sinha Mukerjee,2016,F
827,Wolfram Elsner,2016,M
828,Amitrajeet A. Batabyal,2016,M
829,Rukmani Gounder,2016,F
830,Li-An Zhou,2016,M
831,Ivan Paya,2016,M
832,Harro Maas,2016,M
833,Wieland MÃ_ller,2016,M
834,Darshak Patel,2016,M
835,Xiaoyong Zheng,2016,M
836,Jura Liaukonyte,2016,F
837,Jubo Yan,2016,M
838,Maxim Boycko,2016,M
839,Marno Verbeek,2016,M
840,Zarek Brot-Goldberg,2016,M
841,Guoying Deng,2016,
842,Hengchen Dai,2016,F
843,Zohal Hessami,2016,F
844,Jaakko MerilÃ_inen,2016,M
845,Luis Fonseca,2016,M
846,Loriano Mancini,2016,M
847,Zhonghua Wu,2016,M
848,J. Tyler Leverty,2016,M
849,Thouraya Triki,2016,F
850,Parantap Basu,2016,M
851,Thien Le,2016,M
852,Kasahun Woldemariam,2016,M
853,In-Koo Cho,2016,M
854,Matias Vernengo,2016,M
855,SÃ©bastien Pouget,2016,M
856,Ariell Reshef,2016,M
857,CathÃ©rine Koch,2016,F
858,Qizhou Xiong,2016,M
859,Nabanita Datta Gupta,2016,F
860,Congyi Zhou,2016,M
861,Cesar Hidalgo,2016,M
862,Battista Severgnini,2016,M
863,Zouheir El-sahli,2016,M
864,Dongyan Ye,2016,M
865,Qinghai Wang,2016,M
866,M. Shahid Ebrahim,2016,M
867,Gangzhi Fan,2016,M
868,Jidong Zhou,2016,M
869,Julia R. Henly,2016,F
870,Moamen Gouda,2016,M
871,Jamein P. Cunningham,2016,M
872,Suyoun Han,2016,F
873,Lubomir Cingl,2016,M
874,Meguy Kuete,2016,M
875,Arnoud Boot,2016,M
876,Jinqiang Yang,2016,M
877,Shing-yang Hu,2016,M
878,Nobuhiko Fuwa,2016,M
879,Xiaochuan Xing,2016,M
880,Tiemen Woutersen,2016,M
881,Hening Liu,2016,M
882,Yoosoon Chang,2016,F
883,BjÃ¶rn Imbierowicz,2016,M
884,Bity Diene,2016,
885,Misak Avetisyan,2016,M
886,Shakeeb Khan,2016,M
887,Diana Greenwald,2016,F
888,Junjian Yi,2016,M
889,Luis IvÃ¡n Alfaro,2016,M
890,Joseba Martinez,2016,M
891,Andres Fernandez,2016,M
892,Andres Elberg,2016,M
893,Xuhui (Nick) Pan,2016,M
894,Jungsuk Han,2016,M
895,Shaojun Zhang,2016,F
896,Maxim Mironov,2016,M
897,EvÅ_en KoÄçenda,2016,
898,Nabamita Dutta,2016,F
899,Rocio Titiunik,2016,F
900,Yaoyi Xi,2018,M
901,Fangfang Du,2018,F
902,In Ji Jang,2018,F
903,Esben Christensen,2018,M
904,Shantaram Hegde,2018,M
905,Arup Ganguly,2018,M
906,Gilna Samuel,2018,F
907,Youngmin Choi,2018,M
908,Ruchith Dissanayake,2018,M
909,Pengfei Liu,2018,M
910,Julia Schmieder,2018,F
911,Osea Giuntella,2018,M
912,Shatakshee Dhongde,2018,F
913,Tetsushi Sonobe,2018,M
914,Hector Calvo-Pardo,2018,M
915,Chryssi Giannitsarou,2018,F
916,Phurichai Rungcharoenkitkul,2018,M
917,Se-Jik Kim,2018,M
918,Joacim TÃ¥g,2018,M
919,Leonard Kostovetsky,2018,M
920,Fenghua Song,2018,M
921,Nagpurnanand R. Prabhala,2018,M
922,Ruihui Xu,2018,F
923,Yimin Yi,2018,M
924,Luis Locay,2018,M
925,Tuan-Hwee Sng,2018,M
926,J. Aislinn Bohren,2018,F
927,Sungoh Kwon,2018,M
928,Monica Costa Dias,2018,F
929,Graciana Rucci,2018,F
930,Vahagn Jerbashian,2018,M
931,Ozlem Onaran Prof,2018,F
932,JÃ_sef Sigurdsson,2018,M
933,Yalin Gunduz,2018,M
934,Oguzhan Ozbas,2018,M
935,Bradyn Breon-Drish,2018,M
936,Janne Engblom,2018,M
937,Tae-Hee Jo,2018,M
938,Chengchun Li,2018,M
939,Debasri Mukherjee,2018,F
940,Monica Bhole,2018,F
941,Tzu-Ting Yang,2018,M
942,Adrian Lee,2018,M
943,Leonce Ndikumana,2018,M
944,Bity Diene,2018,
945,Mortiz Schularick,2018,M
946,Simon Rottke,2018,M
947,Junbo Wang,2018,M
948,Ivan Alfaro,2018,M
949,Zhenhua Chen,2018,M
950,Sangwon Lee,2018,M
951,Zhonghua Wu,2018,M
952,Angshuman Gooptu,2018,M
953,Polona Domadenik,2018,F
954,Chuanqian Zhang,2018,M
955,Asimina Christoforou,2018,F
956,Shang-jin Wei,2018,M
957,Gregori Galofre-Vila,2018,M
958,Gisle James Natvik,2018,M
959,Monica Garcia-Perez,2018,F
960,Asit Mazumder,2018,M
961,Xingtan Zhang,2018,M
962,Andres Gonzalez,2018,M
963,Jihong Song,2018,F
964,Manja GÃ_rtner,2018,F
965,Johanna Mollerstrom,2018,F
966,Adrian Hamins-Puertolas,2018,M
967,AydoÄŸan Alti,2018,M
968,Michalis Vasios,2018,M
969,S. Sarah Zhang,2018,F
970,Sohnke Bartram,2018,M
971,Chamna Yoon,2018,M
972,Takayuni Nakahara,2018,
973,J. Dennis Chasse,2018,M
974,Mingzuo Sun,2018,M
975,Yeon-Koo Che,2018,M
976,Fuhito Kojima,2018,M
977,Yuqing Zhou,2018,F
978,Diery Seck,2018,M
979,Oladele Omosegbon,2018,M
980,Savvina Chowdhury,2018,F
981,Kijong Kim,2018,M
982,Bichaka Fayissa,2018,M
983,Stephan J. Goetz,2018,M
984,Songman Kang,2018,M
985,Giannina Vaccaro,2018,F
986,Mogens Fosgerau,2018,M
987,Eckhard Janeba,2018,M
988,Metodij Hadzi-Vaskov,2018,M
989,Jongrim Ha,2018,M
990,GÃ_nter Strobl,2018,M
991,Xinjie Wang,2018,M
992,Vojislav Maksimovic,2018,M
993,Reinhard Ellwanger,2018,M
994,Sokbae Lee,2018,M
995,Aselia Urmanbetova,2018,F
996,Gori Olusina-Daniel,2018,M
997,Raul Caruso,2018,M
998,M. Mostak Ahamed,2018,M
999,Saktinil Roy,2018,M
1000,Suqin Ge,2018,F
1001,Zhaoyue Teng,2018,
1002,Jipeng Zhang,2018,M
1003,Belton M. Fleisher,2018,M
1004,Deming Wu,2018,M
1005,Doh-Shin Jeon,2018,M
1006,Moamen Gouda,2018,M
1007,W. Grimme,2018,M
1008,S. Maioli,2018,F
1009,Anming Zhang,2018,M
1010,Marieta V. Velikova,2018,F
1011,SreÄçko Zimic,2018,M
1012,Jakina Debnam,2018,F
1013,Carycruz M. Bueno,2018,F
1014,Jiafu An,2018,M
1015,Wenxuan Hou,2018,M
1016,Ayse Kabukcuoglu,2018,F
1017,Siavesh Radpour,2018,M
1018,Mariassunta Giannetti,2018,F
1019,Sheng-Jun Xu,2018,M
1020,Yingdi Wang,2018,F
1021,Huaizhi Chen,2018,M
1022,Hong Zhang,2018,M
1023,Leonce Bargeron,2018,M
1024,Atonu Rabbani,2018,M
1025,Charalampos Konstantinidis,2018,M
1026,MatÃ_as Vernengo,2018,M
1027,Xuening Wang,2018,F
1028,M. Melinda Pitts,2018,F
1029,D. Sebastian Tello-Trillo,2018,M
1030,Jamein P. Cunningham,2018,M
1031,Guodong Chen,2018,M
1032,Minjoon Lee,2018,M
1033,Tong-yob Nam,2018,M
1034,Johanna Fajardo-Gonzalez,2018,F
1035,Siegwart Lindenberg,2018,M
1036,JÃ¶rgen Weibull,2018,M
1037,Gujun He,2018,
1038,Zhiyao Chen,2018,M
1039,Hongda Zhong,2018,M
1040,Xiaoguang Yang,2018,M
1041,Ritam Chaurey,2018,M
1042,Dasol Kim,2018,M
1043,Chongyu Wang,2018,M
1044,Novica Supic,2018,M
1045,Balbinder Singh Gill,2018,M
1046,Eun-young Shim,2018,F
1047,Engy Ziedan,2018,F
1048,Kandarp Srinivasan,2018,M
1049,Nivedhitha Subramanian,2018,F
1050,Ipshita Pal,2018,F
1051,Marinella Leone,2018,F
1052,Marzie Taheri Sanjani,2018,F
1053,Muhamet Yildiz,2018,M
1054,Ruixun Zhang,2018,M
1055,Eskil Heinesen,2018,M
1056,Pinka Chatterji,2018,F
1057,Qingqing Cao,2018,F
1058,Marliese Uhrig-Homburg,2018,F
1059,Aazam Virani,2018,M
1060,Na Zhang,2018,F
1061,Berardino Palazzo,2018,M
1062,Zihuan Wang,2018,M
1063,Stephan Puhringer,2018,M
1064,Ruqu Wang,2018,M
1065,TangRen Feng,2018,M
1066,Shaowei Ke,2018,M
1067,Jingchao Li,2018,F
1068,Katsuhiko Nishiyama,2018,
1069,Tin-Chun Lin,2018,M
1070,Zarrina Jurakulova,2018,F
1071,Jingbin He,2018,
1072,Yao-Min Chiang,2018,M
1073,Szabolcs Blazsek,2018,M
1074,Bjorn Richter,2018,M
1075,Vegard HÃ¸ghaug Larsen,2018,M
1076,Haoming Chen,2018,M
1077,Carlianne Patrick,2018,F
1078,Yildiray Yildrim,2018,M
1079,Eul Noh,2018,M
1080,Baban Hasnat,2018,M
1081,Youzhi Yang,2018,M
1082,Seyed Mohammadreza Davoodalhosseini,2018,M
1083,Xiaoxia Shi,2018,F
1084,Victor Aguirregabiria,2018,M
1085,Ruitian Lang,2018,M
1086,Tanadej Vechsuruck,2018,M
1087,Qiaozhi Hu,2019,M
1088,Vasso Ioannidou,2019,F
1089,Dimuthu Ratnadiwakara,2019,M
1090,Talina Sondershaus,2019,F
1091,Tomas Fiala,2019,M
1092,RÃ_diger Weber,2019,M
1093,Xinzheng Shi,2019,M
1094,Yeqing Zhang,2019,F
1095,P. Joakim Westerholm,2019,M
1096,Jinyuan Zhang,2019,
1097,Yangming Bao,2019,F
1098,Luis Lopez,2019,M
1099,Yibin Liu,2019,F
1100,Joren KoÃ«ter,2019,M
1101,Xunhua Su,2019,M
1102,Hongsheng Zhang,2019,M
1103,Aubhik Khan,2019,M
1104,Julia Thomas,2019,F
1105,CauÃª Dobbin,2019,M
1106,Gisle Natvik,2019,M
1107,Ingolf Dittmann,2019,M
1108,Weikang Zhu,2019,M
1109,Yunan Liu,2019,M
1110,Xiaoxia Zhou,2019,F
1111,Matthijs Korevaar,2019,M
1112,Tianyang Xi,2019,M
1113,Xiumin Martin,2019,F
1114,Kandarp Srinivasan,2019,M
1115,Wenxiao Wang,2019,F
1116,Rinchan Ali Mirza,2019,M
1117,Bertille Antoine,2019,F
1118,AurÃ©lien SaÃ¯di,2019,M
1119,Hodaka Morita,2019,M
1120,Cheng-Tao Tang,2019,
1121,Guangjun Qu,2019,M
1122,Jose Galvez,2019,M
1123,Luis Ribera,2019,M
1124,Congyi Zhou,2019,M
1125,Yosub Jung,2019,M
1126,Bhargavi Sakthivel,2019,F
1127,Simon Quinn,2019,M
1128,M. Daniele Paserman,2019,M
1129,Danula Gamage,2019,M
1130,Elyas Fermand,2019,M
1131,Uta SchÃ¶nberg,2019,F
1132,Dhammika Dharmapala,2019,M
1133,Orgul Ozturk,2019,F
1134,Yijuan Chen,2019,M
1135,Kyungmin (Teddy) Kim,2019,M
1136,Zhifeng Cai,2019,M
1137,Hadiye Aslan,2019,F
1138,Lixin Huang,2019,F
1139,Yi-Tsung Lee,2019,M
1140,Lifa Huang,2019,M
1141,Xiaoqing Xu,2019,M
1142,Hongfei Tang,2019,M
1143,Nauro Campos,2019,M
1144,Hartmut Lehmann,2019,M
1145,Kseniia Gatskova,2019,F
1146,Jarko Fidrmuc,2019,M
1147,Nodir Djanibekov,2019,M
1148,Nozilakhon Mukhamedova,2019,F
1149,Asimina Christoforou,2019,F
1150,Stephan Lauermann,2019,M
1151,Xianwu Zhang,2019,M
1152,Victor Zhorin,2019,M
1153,Shimaa Hanafy,2019,F
1154,Francesina Jackson,2019,F
1155,Jiequn Han,2019,M
1156,Gergory Torrell,2019,M
1157,S Anukriti,2019,F
1158,Huw Edwards,2019,M
1159,Aslihan Gizem Korkmaz,2019,F
1160,Ayhab Saad,2019,M
1161,Kuan-Ju Chen,2019,M
1162,Efthymia Kyriakopoulou,2019,F
1163,Ivan Fernandez-Val,2019,M
1164,Javaeria Qureshi,2019,F
1165,JÃ¶rn-Steffen Pischke,2019,M
1166,Tymon SÅ‚oczyÅ„ski,2019,M
1167,Panle Barwick,2019,F
1168,Sisir Debnath,2019,M
1169,Shibiru Ayalew,2019,M
1170,Na'ama Shenhav,2019,F
1171,Nicolas Werquin,2019,M
1172,Ruoying Wang,2019,F
1173,Ferran Vendrell-Herrero,2019,M
1174,Lourenco S. Paz,2019,M
1175,Panu Poutvaara,2019,M
1176,Mariassunta Giannetti,2019,F
1177,Guanmin Liao,2019,M
1178,Vojislav Maksimovic,2019,M
1179,Harjoat Bhamra,2019,M
1180,K. Ramesh,2019,M
1181,Ivan Marinovic,2019,M
1182,Yicheng Zhu,2019,M
1183,Yildiray Yildirim,2019,M
1184,Antoon Spithoven,2019,M
1185,Simon Lapointea,2019,M
1186,Janne Tukiainen,2019,M
1187,Piruz Saboury,2019,M
1188,Emeric Henry,2019,M
1189,Miaomiao Dong,2019,F
1190,Ctirad Slavik,2019,M
1191,Joao Duarte,2019,M
1192,ozlem kina,2019,F
1193,Qiaozhu Mei,2019,M
1194,Giandomenica Becchio,2019,F
1195,Oscar Arce,2019,M
1196,Robynn Cox,2019,F
1197,JosÃ© Tessada,2019,M
1198,Zixia Sheng,2019,M
1199,Yingguang Zhang,2019,M
1200,Vesa Pursiainen,2019,M
1201,Huancheng Du,2019,M
1202,Dionissi Aliprantis,2019,M
1203,AndrÃ©s Gonzalez Gomez,2019,M
1204,Artashes Karapetyan,2019,M
1205,D. Wade Hands,2019,M
1206,Matias Busso,2019,M
1207,Naercio A. Menezes Filho,2019,M
1208,Akpan H. Ekpo,2019,M
1209,Douglason G. Omotor,2019,M
1210,Uduakobong Inam,2019,
1211,Mevlude Akbulut-Yuksel,2019,F
1212,Manoel Bittencourt,2019,M
1213,Pallab Ghosh,2019,M
1214,HervÃ© Le Bihan,2019,M
1215,Hongxun Ruan,2019,M
1216,Hongbiao Zhao,2019,M
1217,C.Y. Choi,2019,M
1218,Jose M. Fernandez,2019,M
1219,Stephan Gohmann,2019,M
1220,Kodjo Aflagah,2019,M
1221,Evzen Kocenda,2019,M
1222,Prasenjit N. Ghosh,2019,M
1223,Kose John,2019,M
1224,Jongsub Lee,2019,M
1225,Yingyao Hu,2019,M
1226,Robbee Wedow,2019,M
1227,Anming Zhang,2019,M
1228,Lingyu Kong,2019,M
1229,Lung-Fei Lee,2019,M
1230,Victor Owusu,2019,M
1231,Yabisi Wen,2019,F
1232,Areerat Kichkha,2019,F
1233,Marieta Velikova,2019,F
1234,ClÃ©mentine Van Effenterre,2019,F
1235,Tirupam Goel,2019,M
1236,Adrian Hamins-Puertolas,2019,M
1237,TamÃ¡s Fleiner,2019,M
1238,C.J. Libassi,2019,M
1239,Bocar Ba,2019,M
1240,Hyunseok Jung,2019,M
1241,Hongzhe Shan,2019,M
1242,Chenhao Tan,2019,M
1243,Huaizhi Chen,2019,M
1244,Ruidi Huang,2019,M
1245,Shiyang Huang,2019,M
1246,Cheuk Shing Leung,2019,M
1247,Tingyu Zhou,2019,F
1248,Keyang Li,2019,M
1249,Xiangyu Guo,2019,M
1250,Daxuan Zhao,2019,M
1251,Saravana Ravindran,2019,M
1252,Tae-Hee Jo,2019,M
1253,Guosong Xu,2019,M
1254,Robertas Zubrickas,2019,M
1255,Fafanyo Asiseh,2019,M
1256,Zhandos Ybrayev,2019,M
1257,Nagore Iriberri,2019,F
1258,Johanna Posch,2019,F
1259,Miguel Boucinha,2019,M
1260,Alemayehu Seyoum Taffesse,2019,M
1261,Gharad Bryan,2019,M
1262,Chenxi Lu,2019,F
1263,Goeun Choi,2019,F
1264,Ines Chaieb,2019,F
1265,Jianan Liu,2019,F
1266,Boqian Jiang,2019,M
1267,Xiaofang Dong,2019,F
1268,Qinyi Liu,2019,F
1269,Haizheng Li,2019,M
1270,Yinghua He,2019,M
1271,Simon Board,2019,M
1272,Ivan Petrella,2019,M
1273,Sudipta Basu,2019,M
1274,Joao Paulo de Souza,2019,M
1275,Zareh Asatryan,2019,M
1276,Julia Cajal-Grossi,2019,F
1277,Adrian Chadi,2019,M
1278,Iacopo Morchio,2019,M
1279,Monica Costa-Dias,2019,F
1280,Simon Franklin,2019,M
1281,Wenting Ma,2019,F
1282,Jean-David Sigaux,2019,M
1283,Simon Smith,2019,M
1284,Yingchun Liu,2019,F
1285,Xiangou Deng,2019,M
1286,Lingxiao Li,2019,F
1287,Yannan (Lily) Shen,2019,F
1288,Yiqiang Han,2019,M
1289,Lekha Chakraborty,2019,F
1290,Stijn van Weezel,2019,M
1291,Wenyu Wang,2019,M
1292,Yicheng Wang,2019,M
1293,Qingqing Cao,2019,F
1294,Renata Narita,2019,F
1295,Lorissa PagÃ¡n,2019,F
1296,ZoÃ« Cullen,2019,F
1297,Armagan Gezici,2019,F
1298,Jean-Charles Rochet,2019,M
1299,Mengjie Pan,2019,F
1300,Aureo de Paula,2019,M
1301,Alpaslan Akay,2019,M
1302,Sofoklis Goulas,2019,M
1303,Huacheng Zhang,2019,M
1304,Yaqing Xiao,2019,M
1305,Jiekun Huang,2019,M
1306,Haoyang Liu,2019,M
1307,Justinas Pelenis,2019,M
1308,Molin Zhong,2019,M
