"","author","year","gender"
"2692","Ariell Reshef",2013,"M"
"2693","Jorg L. Spenkuch",2013,"M"
"2694","Ingvild Almas",2013,"F"
"2695","Mirabel Muuls",2013,"F"
"2696","Xiaoxia Lou",2013,"F"
"2697","Ningzhong Li",2013,"M"
"2698","Ayse Tuna",2013,"F"
"2699","Radomir Todorov",2013,"M"
"2700","Sébastien Houde",2013,"M"
"2701","Lemma W. Senbet",2013,"M"
"2702","Wehn-Jyuan Tsai",2013,"F"
"2703","Chor-yiu Sin",2013,"M"
"2704","Yuet-Yee Linda Wong",2013,"F"
"2705","Pai XU",2013,"M"
"2706","Nezahat Kucuk",2013,"F"
"2707","Emeric Henry",2013,"M"
"2708","J. Mark Ramseyer",2013,"M"
"2709","Fangwen Lu",2013,"M"
"2710","Yuchiro Kawaguchi",2013,"M"
"2711","A. Jesus Sanchez-Fuentes",2013,"M"
"2712","Nisvan Erkal",2013,"F"
"2713","Luis Von Ahn",2013,"M"
"2714","Monica Garcia Perez",2013,"F"
"2715","Zhun Zhao",2013,"M"
"2716","Amitrajeet Batabyal",2013,"M"
"2717","Rukmani Gounder",2013,"F"
"2718","Suehyun Kwon",2013,"F"
"2719","Marinella Leone",2013,"F"
"2720","Mwanza Nkusu",2013,"F"
"2721","A. G. Malliaris",2013,"M"
"2722","Cuneyd Kaya",2013,"M"
"2723","Nicolas-Guillaume Martineau",2013,"M"
"2724","Aparajita Dasgupta",2013,"F"
"2725","Athiphat Muthitacharoen",2013,"M"
"2726","Parashar Kulkarni",2013,"M"
"2727","Mengying Wang",2013,"F"
"2728","Zengyuan Sun",2013,"M"
"2729","Pingkang Yu",2013,"M"
"2730","Mingming Zhou",2013,"M"
"2731","Kailing Shen",2013,"F"
"2732","Alpaslan Akay",2013,"M"
"2733","TengTeng Xu",2013,"F"
"2734","Junsang Lee",2013,"M"
"2735","Andres Aradillas-Lopez",2013,"M"
"2736","Fabian Dunker",2013,"M"
"2737","Sai-Ming Li",2013,"M"
"2738","Marick Masters",2013,"M"
"2739","Ainhoa Vega-Bayo",2013,"F"
"2740","Apanard Prabha",2013,"F"
"2741","Ramaa Vasudevan",2013,"F"
"2742","J. Paul Dunne",2013,"M"
"2743","Zhaohui Chen",2013,"M"
"2744","Jinqiang Yang",2013,"M"
"2745","Soenke Sievers",2013,"M"
"2746","Merih Sevilir",2013,"F"
"2747","Olympio Barbanti, Jr",2013,"M"
"2748","Cesar Martinelli",2013,"M"
"2749","Jingnan (Cecilia) Chen",2013,"F"
"2750","Rodgrio Pinto",2013,"M"
"2751","Rémi Jedwab",2013,"M"
"2752","Zhiliang Li",2013,"M"
"2753","Jesus Ferreiro",2013,"M"
"2754","H Allen Klaiber",2013,"M"
"2755","Shutao Cao",2013,"M"
"2756","Suchirtra J. Yegnanarayan",2013,"F"
"2757","Mingwei Liu",2013,"M"
"2758","Ostap Okhrin",2013,"M"
"2759","Niven Winchester",2013,"M"
"2760","Pabla Guerron",2013,"M"
"2761","R. Glenn Hubbard",2013,"M"
"2762","Buvaneshwaran Venugopal",2013,"M"
"2763","Baixiao Liu",2013,"M"
"2764","Shage Zhang",2013,"F"
"2765","Ekkehart Boehmer",2013,"M"
"2766","Victor Martinez",2013,"M"
"2767","Jongha Lim",2013,"F"
"2768","Degol Hailu",2013,"M"
"2769","Botond Koszegi",2013,"M"
"2770","Jose Scheinkman",2013,"M"
"2771","Phanindra V. Wunnava",2013,"M"
"2772","Xiaoyu Huang",2013,"M"
"2773","Biswo Poudel",2014,"M"
"2774","Young-Il Kim",2014,"M"
"2775","Taejong Kim",2014,"M"
"2776","Jungho Kim",2014,"M"
"2777","Bing-ru Teh",2014,"M"
"2778","Honbin Li",2014,"M"
"2779","Sugato Chakravarty",2014,"M"
"2780","Osea Giuntella",2014,"M"
"2781","Kalena Cortes",2014,"F"
"2782","Incheol Kim",2014,"M"
"2783","Thushyanthan Baskaran",2014,"M"
"2784","Xiaodan Gao",2014,"F"
"2785","Seow Eng Ong",2014,"M"
"2786","Chamna Yoon",2014,"M"
"2787","Yanrui Wu",2014,"M"
"2788","Danling Jiang",2014,"F"
"2789","Jianqing Fan",2014,"M"
"2790","Zhipeng Liao",2014,"M"
"2791","Leonard Tchuindjo",2014,"M"
"2792","Sephorah Joanne Mangin",2014,"F"
"2793","Wen-Jui Han",2014,"F"
"2794","Christaan Hogendorn",2014,"M"
"2795","J. A. Tapia Granados",2014,"M"
"2796","Shaianne Osterreich",2014,"F"
"2797","A.N. Orisakwe",2014,"M"
"2798","Akpan Ekpo",2014,"M"
"2799","Xiaoxue Du",2014,"F"
"2800","Femke De Keulenaer",2014,"F"
"2801","Erwann Michel-Kerjan",2014,"M"
"2802","Berardino Palazzo",2014,"M"
"2803","Ngoc-Khanh Tran",2014,"M"
"2804","Diksha Arora",2014,"F"
"2805","Changzheng Liu",2014,"M"
"2806","Binglin Gong",2014,"F"
"2807","Braz Camargo",2014,"M"
"2808","Yuanchuan Lien",2014,"M"
"2809","Boromeus Wanengkirtyo",2014,"M"
"2810","Parke Wilde",2014,"M"
"2811","Anusa Datta",2014,"F"
"2812","Bansi Sawhney",2014,"M"
"2813","J. Huang",2014,"F"
"2814","H. Qiu",2014,"M"
"2815","Quilin Chen",2014,"M"
"2816","Jose J. Vazquez",2014,"M"
"2817","Caine Rolleston",2014,"M"
"2818","Jadwiga R. Ziolkowska",2014,"F"
"2819","Stéphane Hallegatte",2014,"F"
"2820","Xiaohui Tian",2014,"F"
"2821","Garett Jones",2014,"M"
"2822","Bastiaan Oud",2014,"M"
"2823","Tano Santos",2014,"M"
"2824","Raymindo M. Campos-Vazquez",2014,"M"
"2825","Kewei Hou",2014,"M"
"2826","Arjen Siegmann",2014,"M"
"2827","Pushkar Maitra",2014,"M"
"2828","Xuewei Yang",2014,"F"
"2829","M. Kate Bundorf",2014,"F"
"2830","Sevinc Rende",2014,"F"
"2831","Heekyung Hellen Kim",2014,"F"
"2832","Kyungho Jang",2014,"M"
"2833","Maxim Mironov",2014,"M"
"2834","Ekatherina V. Zhuravskaya",2014,"F"
"2835","Per-Olof Robling",2014,"M"
"2836","Quoc-Anh Do",2014,"M"
"2837","Jingzhi Huang",2014,"M"
"2838","Chenxi Luo",2014,"F"
"2839","N. Edward Coulson",2014,"M"
"2840","Sendhil Mullanaithan",2014,"M"
"2841","Lenno Uuskyla",2014,"M"
"2842","Jaeseung Kim",2014,"M"
"2843","Dr. Jeffrey Pfeffer",2014,"M"
"2844","G. Steven McMillan",2014,"M"
"2845","Depankar Basu",2014,"M"
"2846","Mthuli Ncube",2014,"M"
"2847","Graton Gathright",2014,"M"
"2848","Zhongjin Li",2014,"F"
"2849","Matias Vernengo",2014,"M"
"2850","Erlend Bø",2014,"M"
"2851","C. Wei Li",2014,"F"
"2852","Zackary Hawley",2014,"M"
"2853","Tzuting Lin",2014,"F"
"2854","Na Liu",2014,"F"
"2855","U. Vinodhini",2014,"F"
"2856","Agnes Tomini",2014,"F"
"2857","Pierre-André Chiappori",2014,"M"
"2858","Shawkat Hammoudeh",2014,"M"
"2859","E. T. Verhoef",2014,"M"
"2860","Jeongsik Lee",2014,"M"
"2861","Jose Fernandez",2014,"M"
"2862","Stephan Gohmann",2014,"M"
"2863","Anming Zhang",2014,"M"
"2864","Athena Roumboutsos",2014,"F"
"2865","Linguère Mously Mbaye",2014,"F"
"2866","Gueourgui Kambourov",2014,"M"
"2867","Kalvinder Shields",2014,"M"
"2868","Simon van Norden",2014,"M"
"2869","Sandile Hlatshwayo",2014,"F"
"2870","See-Jik Kim",2014,"M"
"2871","Yu-Chin Hsu",2014,"M"
"2872","Brendan Price",2014,"M"
"2873","Mitu Gulati",2014,"M"
"2874","Hyunseob Kim",2014,"M"
"2875","Risheng Mao",2014,"M"
"2876","Zdravka Todorova",2014,"F"
"2877","C. Yiwei Zhang",2014,"F"
"2878","Yanjiao Song",2014,"M"
"2879","Jerry Lao",2014,"M"
"2880","Luis Angeles",2014,"M"
"2881","Damba Lkhagvasuren",2014,"M"
"2882","Somesh Nigam",2014,"M"
"2883","Aparajita Goyal",2014,"F"
"2884","Kebin Ma",2014,"M"
"2885","Byoung-Hyoun Hwang",2014,"M"
"2886","Ranadeb Chaudhuri",2014,"M"
"2887","Qinghai Wang",2014,"M"
"2888","F. Gregory Hayden",2014,"M"
"2889","Junmin Liao",2014,"M"
"2890","Stephan Lauermann",2014,"M"
"2891","Sambuddha Ghosh",2014,"M"
"2892","Seungjin Han",2014,"M"
"2893","Qianyun Xie",2014,"M"
"2894","Gunseli Berik",2014,"F"
"2895","Peer Skov",2014,"M"
"2896","Namwook Kang",2014,"M"
"2897","Sissel Jensen",2014,"F"
"2898","Jiading Gai",2014,"M"
"2899","Oguzhan Ozbas",2014,"M"
"2900","Mouhcine Guettabi",2014,"M"
"2901","Harounan Kazianga",2014,"M"
"2902","Adrian Babin",2014,"M"
"2903","Tareque Nasser",2014,"M"
"2904","Debopam Bhattacharya",2014,"M"
"2905","Pengfei Zhang",2014,"M"
"2906","Costantinos Daskalakis",2014,"M"
"2907","Martín Valdivia",2014,"M"
"2908","Vellore Arthi",2014,"F"
"2909","Céline Carrère",2014,"F"
"2910","Frédéric Robert-Nicoud",2014,"M"
"2911","Youngsuk Yook",2014,"F"
"2912","E. Han Kim",2014,"M"
"2913","Hualin Wan",2014,"M"
"2914","Zhiyao Chen",2014,"F"
"2915","Shaojin Li",2014,"M"
"2916","Valeriy Sibilkov",2014,"F"
"2917","A. Joseph Warburton",2014,"M"
"2918","Siqi Zhen",2014,"F"
"2919","Yanmin Gao",2014,"F"
"2920","Caixia Shen",2014,"F"
"2921","Yuzhe Zhang",2014,"M"
"2922","Ismail Ertürk",2014,"M"
"2923","Hyunok Lee",2015,"F"
"2924","Jisang Yu",2015,"M"
"2925","Simon Quinn",2015,"M"
"2926","Patricia Anderson",2015,"F"
"2927","Yuping Tsai",2015,"M"
"2928","Gurdip Bakshi",2015,"M"
"2929","Gaiyan Zhang",2015,"F"
"2930","Arito Ono",2015,"M"
"2931","Iichiro Uesugi",2015,"M"
"2932","Hung-Chia Scott Hsu",2015,"M"
"2933","Sheharyar Bokhari",2015,"M"
"2934","Necati Celik",2015,"M"
"2935","Chunxin Jia",2015,"F"
"2936","Diana Bonfim",2015,"F"
"2937","Françoise Carré",2015,"F"
"2938","Tsz Lueng Yip",2015,"M"
"2939","Mehrene Larudee",2015,"F"
"2940","Victor Lippit",2015,"M"
"2941","Julia Poznik",2015,"F"
"2942","Guojun He",2015,"M"
"2943","Wenbiao Cai",2015,"M"
"2944","Wen-Tai Hsu",2015,"M"
"2945","Guiying Laura Wu",2015,"F"
"2946","Darracq Paries",2015,"M"
"2947","Palanigounder Duraisamy",2015,"M"
"2948","Petit Pascal",2015,"M"
"2949","Laureline Pla",2015,"F"
"2950","Sushanta Mallick",2015,"F"
"2951","Shihe Fu",2015,"M"
"2952","Kodjo Aflagah",2015,"M"
"2953","Hoonsuk Park",2015,"M"
"2954","Joao Paulo Vieto",2015,"M"
"2955","Jongsub Lee",2015,"M"
"2956","Johanna Francis",2015,"F"
"2957","Ayse Sapci",2015,"F"
"2958","Kris-Stella Trump",2015,"F"
"2959","Jakina Debnam",2015,"F"
"2960","Yrjo Koskinen",2015,"M"
"2961","Avanidhar Subrahmanyam",2015,"M"
"2962","Bingxu Chen",2015,"M"
"2963","Shimeng Liu",2015,"F"
"2964","Kenmei Tsubota",2015,"M"
"2965","M. Bumin Yenmez",2015,"M"
"2966","Johanna Mollerstrom",2015,"F"
"2967","Seza Danisoglu",2015,"F"
"2968","Nuray Guner",2015,"F"
"2969","Binkai Chen",2015,"M"
"2970","Subha Mani",2015,"F"
"2971","Prudhvikar Reddy",2015,"M"
"2972","Ljubica Nedelkoska",2015,"F"
"2973","Zhenzhen Sun",2015,"F"
"2974","Feven Wordofa",2015,"F"
"2975","T.H. Gindling",2015,"M"
"2976","Zhengyuan Gao",2015,"M"
"2977","Ilwoo Hwang",2015,"M"
"2978","Tymofiy Mylovanov",2015,"M"
"2979","Swarna Sadasivam Vepa",2015,"F"
"2980","Siyu Wang",2015,"F"
"2981","Arunima Sinha",2015,"F"
"2982","Fabian Eser",2015,"M"
"2983","M. Shahid Ebrahim",2015,"M"
"2984","V. Brian Viard",2015,"M"
"2985","Gernot Wagner",2015,"M"
"2986","Xiumin Martin",2015,"F"
"2987","Mintra Dwarkasing",2015,"F"
"2988","Chandan K. Jha",2015,"M"
"2989","Arusha Cooray",2015,"F"
"2990","Shreyasee Das",2015,"F"
"2991","Hsien-Ming Lien",2015,"M"
"2992","Chaojun Wang",2015,"M"
"2993","Sidartha Gordon",2015,"F"
"2994","Modibo Sidibe",2015,"M"
"2995","Cesar Mantilla",2015,"M"
"2996","Jean-Stéphane Mésonnier",2015,"M"
"2997","Yuhta Ishii",2015,"M"
"2998","Wasseem Mina",2015,"M"
"2999","Lingxiao Zhao",2015,"M"
"3000","T. Randolph Beard",2015,"M"
"3001","Nicolas Aguelakakis",2015,"M"
"3002","Inoussa Boubacar",2015,"F"
"3003","Oluyemisi Kuku-Shittu",2015,"F"
"3004","Yoto Yotov",2015,"M"
"3005","Gopa Biswas",2015,"F"
"3006","Anzelika Zaiceva",2015,"F"
"3007","Abhilasha Srivastava",2015,"F"
"3008","Vikkas Kakkar",2015,"M"
"3009","Iikka Korhonen",2015,"M"
"3010","Sagiri Kitao",2015,"F"
"3011","Aubhik Khan",2015,"M"
"3012","Yong-Gook Jung",2015,"F"
"3013","Charalampos Konstantinidis",2015,"M"
"3014","Huaxia Rui",2015,"M"
"3015","Xiaoyu Chen",2015,"F"
"3016","Xiaohao Ding",2015,"F"
"3017","Yidian Liu",2015,"F"
"3018","Yakun Hu",2015,"M"
"3019","Birger Wernerfelt",2015,"M"
"3020","Pavle Radicevic",2015,"M"
"3021","Wolf-Peter Schmidt",2015,"M"
"3022","Ekundayo Shittu",2015,"M"
"3023","Giorgo Sertsios",2015,"M"
"3024","Redouanne Elkamhi",2015,"M"
"3025","Raunaq Pungaliya",2015,"M"
"3026","Tyong Duan",2015,"M"
"3027","Yawen Jiao",2015,"F"
"3028","Lubomir Litov",2015,"M"
"3029","Adlai Fisher",2015,"M"
"3030","Bakh Mirkasimov",2015,"M"
"3031","Hogyu Jhang",2015,"M"
"3032","Hwagyun Kim",2015,"M"
"3033","Yeon-Koo Che",2015,"M"
"3034","Simon Loertscher",2015,"M"
"3035","V. Kerry Smith",2015,"M"
"3036","Wei-Yin Hu",2015,"M"
"3037","Muthoni Ngatia",2015,"F"
"3038","Karlijn Morsink",2015,"M"
"3039","Floris Zoutman",2015,"F"
"3040","Merig Sevilir",2015,"F"
"3041","Tae-Hoon Lim",2015,"M"
"3042","S. Wayne Passmore",2015,"M"
"3043","Ivan Alexis Canay",2015,"M"
"3044","Patricia Caulfield Dahm",2015,"F"
"3045","Julia Bredtmann",2015,"F"
"3046","Xinzheng Shi",2015,"M"
"3047","Jungsuk Han",2015,"M"
"3048","Jose Maria Liberti",2015,"M"
"3049","Arantxa Jarque",2015,"F"
"3050","Haitao Li",2015,"M"
"3051","Yongheng Deng",2015,"M"
"3052","Matjaž Koman",2015,"M"
"3053","Terhi Maczulskij",2015,"F"
"3054","Shafik Hebous",2016,"M"
"3055","Renée B. Adams",2016,"F"
"3056","Aart Gerritsen",2016,"M"
"3057","Yoshito Takasaki",2016,"M"
"3058","Eiichiro Kazumori",2016,"M"
"3059","Gisle Natvik",2016,"M"
"3060","Riikka Nuutilainen",2016,"F"
"3061","Uros Petronijevic",2016,"M"
"3062","Sukjin Han",2016,"M"
"3063","Kees Waaldijk",2016,"M"
"3064","Neepa B. Gaekwad",2016,"F"
"3065","Andinet Woldemichael",2016,"M"
"3066","Wensheng Kang",2016,"M"
"3067","Naoyuki Yoshino",2016,"M"
"3068","Quanlan Yi",2016,"F"
"3069","Khawaja Mamun",2016,"M"
"3070","Taisuke Nakata",2016,"M"
"3071","Kristle Cortes",2016,"F"
"3072","Yao-Min Chiang",2016,"M"
"3073","Hung-Ju Chen",2016,"F"
"3074","Yin-Chi Wang",2016,"M"
"3075","Shuyang Sheng",2016,"M"
"3076","Marine Carrasco",2016,"F"
"3077","Merima Ali",2016,"F"
"3078","Miguel Melendez",2016,"M"
"3079","Kosali Simon",2016,"F"
"3080","F. Andrew Hanssen",2016,"M"
"3081","Theophile Bougna",2016,"M"
"3082","W. Mark Brown",2016,"M"
"3083","Ranjula Bali Swain",2016,"F"
"3084","Qianqian Wang",2016,"F"
"3085","Madanmohan Ghosh",2016,"M"
"3086","Shangjin Wei",2016,"M"
"3087","M. Fabricio Perez",2016,"M"
"3088","Liangliang Jiang",2016,"F"
"3089","Rustom Irani",2016,"M"
"3090","Reiner Braun",2016,"M"
"3091","Çağatay Bircan",2016,"M"
"3092","Mahnaz Islam",2016,"F"
"3093","M. Shahe Emran",2016,"M"
"3094","M. Helal Uddin",2016,"M"
"3095","Tilman Brück",2016,"M"
"3096","Armağan Gezici",2016,"M"
"3097","Luis D. Rosero",2016,"M"
"3098","Cristelle Kouame",2016,"F"
"3099","Jingyi Zhang",2016,"F"
"3100","Jinji Hao",2016,"M"
"3101","Maria-Teresa Marchica",2016,"F"
"3102","Sayali Kulkarni",2016,"F"
"3103","Carlianne Patrick",2016,"F"
"3104","Nauro F. Campos",2016,"M"
"3105","Ansgar Belke",2016,"M"
"3106","Matías Vernengo",2016,"M"
"3107","Bumin Yenmez",2016,"M"
"3108","Huaming Peng",2016,"M"
"3109","Hector Perez Saiz",2016,"M"
"3110","Martien Lamers",2016,"M"
"3111","Dinghong Yi",2016,"M"
"3112","Tzu-Ting Yang",2016,"M"
"3113","Eskil Forsell",2016,"M"
"3114","Maxim Pinkovskiy",2016,"M"
"3115","Petri Hukkanen",2016,"M"
"3116","Charles-Henri Weymuller",2016,"M"
"3117","Hong Zhang",2016,"M"
"3118","Stephan Mueller",2016,"M"
"3119","Panu Kalmi",2016,"M"
"3120","Omrane Guedhami",2016,"M"
"3121","Mariassunta Giannetti",2016,"F"
"3122","Mengxin Zhao",2016,"F"
"3123","Tuomas Takalo",2016,"M"
"3124","Asu Ozdaglar",2016,"F"
"3125","Adugna Lemi",2016,"M"
"3126","Intan Hamdan-Livramento",2016,"F"
"3127","Liangshu Qi",2016,"F"
"3128","Monica Garcia-Perez",2016,"F"
"3129","Mostak Ahamed",2016,"M"
"3130","Qihong Liu",2016,"M"
"3131","Robynn Cox",2016,"F"
"3132","Xiaoou Liu",2016,"F"
"3133","simon Halphen Boserup",2016,"M"
"3134","Luis Omar Herrera",2016,"M"
"3135","Nageeb Ali",2016,"M"
"3136","Catalin Stefanescu",2016,"F"
"3137","Simon Weber",2016,"M"
"3138","Narasimhan Jegadeesh",2016,"M"
"3139","Lalitha Naveen",2016,"F"
"3140","Weihua Zhao",2016,"F"
"3141","C.F. Sirmans",2016,"M"
"3142","Qun Wu",2016,"M"
"3143","Olfa Maalaoui Chun",2016,"M"
"3144","Lant Pritchett",2016,"M"
"3145","Srijit Mishra",2016,"M"
"3146","K. V. Ramaswamy",2016,"M"
"3147","Kanda Naknoi",2016,"F"
"3148","Ctirad Slavik",2016,"M"
"3149","Hakki Yazici",2016,"M"
"3150","Wenchao Xu",2016,"M"
"3151","Zeynal Karaca",2016,"M"
"3152","Hyunseung Oh",2016,"M"
"3153","Uta Meier-Graewe",2016,"F"
"3154","Fo Kodjo Dzinyefa Aflagah",2016,"M"
"3155","Ulf Zölitz",2016,"M"
"3156","Marieke Vandeweyer",2016,"F"
"3157","Carvalho Jose Raimundo",2016,"M"
"3158","Yinghua He",2016,"M"
"3159","Peiran Jiao",2016,"M"
"3160","Jacobus Cilliers",2016,"M"
"3161","Ibrahim Kasirye",2016,"M"
"3162","Sattar Mansi",2016,"M"
"3163","Minqi Li",2016,"M"
"3164","Chuliang Luo",2016,"M"
"3165","Bodo Knoll",2016,"M"
"3166","Hongda Zhong",2016,"M"
"3167","Yuxi Wang",2016,"F"
"3168","Konstantine Lyubimov",2016,"M"
"3169","Pierre-Guillaume Méon",2016,"M"
"3170","Gyongyi Loranth",2016,"F"
"3171","Konan Chan",2016,"M"
"3172","Yu-jane Liu",2016,"F"
"3173","Yongok Choi",2016,"M"
"3174","Stéphane Verani",2016,"F"
"3175","A. Erinc Yeldan",2016,"M"
"3176","Julia Thomas",2016,"F"
"3177","Fabian Lindner",2016,"M"
"3178","Simon Sturn",2016,"M"
"3179","Shanker Satyanath",2016,"M"
"3180","Jose Pizarro",2016,"M"
"3181","Aazam Virani",2016,"M"
"3182","Juan-Pedro Gomez",2016,"M"
"3183","Xudong An",2016,"M"
"3184","Deepraj Mukherjee",2016,"M"
"3185","Antoon Spithoven",2016,"M"
"3186","Saraly Andrade de Sa",2016,"F"
"3187","Anqi Li",2016,"F"
"3188","Trond Olsen",2016,"M"
"3189","Tatsushi Oka",2016,"F"
"3190","Miikka Rokkanen",2016,"M"
"3191","Matias Cattaneo",2016,"M"
"3192","Marinho Bertanha",2016,"M"
"3193","Yu-Wei Hsieh",2016,"M"
"3194","Tianpeng Zhou",2018,"M"
"3195","Teng Zhang",2018,"M"
"3196","Fangzhou Liu",2018,"F"
"3197","Ca Nguyen",2018,"F"
"3198","Hsuan Fu",2018,"F"
"3199","Victor Chow",2018,"M"
"3200","Jiacui Li",2018,"M"
"3201","Pingle Wang",2018,"M"
"3202","Joop Huij",2018,"M"
"3203","Haohan Ren",2018,"M"
"3204","Ailin Dong",2018,"F"
"3205","Runjing Lu",2018,"F"
"3206","Kaushalendra Kishore",2018,"M"
"3207","S. Mehmet Ozsoy",2018,"M"
"3208","Alisdair Mckay",2018,"M"
"3209","Neele Balke",2018,"F"
"3210","François Velde",2018,"M"
"3211","Yarine Fawaz",2018,"F"
"3212","Rajashri Chakrabarti",2018,"F"
"3213","Julia Lane",2018,"F"
"3214","Md Emdadul Islam",2018,"M"
"3215","Siyi Shen",2018,"F"
"3216","Bjorn Imbierowicz",2018,"M"
"3217","Falk Brauning",2018,"M"
"3218","Maik Schmeling",2018,"M"
"3219","Samuli Knüpfer",2018,"M"
"3220","Mingming Pan",2018,"F"
"3221","SeHyoun Ahn",2018,"M"
"3222","S. Anukriti",2018,"F"
"3223","Siwan Anderson",2018,"F"
"3224","Hans-Martin von Gaudecker",2018,"M"
"3225","Yin-Wong Cheung",2018,"M"
"3226","Jamein Cunningham",2018,"M"
"3227","Leming Lin",2018,"M"
"3228","Hongdong Guo",2018,"M"
"3229","Seung-Keun Martinez",2018,"M"
"3230","Marieke Kleemans",2018,"F"
"3231","Andres Donangelo",2018,"M"
"3232","Yanyou Chen",2018,"M"
"3233","Sailesh Tanna",2018,"M"
"3234","Mehtabul Azam",2018,"M"
"3235","Dweepobotee Brahma",2018,"F"
"3236","Vilsa Curto",2018,"F"
"3237","Haldun Anil",2018,"M"
"3238","Jerry Nickelsburg",2018,"M"
"3239","Boyoung Seo",2018,"F"
"3240","Adrian Lopes",2018,"M"
"3241","Pak-Sing Choi",2018,"M"
"3242","Neepa Gaekwad Babulal",2018,"F"
"3243","Nanivazo Malokele",2018,"F"
"3244","Mbaye Diene",2018,"M"
"3245","Adedoyin Adesina",2018,"F"
"3246","Na'ama Shenhav",2018,"F"
"3247","Piergiorgio Alessandri",2018,"M"
"3248","YongKyu Gam",2018,"M"
"3249","Zacharias Sautner",2018,"M"
"3250","Chendi Zhang",2018,"F"
"3251","Po-Hsuan Hsu",2018,"M"
"3252","Zifeng Feng",2018,"M"
"3253","Stanimira Milcheva",2018,"F"
"3254","Lingjiong Zhu",2018,"M"
"3255","Tunay Oguz",2018,"M"
"3256","Maoyong Fan",2018,"M"
"3257","Luise Görges",2018,"F"
"3258","Tansel Yilmaser",2018,"M"
"3259","Signe-Mary McKernan",2018,"F"
"3260","Hongkil Kim",2018,"M"
"3261","Vardges Levonyan",2018,"M"
"3262","Sorapop Kiatpongsan",2018,"M"
"3263","Cecila Gaubert",2018,"F"
"3264","Luofu Ye",2018,"M"
"3265","Yesol Huh",2018,"F"
"3266","Ruidi Huang",2018,"M"
"3267","Ivan Ivanov",2018,"M"
"3268","Kegon Tan",2018,"M"
"3269","Nauro Campos",2018,"M"
"3270","Zhuan Xie",2018,"M"
"3271","Bertel Schjerning",2018,"M"
"3272","Avinatan Hassidim",2018,"M"
"3273","Jose Luis Fillat",2018,"M"
"3274","Ott Toomet",2018,"M"
"3275","Hwagyun Hagen Kim",2018,"M"
"3276","Yoosoon Chang",2018,"F"
"3277","Changsik Kim",2018,"M"
"3278","Douglason Omotor",2018,"M"
"3279","Jose Alberto Guerra Sr",2018,"M"
"3280","Bibek Adhikari",2018,"M"
"3281","M. Ayhan Kose",2018,"M"
"3282","Yangru Wu",2018,"M"
"3283","Zhaodong (Ken) Zhong",2018,"M"
"3284","Joonki Noh",2018,"M"
"3285","Kuntara Pukthuanthong",2018,"F"
"3286","Li-Shiun Chen",2018,"F"
"3287","Pengfei Han",2018,"M"
"3288","Arjada Bardhi",2018,"F"
"3289","Imil Nurutdinov",2018,"M"
"3290","Ruey Tsay",2018,"M"
"3291","Na Wang",2018,"F"
"3292","Kyungmin Lee",2018,"M"
"3293","Ivan Gambus",2018,"M"
"3294","Rajaram Krishnan",2018,"M"
"3295","Viswanath S. R",2018,"M"
"3296","Xiaojun Wang",2018,"M"
"3297","Rubal Dua",2018,"M"
"3298","Raimundo Soto",2018,"M"
"3299","Kari E.R. Heerman",2018,"F"
"3300","Biplob Chowdhury",2018,"M"
"3301","Nagaratnam Jeyasreedharan",2018,"M"
"3302","Jianxin Wang",2018,"M"
"3303","Himabindu Himabindu Lakkaraju",2018,"F"
"3304","Seyyed Ali Zeytoon Nejad Moosavian",2018,"M"
"3305","Soohyung Lee",2018,"F"
"3306","Mahvash S. Qureshi",2018,"F"
"3307","Cevat Aksoy",2018,"M"
"3308","Sianne Vijay",2018,"F"
"3309","Bige Kahraman",2018,"F"
"3310","Kuang Kuang Deng",2018,"F"
"3311","Wangyang Lai",2018,"M"
"3312","Julapa Jagtiani",2018,"F"
"3313","Brendan Daley",2018,"M"
"3314","Natália Bracarense",2018,"F"
"3315","Julia Le Blanc",2018,"F"
"3316","Tianqi Gan",2018,"M"
"3317","Cesar E. Tamayo",2018,"M"
"3318","Veronica Frisancho",2018,"F"
"3319","Haoyu Gao",2018,"M"
"3320","Moqi Groen-Xu",2018,"F"
"3321","Soohun Kim",2018,"M"
"3322","Yoshiki Shimizu",2018,"M"
"3323","H. Banzhaf",2018,"M"
"3324","Matej Bajgar",2018,"M"
"3325","Zhuoqiong Charlie Chen",2018,"M"
"3326","Ayse Ozgur Pehlivan",2018,"F"
"3327","Nicolas Schutz",2018,"M"
"3328","Shiko Maruyama",2018,"M"
"3329","Johanna Kokot",2018,"F"
"3330","Risto Herrala",2018,"M"
"3331","Xiangshi Liu",2018,"F"
"3332","Leonard Goff",2018,"M"
"3333","Simon Rother",2018,"M"
"3334","Yadav Gopalan",2018,"M"
"3335","I. J. Alexander Dyck",2018,"M"
"3336","Dowell Myers",2018,"M"
"3337","Solomiya Shpak",2018,"F"
"3338","Zohreh Emami",2018,"F"
"3339","Anujit Chakraborty",2018,"M"
"3340","Sida Peng",2018,"M"
"3341","Luis Enrique Candelaria",2018,"M"
"3342","Venke Furre Haaland",2018,"F"
"3343","Kanghyock Koh",2018,"M"
"3344","J. Michael Collins",2018,"M"
"3345","Fafanyo Asiseh",2018,"F"
"3346","Vidhura Tennekoon",2018,"M"
"3347","Warn N. Lekfuangfu",2018,"F"
"3348","Dieu-Donne Donald Emmanuel",2018,"M"
"3349","Jörn Boehnke",2018,"M"
"3350","Jorg Weber",2018,"M"
"3351","Shangming Yang",2018,"M"
"3352","Yanying Chen",2018,"F"
